pesex,peeduca,ptdtrace,prtage,pemlr,prunedur,prmjind1,prmjocc1,prdtind1,prdtocc1
1,36,1,65,1,-1,3,7,4,19
2,39,1,68,1,-1,5,3,22,14
1,39,1,65,1,-1,5,9,22,21
2,39,1,63,1,-1,10,3,42,11
1,39,1,59,1,-1,9,7,38,19
2,43,1,51,1,-1,7,1,25,1
1,43,1,45,1,-1,7,1,25,1
2,43,1,40,1,-1,7,2,25,9
1,39,1,35,1,-1,5,4,22,16
2,39,1,33,1,-1,4,9,14,21
1,46,1,53,1,-1,4,2,8,4
2,43,1,54,1,-1,10,2,41,10
2,40,1,49,1,-1,10,1,43,1
1,43,1,55,1,-1,4,5,5,17
1,40,1,23,1,-1,6,10,23,22
1,39,1,39,7,-1,5,4,21,16
1,43,1,37,1,-1,12,9,48,21
1,39,1,26,1,-1,5,4,21,16
1,39,1,41,1,-1,13,5,51,17
2,41,1,38,1,-1,8,5,33,17
1,42,1,33,1,-1,3,1,4,1
1,39,1,28,1,-1,11,3,46,13
2,43,1,57,1,-1,10,1,41,2
1,42,2,43,1,-1,10,2,41,10
2,39,2,39,1,-1,10,2,42,10
2,39,2,20,1,-1,5,2,22,10
1,37,2,18,1,-1,11,3,46,13
1,37,2,16,1,-1,11,4,46,16
1,43,1,29,1,-1,9,2,38,8
1,44,1,57,1,-1,13,1,51,2
1,46,1,55,1,-1,10,1,40,1
1,43,4,24,1,-1,5,2,22,3
1,43,1,50,1,-1,7,1,29,1
2,41,1,47,1,-1,10,2,40,9
2,39,1,36,1,-1,9,2,36,10
2,40,2,61,1,-1,10,2,43,8
2,37,1,56,1,-1,10,3,42,11
2,44,2,30,1,-1,10,2,40,8
1,43,2,35,1,-1,10,2,40,8
2,40,1,25,1,-1,6,4,23,16
1,39,2,34,1,-1,9,3,38,14
1,44,1,71,1,-1,6,1,24,1
2,43,1,71,1,-1,10,2,42,3
1,43,1,61,1,-1,5,3,22,13
1,40,1,32,1,-1,3,7,4,19
1,43,1,54,1,-1,10,2,40,8
1,45,4,45,1,-1,10,2,41,10
1,43,1,40,1,-1,9,2,36,3
2,44,1,40,1,-1,10,2,40,8
1,43,1,55,1,-1,6,4,24,16
2,43,1,56,1,-1,6,4,24,16
2,39,2,61,1,-1,6,1,23,1
1,44,1,34,1,-1,8,1,32,2
2,44,4,33,1,-1,9,2,36,3
1,43,1,57,1,-1,9,1,38,1
1,41,2,64,1,-1,9,3,38,12
1,43,4,37,1,-1,9,2,36,3
2,43,2,31,1,-1,9,1,38,2
1,43,1,72,1,-1,3,4,4,16
1,43,1,50,1,-1,8,9,32,21
2,44,1,49,1,-1,10,2,40,8
1,45,1,71,1,-1,9,2,36,7
2,45,1,75,1,-1,9,3,38,11
1,39,1,46,1,-1,5,4,22,16
2,44,1,39,1,-1,10,1,42,1
1,43,1,41,1,-1,6,1,24,1
1,39,2,50,1,-1,5,3,22,12
2,43,2,45,1,-1,8,5,32,17
1,40,2,21,1,-1,11,5,45,17
2,43,1,63,1,-1,10,3,43,15
1,43,1,72,2,-1,10,3,43,13
2,43,1,44,1,-1,10,2,42,10
1,43,1,47,1,-1,9,2,36,3
1,39,1,26,1,-1,3,5,4,17
2,43,4,51,1,-1,8,4,34,16
1,43,4,21,2,-1,8,4,32,16
1,40,4,19,1,-1,11,3,46,13
1,44,1,41,1,-1,9,4,36,16
2,43,1,36,1,-1,4,1,8,2
2,40,1,49,1,-1,13,3,51,12
1,43,1,47,1,-1,13,5,51,17
2,37,1,17,1,-1,11,3,46,13
1,44,1,70,1,-1,9,1,36,1
1,42,1,31,1,-1,6,5,23,17
1,43,1,35,1,-1,7,3,28,15
1,43,1,79,1,-1,7,3,28,15
2,43,1,80,1,-1,12,3,48,15
1,40,2,51,1,-1,5,4,22,16
2,41,6,33,1,-1,10,2,40,8
2,39,1,57,1,-1,5,4,22,16
1,39,1,49,1,-1,4,2,14,4
1,42,1,54,3,2,9,3,36,12
2,45,1,50,1,-1,9,2,36,7
2,39,1,27,1,-1,1,3,1,15
1,39,1,27,1,-1,9,2,38,3
1,39,1,72,1,-1,1,1,1,1
1,39,1,52,1,-1,3,10,4,22
1,39,1,50,1,-1,12,8,47,20
2,44,2,62,1,-1,13,1,51,1
1,44,1,45,1,-1,9,1,36,1
2,39,1,18,1,-1,11,3,44,15
1,43,1,39,1,-1,7,1,27,1
2,43,1,36,2,-1,10,2,42,10
2,39,1,53,1,-1,10,1,42,1
1,32,1,54,2,-1,3,7,4,19
1,43,4,65,1,-1,9,2,36,3
2,43,4,62,1,-1,10,9,42,21
2,39,2,57,1,-1,5,3,22,13
2,39,1,34,1,-1,9,5,38,17
1,39,1,49,1,-1,12,8,47,20
2,40,1,41,1,-1,13,3,51,11
2,37,1,17,1,-1,11,3,46,13
1,40,2,34,1,-1,13,3,51,12
2,40,2,33,1,-1,10,3,42,11
2,40,1,54,1,-1,13,1,51,1
1,39,1,54,1,-1,3,8,4,20
1,43,1,33,1,-1,9,2,36,3
1,40,1,48,1,-1,10,5,43,17
2,43,1,47,1,-1,10,3,42,11
2,39,1,24,1,-1,5,4,22,16
1,44,1,49,1,-1,13,1,51,1
2,44,1,53,1,-1,10,2,43,6
1,40,1,35,1,-1,4,9,5,21
1,39,1,41,1,-1,4,9,15,21
2,43,1,63,1,-1,12,1,49,1
1,40,2,23,7,-1,10,1,40,2
1,40,1,21,7,-1,9,1,38,2
1,40,1,22,7,-1,6,5,24,17
1,40,1,20,1,-1,4,3,15,13
2,43,1,39,1,-1,8,1,32,2
1,40,4,40,1,-1,5,4,22,16
1,40,1,43,1,-1,11,7,44,19
1,39,1,70,1,-1,6,10,23,22
2,39,2,70,5,-1,10,3,42,11
2,43,1,41,1,-1,9,2,36,3
1,36,1,16,1,-1,11,3,46,13
2,39,1,62,1,-1,13,5,51,17
1,39,1,65,1,-1,4,1,20,1
2,41,1,62,1,-1,9,1,38,1
1,43,1,65,1,-1,3,7,4,19
2,40,1,23,1,-1,12,3,48,15
1,39,1,49,4,6,5,8,22,20
1,43,8,41,1,-1,7,2,30,3
2,40,8,34,1,-1,9,5,38,17
2,43,1,48,1,-1,4,2,7,4
1,43,1,48,1,-1,4,2,6,4
2,39,1,38,1,-1,6,10,23,22
1,39,1,36,1,-1,11,3,46,13
1,39,1,33,1,-1,5,10,22,22
2,39,1,21,1,-1,5,10,22,22
1,45,4,43,1,-1,12,2,49,6
1,40,2,65,1,-1,9,3,38,14
2,42,1,68,1,-1,10,2,40,8
2,40,1,42,1,-1,12,2,49,6
1,41,1,15,3,1,11,2,44,9
2,38,2,25,1,-1,11,3,45,14
1,46,1,40,1,-1,10,2,40,8
2,43,1,35,1,-1,10,2,40,8
1,40,2,46,1,-1,9,3,38,14
1,39,2,34,1,-1,10,3,41,14
1,39,2,68,3,4,3,7,4,19
1,46,1,67,1,-1,13,2,51,10
1,43,1,51,1,-1,4,9,13,21
2,43,2,50,1,-1,8,5,32,17
1,44,2,51,1,-1,9,2,36,3
1,43,1,64,1,-1,6,1,23,1
2,39,1,30,1,-1,10,5,42,17
1,36,1,42,1,-1,5,1,22,1
2,43,1,36,1,-1,10,1,41,1
2,42,1,42,1,-1,10,5,42,17
1,43,1,45,4,4,4,8,6,20
2,43,1,25,1,-1,12,1,49,1
1,43,1,26,1,-1,13,3,51,12
2,43,1,56,1,-1,10,2,41,10
2,39,1,52,1,-1,4,9,10,21
1,39,1,50,1,-1,6,10,23,22
2,39,1,34,1,-1,4,5,11,17
1,39,1,29,1,-1,6,10,23,22
1,43,1,41,1,-1,13,3,51,12
2,46,1,41,1,-1,9,2,36,7
1,44,1,53,1,-1,9,1,36,2
2,40,1,53,1,-1,13,3,51,12
1,45,1,56,1,-1,4,10,19,22
1,40,1,52,1,-1,13,2,51,3
2,39,1,55,1,-1,13,5,51,17
1,43,1,67,1,-1,5,4,22,16
1,39,1,28,1,-1,6,3,23,14
1,38,1,30,1,-1,5,1,21,1
1,39,1,66,1,-1,2,9,3,21
1,43,1,58,1,-1,10,1,42,2
2,39,1,49,1,-1,5,10,22,22
1,39,1,33,1,-1,10,3,40,12
2,43,1,61,1,-1,6,10,23,22
1,39,1,47,1,-1,6,10,23,22
1,39,1,20,1,-1,4,10,7,22
2,43,1,29,1,-1,13,5,51,17
1,43,1,45,1,-1,8,1,32,2
1,39,1,49,1,-1,3,7,4,19
1,39,1,20,1,-1,3,7,4,19
2,39,1,30,1,-1,5,4,22,16
1,39,1,39,1,-1,3,7,4,19
2,43,1,49,1,-1,9,5,36,17
1,39,1,55,1,-1,3,7,4,19
1,44,1,49,1,-1,13,2,51,5
2,43,1,45,1,-1,13,5,51,17
1,39,1,31,1,-1,8,1,32,1
2,44,1,33,1,-1,10,2,40,8
1,39,1,41,1,-1,5,4,22,16
2,39,1,38,1,-1,10,3,40,14
2,43,1,33,1,-1,10,4,42,16
1,39,1,29,1,-1,12,4,47,16
1,43,1,72,1,-1,4,1,19,1
2,40,1,28,1,-1,10,3,42,11
1,43,1,33,1,-1,9,4,36,16
2,43,1,34,1,-1,5,4,22,16
2,40,1,38,1,-1,10,3,40,13
1,39,1,42,1,-1,3,7,4,19
1,43,1,58,1,-1,11,4,46,16
1,38,1,64,1,-1,5,9,21,21
1,39,1,28,1,-1,3,9,4,21
1,39,1,31,1,-1,4,9,8,21
1,39,1,27,1,-1,3,7,4,19
1,38,1,38,1,-1,3,7,4,19
2,40,1,55,1,-1,8,4,33,16
1,39,1,48,1,-1,9,1,39,1
2,39,1,17,1,-1,8,5,33,17
2,39,1,45,1,-1,11,4,46,16
1,39,1,53,1,-1,3,9,4,21
1,39,1,26,1,-1,12,9,47,21
1,39,1,21,1,-1,11,3,46,14
2,40,1,54,1,-1,13,4,51,16
1,39,1,56,1,-1,6,10,23,22
1,39,2,45,1,-1,6,10,23,22
2,39,2,53,1,-1,13,3,51,12
1,43,1,46,1,-1,8,1,32,1
2,43,1,44,1,-1,9,2,36,4
1,40,1,38,1,-1,9,2,36,3
2,42,1,39,1,-1,10,2,40,8
1,43,1,73,1,-1,6,10,23,22
1,44,1,29,1,-1,3,2,4,4
1,40,1,32,1,-1,9,10,39,22
1,43,2,43,1,-1,3,2,4,3
2,40,2,75,1,-1,10,2,41,10
2,40,2,49,1,-1,10,2,43,8
1,43,1,34,4,22,10,2,42,10
2,40,1,28,1,-1,10,3,42,11
2,44,1,55,2,-1,10,2,40,8
1,43,1,69,1,-1,6,9,23,21
1,42,2,29,1,-1,11,3,44,13
2,44,2,56,1,-1,10,2,42,10
1,43,2,75,1,-1,13,5,51,17
2,39,1,41,1,-1,8,1,32,2
1,39,1,40,1,-1,11,2,44,9
1,34,4,45,1,-1,11,3,46,13
2,40,4,44,1,-1,11,1,46,1
1,39,1,50,1,-1,2,9,3,21
2,40,1,31,1,-1,12,3,48,15
2,39,1,58,1,-1,12,5,47,17
1,39,1,60,1,-1,12,4,47,16
1,40,1,61,1,-1,13,1,51,1
2,43,1,30,1,-1,9,2,38,8
1,43,1,31,1,-1,13,2,51,10
1,43,1,35,1,-1,9,2,36,4
2,43,1,32,1,-1,10,2,40,8
2,44,1,32,1,-1,5,1,21,2
1,44,1,28,1,-1,10,2,40,8
2,39,1,61,1,-1,10,5,40,17
2,39,1,40,1,-1,10,1,41,1
2,42,2,65,1,-1,9,5,38,17
1,42,2,65,1,-1,5,2,21,3
1,44,1,58,1,-1,12,2,49,6
1,44,1,57,1,-1,12,2,49,6
1,43,1,48,1,-1,8,1,32,1
1,45,1,58,1,-1,9,2,36,7
2,45,1,54,1,-1,9,5,36,17
1,46,1,61,1,-1,13,2,51,7
2,45,1,44,1,-1,9,1,38,2
1,45,1,51,1,-1,13,2,51,7
2,44,1,50,1,-1,10,1,40,1
2,43,1,24,1,-1,9,2,36,3
2,44,1,39,1,-1,13,2,51,3
1,44,1,37,2,-1,10,2,42,10
2,44,1,29,1,-1,10,2,41,10
1,44,1,31,1,-1,9,5,36,17
2,39,2,52,1,-1,9,5,36,17
2,43,1,25,4,3,9,2,36,7
1,43,8,27,1,-1,9,1,36,2
2,43,1,27,1,-1,9,1,36,1
2,44,1,26,1,-1,10,5,40,17
1,43,1,47,1,-1,9,2,36,3
2,43,1,39,1,-1,7,1,25,2
2,43,1,80,1,-1,8,1,34,1
1,44,1,37,1,-1,13,1,51,2
2,44,1,40,2,-1,13,1,51,2
1,43,1,27,1,-1,13,2,51,3
1,45,1,61,1,-1,9,1,36,1
2,45,1,58,1,-1,10,1,42,1
1,45,1,27,1,-1,10,3,42,11
2,44,2,34,1,-1,10,2,43,6
2,44,2,32,1,-1,8,1,32,1
2,44,1,33,1,-1,10,2,40,8
1,46,1,58,1,-1,13,2,51,5
2,43,1,51,1,-1,9,1,36,1
1,43,1,55,1,-1,13,2,51,3
2,45,1,52,1,-1,9,1,36,1
1,44,1,31,4,48,9,1,36,2
2,44,8,31,1,-1,10,2,40,8
2,45,4,35,1,-1,12,1,49,1
2,43,1,32,1,-1,9,1,36,1
1,45,1,37,1,-1,9,2,36,7
1,43,1,35,1,-1,9,1,36,2
1,44,1,32,1,-1,10,2,40,8
1,44,1,34,1,-1,9,2,36,3
1,43,1,24,1,-1,9,2,36,10
2,43,1,25,4,12,9,2,36,7
1,43,1,62,1,-1,9,1,36,2
2,43,1,59,1,-1,9,1,36,1
2,40,1,21,1,-1,11,3,46,13
2,40,1,21,2,-1,12,3,50,15
2,45,1,38,1,-1,13,2,51,7
2,43,1,29,1,-1,3,4,4,16
1,44,1,28,1,-1,13,3,51,12
2,43,2,53,1,-1,10,1,40,1
1,40,2,54,1,-1,10,5,40,17
2,43,2,23,1,-1,11,3,46,13
2,40,2,19,1,-1,11,4,46,16
2,40,2,19,4,1,10,5,40,17
2,45,1,61,1,-1,9,2,36,7
1,44,1,34,1,-1,9,2,36,3
2,44,4,31,1,-1,10,2,41,10
1,40,1,33,1,-1,12,8,47,20
2,42,1,34,1,-1,10,1,43,1
2,39,1,65,1,-1,13,5,51,17
2,39,1,51,1,-1,4,9,9,21
1,39,1,48,1,-1,4,9,6,21
2,39,1,29,1,-1,5,10,21,22
1,36,1,16,1,-1,5,3,21,14
2,42,2,30,1,-1,11,5,44,17
1,44,1,36,1,-1,4,9,6,21
1,39,1,26,1,-1,9,3,38,14
1,39,1,28,1,-1,9,3,38,14
1,39,1,35,1,-1,9,3,38,14
1,39,1,31,1,-1,9,3,38,14
2,43,1,34,1,-1,8,5,32,17
1,39,2,35,4,9,4,9,9,21
2,41,1,80,2,-1,8,1,34,1
2,39,1,23,2,-1,4,9,16,21
2,39,1,58,1,-1,4,9,16,21
2,39,1,51,1,-1,4,5,7,17
1,39,1,24,1,-1,4,9,6,21
2,42,1,40,1,-1,10,1,42,1
1,41,1,39,1,-1,10,3,42,14
2,43,1,40,1,-1,10,2,42,6
1,42,1,50,1,-1,5,4,22,16
2,42,1,50,1,-1,8,5,32,17
2,41,1,33,1,-1,12,2,48,5
2,42,2,36,1,-1,13,2,51,3
1,41,1,30,1,-1,9,9,36,21
2,43,1,25,1,-1,8,5,33,17
1,40,1,60,1,-1,4,9,19,21
2,42,1,59,1,-1,5,4,22,16
2,42,1,43,1,-1,4,2,19,5
1,40,1,31,1,-1,9,2,36,3
1,39,1,46,1,-1,11,10,46,22
1,44,2,63,1,-1,11,2,44,4
2,43,2,63,1,-1,4,1,19,1
1,44,2,31,1,-1,10,2,42,6
2,41,1,70,1,-1,10,2,41,10
1,39,4,46,1,-1,12,3,48,15
2,39,4,40,1,-1,12,3,48,15
2,39,4,64,1,-1,10,3,43,15
2,44,1,66,1,-1,10,2,42,6
2,41,1,61,1,-1,11,3,46,13
2,39,2,37,1,-1,5,10,22,22
1,43,1,42,1,-1,5,4,22,16
1,41,1,31,1,-1,4,9,7,21
2,42,1,30,1,-1,10,2,42,10
2,43,2,58,1,-1,11,3,46,13
2,43,2,23,1,-1,11,3,46,13
2,39,1,53,1,-1,10,5,42,17
2,43,1,46,1,-1,10,2,40,8
1,40,1,52,1,-1,9,10,39,22
2,43,1,55,1,-1,13,3,51,12
1,39,1,57,1,-1,10,8,41,20
2,39,1,19,1,-1,10,2,40,8
1,45,1,42,1,-1,10,2,41,10
2,42,1,38,1,-1,9,1,36,1
2,33,1,39,4,26,9,3,38,14
2,42,2,63,1,-1,11,1,44,1
2,43,2,57,1,-1,10,1,40,1
2,39,2,27,1,-1,10,3,42,11
2,41,2,43,1,-1,10,2,42,10
1,39,1,60,1,-1,9,3,38,14
1,39,1,37,1,-1,5,3,21,14
2,39,2,75,1,-1,10,3,41,11
1,39,2,38,1,-1,6,10,23,22
1,39,4,66,1,-1,5,4,22,16
1,40,4,34,1,-1,5,4,22,16
1,41,1,62,1,-1,11,3,44,15
2,39,1,23,1,-1,5,9,22,21
2,46,1,72,1,-1,10,2,42,10
1,46,1,59,1,-1,10,1,40,1
2,43,1,24,1,-1,10,1,42,2
2,39,2,42,1,-1,10,3,43,11
2,39,1,75,1,-1,5,5,22,17
1,40,1,27,1,-1,3,7,4,19
2,43,1,25,2,-1,11,2,44,9
1,39,1,40,1,-1,9,3,38,14
2,45,1,36,1,-1,8,1,32,1
2,40,1,70,2,-1,12,5,49,17
1,43,1,51,1,-1,8,2,33,3
1,41,1,21,1,-1,10,3,41,13
2,39,1,19,1,-1,10,3,40,13
2,46,1,61,1,-1,9,1,36,2
1,39,1,56,1,-1,4,9,6,21
2,43,2,43,1,-1,10,2,40,8
2,39,1,55,1,-1,8,5,33,17
1,43,4,28,1,-1,4,2,10,4
2,43,4,28,1,-1,11,3,46,13
2,43,2,41,1,-1,10,2,40,8
1,43,1,46,1,-1,12,1,49,1
2,44,1,44,1,-1,9,2,36,4
2,43,2,32,1,-1,8,1,32,1
1,43,2,33,1,-1,8,1,32,1
2,39,1,74,4,3,1,6,1,18
1,44,1,51,1,-1,10,2,40,8
2,43,1,50,1,-1,10,5,41,17
2,43,1,48,1,-1,3,5,4,17
1,43,1,21,2,-1,3,1,4,1
2,40,1,19,2,-1,11,3,46,13
2,36,1,16,2,-1,11,3,46,13
1,43,1,63,1,-1,3,1,4,1
2,44,1,58,1,-1,3,1,4,1
1,43,1,43,2,-1,7,2,26,9
1,46,4,55,1,-1,4,2,19,5
2,44,4,53,1,-1,9,1,36,1
1,44,1,36,1,-1,10,2,40,8
1,39,1,27,1,-1,5,10,22,22
1,43,1,34,1,-1,3,1,4,2
2,44,1,34,1,-1,9,5,38,17
2,40,1,53,1,-1,10,1,43,1
2,44,1,30,1,-1,13,2,51,8
1,44,1,43,1,-1,10,5,40,17
1,46,1,63,1,-1,4,2,19,5
2,44,1,60,1,-1,8,1,34,2
2,39,1,21,1,-1,9,3,38,14
1,39,1,28,1,-1,3,7,4,19
1,43,1,62,1,-1,8,4,34,16
2,44,1,45,1,-1,12,2,49,8
1,44,1,45,1,-1,10,2,40,8
2,40,1,20,1,-1,13,2,51,10
1,39,1,51,1,-1,3,7,4,19
2,39,1,51,1,-1,3,5,4,17
2,39,1,18,3,1,4,5,11,17
1,40,1,47,1,-1,6,5,23,17
2,42,1,46,1,-1,10,1,42,1
2,34,1,15,1,-1,5,10,22,22
2,42,1,34,1,-1,9,2,36,4
1,42,1,39,1,-1,9,2,36,3
1,39,2,60,1,-1,5,10,22,22
1,39,1,56,1,-1,12,8,47,20
2,43,1,64,1,-1,10,5,42,17
1,39,1,49,1,-1,10,8,41,20
1,42,1,61,1,-1,4,8,18,20
2,39,1,31,1,-1,5,10,21,22
2,37,2,29,1,-1,11,3,46,13
2,40,1,49,1,-1,11,3,46,13
1,42,1,49,1,-1,5,10,21,22
1,40,1,49,1,-1,3,7,4,19
2,37,1,44,1,-1,11,3,44,15
2,39,2,32,1,-1,10,2,43,8
2,39,2,50,1,-1,10,3,43,11
2,44,1,27,1,-1,10,2,41,10
2,39,2,19,1,-1,10,3,41,14
2,39,2,19,1,-1,10,3,41,14
2,43,1,27,1,-1,10,2,42,10
1,43,1,29,1,-1,9,4,36,16
1,39,1,37,1,-1,4,9,11,21
2,39,1,39,1,-1,11,4,46,16
2,42,1,46,1,-1,5,4,22,16
1,34,1,63,1,-1,1,10,2,22
1,45,1,77,1,-1,10,2,41,10
1,43,2,40,1,-1,13,2,51,6
2,43,2,53,1,-1,10,2,42,6
1,44,1,53,1,-1,5,2,22,10
2,42,2,61,1,-1,4,9,19,21
1,39,1,41,1,-1,3,10,4,22
1,44,1,37,1,-1,10,2,42,10
2,39,2,50,1,-1,4,8,16,20
1,36,2,19,1,-1,11,1,46,1
2,39,2,19,1,-1,5,4,22,16
2,40,1,58,1,-1,8,5,32,17
2,39,2,43,2,-1,5,4,22,16
1,39,1,34,1,-1,3,7,4,19
2,43,2,66,1,-1,10,2,41,10
2,39,1,39,1,-1,10,3,42,11
2,37,1,29,2,-1,11,3,46,13
1,39,1,74,1,-1,12,4,47,16
2,43,1,63,1,-1,11,2,44,9
1,46,1,60,1,-1,10,2,40,8
2,43,1,41,1,-1,10,2,40,3
2,41,1,72,1,-1,5,9,22,21
2,44,1,39,1,-1,7,2,27,9
1,43,4,44,1,-1,8,2,32,3
1,43,1,35,1,-1,8,1,34,2
2,43,1,35,1,-1,13,1,51,2
2,43,1,63,1,-1,9,1,36,1
2,44,1,30,2,-1,5,1,22,1
2,43,1,77,2,-1,10,1,42,1
1,42,1,63,1,-1,8,4,34,16
2,39,1,57,1,-1,8,4,34,16
2,44,1,40,1,-1,10,2,43,6
1,40,1,39,1,-1,10,5,42,17
2,40,1,20,1,-1,10,2,41,6
1,43,1,65,1,-1,7,5,31,17
1,44,1,63,1,-1,9,2,36,3
2,43,1,72,1,-1,9,1,36,1
2,43,1,66,1,-1,10,2,40,8
2,38,1,33,1,-1,11,3,46,13
2,43,1,72,1,-1,5,4,22,16
2,43,1,71,1,-1,10,2,40,8
1,40,1,43,1,-1,4,10,9,22
2,39,1,46,1,-1,3,10,4,22
2,44,4,35,1,-1,10,1,42,2
1,43,1,37,1,-1,8,2,33,3
2,40,2,64,4,2,10,3,42,11
1,40,1,24,1,-1,5,10,22,22
2,41,1,24,1,-1,10,3,42,11
2,43,1,55,1,-1,10,2,41,10
1,43,1,62,1,-1,8,4,33,16
1,44,1,56,1,-1,13,1,51,2
1,39,1,41,1,-1,4,9,13,21
2,34,1,39,1,-1,10,3,40,13
1,33,1,56,1,-1,6,10,23,22
2,39,1,27,1,-1,11,3,46,13
1,45,4,45,1,-1,10,1,40,1
2,41,2,44,1,-1,10,3,42,11
2,40,2,21,1,-1,11,3,46,13
1,40,1,51,1,-1,3,7,4,19
2,39,1,42,1,-1,5,5,21,17
1,43,1,44,1,-1,9,2,36,3
2,43,1,47,1,-1,10,2,40,8
1,39,1,27,1,-1,5,4,22,16
2,39,2,60,1,-1,10,3,40,13
1,43,1,30,1,-1,7,2,26,9
1,35,1,40,1,-1,3,7,4,19
1,40,1,53,1,-1,4,9,17,21
2,40,2,29,1,-1,7,5,29,17
2,44,1,68,1,-1,10,2,41,10
2,44,4,27,1,-1,10,2,40,8
1,45,4,59,1,-1,10,2,42,10
2,40,1,20,7,-1,10,5,40,17
1,42,1,58,4,15,5,4,21,16
1,43,1,34,1,-1,9,1,36,1
2,45,1,33,1,-1,10,2,41,10
2,39,1,61,1,-1,9,5,38,17
2,39,2,38,1,-1,10,5,42,17
1,39,2,39,1,-1,6,10,23,22
2,43,1,26,1,-1,4,10,14,22
1,39,1,26,1,-1,4,10,14,22
1,43,1,33,1,-1,11,9,46,21
1,43,1,38,1,-1,4,2,9,4
1,39,1,61,1,-1,12,3,49,14
2,34,1,15,1,-1,11,3,45,12
2,39,1,62,1,-1,9,5,36,17
2,40,1,23,3,4,10,9,40,21
2,39,1,64,1,-1,10,1,40,2
1,38,1,36,1,-1,12,8,47,20
2,43,1,38,1,-1,10,2,40,8
2,42,1,35,1,-1,8,4,33,16
1,40,1,59,1,-1,13,2,51,3
2,39,1,53,1,-1,10,3,40,13
1,41,1,23,1,-1,13,8,51,20
2,40,1,19,1,-1,12,3,48,15
1,43,1,70,1,-1,5,5,22,17
2,39,1,68,1,-1,10,5,42,17
1,35,1,73,1,-1,6,10,23,22
1,44,1,55,1,-1,8,2,32,3
1,46,1,39,1,-1,9,2,36,4
1,39,1,27,1,-1,5,5,22,17
1,39,1,24,1,-1,4,9,10,21
2,39,1,23,1,-1,5,4,22,16
1,41,1,41,1,-1,4,8,9,20
2,40,1,30,1,-1,8,1,32,1
1,39,1,29,1,-1,12,8,47,20
1,43,1,41,1,-1,5,5,22,17
2,39,2,63,1,-1,5,3,22,13
1,39,2,41,1,-1,11,3,46,13
2,38,1,69,1,-1,9,2,36,3
1,44,1,64,1,-1,10,2,40,8
2,43,1,63,1,-1,13,1,51,2
1,39,1,42,1,-1,10,3,40,14
2,39,1,35,1,-1,10,3,42,11
1,39,1,42,1,-1,11,10,46,22
2,43,1,65,1,-1,10,2,40,8
1,41,1,59,1,-1,5,8,22,20
1,43,1,44,1,-1,8,4,34,16
2,43,1,58,1,-1,8,1,33,2
1,43,1,53,1,-1,4,4,7,16
2,43,1,53,1,-1,10,5,42,17
1,40,1,34,1,-1,4,9,13,21
1,40,1,35,1,-1,3,1,4,1
1,39,1,62,1,-1,3,1,4,1
2,39,1,62,1,-1,10,5,40,17
2,46,1,67,4,16,9,1,36,1
1,46,1,64,2,-1,10,2,40,8
1,42,1,25,1,-1,9,3,38,14
1,43,1,46,1,-1,4,8,6,20
2,39,1,34,1,-1,10,3,42,11
1,39,1,38,1,-1,1,3,1,15
1,36,1,17,1,-1,5,10,22,22
2,43,1,35,1,-1,9,9,36,21
2,39,2,67,1,-1,9,2,36,7
1,39,2,60,1,-1,5,10,22,22
1,33,1,40,1,-1,3,7,4,19
2,39,1,37,1,-1,6,9,23,21
2,46,2,51,1,-1,10,2,40,8
1,46,2,61,1,-1,13,3,51,12
2,39,1,70,1,-1,12,3,49,14
1,39,1,72,1,-1,9,3,38,12
1,39,1,45,1,-1,3,7,4,19
2,43,1,47,1,-1,10,2,40,8
1,44,1,45,1,-1,4,1,10,1
1,43,1,46,1,-1,4,1,6,1
1,44,1,48,1,-1,10,1,41,2
2,43,1,46,1,-1,8,1,32,1
1,39,1,55,1,-1,3,1,4,1
2,43,1,55,1,-1,12,2,49,9
2,43,1,30,1,-1,10,2,42,10
1,42,1,32,1,-1,3,2,4,4
1,43,1,51,1,-1,8,1,32,1
2,43,1,51,1,-1,10,1,40,1
1,40,1,20,4,1,10,3,40,15
2,43,1,34,1,-1,11,1,44,1
2,40,7,42,4,26,11,3,44,12
2,43,1,52,1,-1,7,4,27,16
2,43,1,34,1,-1,4,2,16,9
1,39,1,33,1,-1,5,4,21,16
2,43,1,24,1,-1,10,2,42,10
1,39,4,36,1,-1,9,10,38,22
2,44,1,51,1,-1,10,1,40,2
1,43,1,58,1,-1,3,7,4,19
2,43,1,41,1,-1,13,1,51,2
1,39,1,43,1,-1,13,1,51,1
1,36,7,52,2,-1,4,9,6,21
2,44,1,71,1,-1,10,5,42,17
2,42,1,70,1,-1,2,1,3,1
1,40,1,70,1,-1,3,1,4,1
2,40,1,39,1,-1,5,4,22,16
1,39,1,18,1,-1,10,3,42,13
1,39,1,21,1,-1,10,3,42,13
2,39,1,33,1,-1,5,10,21,22
1,34,1,63,1,-1,1,10,1,22
2,34,1,63,1,-1,10,3,40,14
1,39,1,34,1,-1,9,3,38,14
1,40,1,30,1,-1,9,3,38,14
1,39,1,44,1,-1,9,2,36,3
1,39,1,66,1,-1,3,7,4,19
2,39,1,62,2,-1,10,2,41,10
1,37,1,63,2,-1,3,10,4,22
1,40,1,23,1,-1,7,8,29,20
2,41,1,47,1,-1,6,5,23,17
1,39,1,48,1,-1,6,10,23,22
1,42,1,50,1,-1,5,2,21,9
