pesex,peeduca,ptdtrace,prtage,pemlr,prunedur,prmjind1,prmjocc1,prdtind1,prdtocc1
2,43,1,31,1,-1,11,1,45,1
1,39,1,28,1,-1,5,8,22,20
2,39,2,39,1,-1,10,3,43,15
2,42,1,38,2,-1,8,5,33,17
1,43,1,45,1,-1,5,1,21,1
1,40,1,54,1,-1,7,1,29,1
2,43,1,51,1,-1,7,1,29,2
1,39,1,21,1,-1,2,9,3,21
2,40,1,24,1,-1,10,2,41,8
2,39,1,40,1,-1,10,1,40,2
1,40,1,41,1,-1,10,3,40,15
1,39,1,18,1,-1,5,10,22,22
2,39,1,42,1,-1,5,4,22,16
1,39,1,18,1,-1,5,10,22,22
1,39,1,34,4,3,3,8,4,20
1,43,1,60,1,-1,9,5,38,17
2,42,1,57,1,-1,10,2,40,3
1,39,1,59,1,-1,4,1,13,1
2,43,1,26,1,-1,10,2,43,8
2,39,6,46,1,-1,4,9,13,21
1,39,6,49,1,-1,6,10,23,22
1,44,1,54,1,-1,11,2,44,9
1,44,1,56,1,-1,10,1,41,2
2,39,1,68,1,-1,11,3,46,13
2,39,1,47,1,-1,8,4,33,16
1,39,1,52,1,-1,3,7,4,19
1,39,1,50,1,-1,3,7,4,19
2,34,1,32,1,-1,5,4,21,16
2,44,1,42,1,-1,10,2,40,8
1,43,1,46,1,-1,4,2,11,4
2,41,1,67,1,-1,9,3,38,11
2,39,1,72,1,-1,5,4,22,16
2,38,4,37,1,-1,5,5,22,17
1,43,1,48,1,-1,13,3,51,12
1,43,4,23,1,-1,11,3,46,13
1,43,4,23,1,-1,4,9,14,21
2,44,1,53,1,-1,11,2,44,8
2,43,1,22,1,-1,9,5,36,17
1,43,1,28,1,-1,9,2,36,5
2,44,1,28,1,-1,10,2,41,10
1,43,1,35,1,-1,3,7,4,19
2,44,1,33,1,-1,10,2,42,6
1,41,1,63,1,-1,4,1,8,1
2,39,1,64,1,-1,10,5,42,17
2,43,1,58,1,-1,5,5,21,17
1,43,1,58,1,-1,9,2,36,9
1,40,1,21,1,-1,11,3,46,13
2,40,1,19,1,-1,11,3,46,13
2,44,1,51,1,-1,10,1,40,2
1,39,1,50,1,-1,11,9,44,21
2,44,1,52,4,16,13,1,51,1
1,44,1,50,1,-1,4,8,19,20
1,43,1,27,4,52,6,10,23,22
2,40,1,67,1,-1,4,2,13,3
2,39,1,64,4,34,9,3,38,14
1,39,1,67,1,-1,5,10,22,22
1,39,1,32,1,-1,3,7,4,19
2,43,1,24,1,-1,5,4,22,16
1,45,1,56,1,-1,10,2,40,8
2,43,1,50,1,-1,9,1,36,2
1,44,1,65,1,-1,5,4,22,16
1,43,1,38,1,-1,9,2,36,4
2,43,1,38,1,-1,10,1,43,1
2,43,1,42,1,-1,8,1,32,1
1,39,1,44,1,-1,8,5,33,17
1,43,1,72,1,-1,9,2,36,4
2,43,1,16,1,-1,9,1,36,2
2,42,1,65,5,-1,5,5,22,17
1,39,1,27,4,52,5,5,22,17
1,44,1,32,1,-1,10,1,41,1
2,43,1,31,4,3,11,2,44,9
2,43,4,24,1,-1,9,2,36,4
1,38,1,58,1,-1,4,9,6,21
1,43,1,41,1,-1,4,2,8,4
1,46,4,44,1,-1,9,1,36,1
2,44,4,44,1,-1,4,1,13,1
1,39,1,25,1,-1,4,1,14,1
1,33,6,55,1,-1,3,7,4,19
1,39,6,43,2,-1,3,7,4,19
1,44,6,31,1,-1,3,7,4,19
2,40,1,43,2,-1,8,4,34,16
1,43,1,50,1,-1,6,5,23,17
2,42,1,50,1,-1,11,3,46,13
1,43,1,33,1,-1,9,2,38,3
2,43,1,32,1,-1,3,1,4,1
1,43,1,53,4,61,8,4,33,16
2,44,1,34,2,-1,10,2,40,8
1,40,1,37,1,-1,12,7,49,19
2,44,1,55,1,-1,10,3,43,15
1,43,1,56,1,-1,13,10,51,22
2,43,1,24,1,-1,10,2,40,8
2,43,1,53,1,-1,10,3,43,15
1,46,1,47,1,-1,4,2,19,5
2,44,1,44,1,-1,9,1,36,1
1,44,2,57,1,-1,10,2,42,10
2,39,2,56,2,-1,13,10,51,22
1,43,2,31,4,13,9,1,36,2
1,44,2,28,4,30,5,5,22,17
2,39,2,33,1,-1,10,3,42,11
1,43,2,32,1,-1,9,3,38,12
1,43,4,28,1,-1,10,2,41,10
1,34,1,56,1,-1,12,8,47,20
1,39,1,24,1,-1,12,3,48,15
2,42,1,42,1,-1,10,2,42,10
1,42,1,41,1,-1,3,7,4,19
2,39,1,43,1,-1,5,10,22,22
2,39,1,34,1,-1,11,3,46,13
1,44,1,47,1,-1,4,9,19,21
2,40,1,29,1,-1,5,3,22,12
1,43,1,26,1,-1,5,10,22,22
2,39,1,43,1,-1,9,5,36,17
1,39,1,44,1,-1,9,3,38,14
1,43,1,57,1,-1,9,1,36,1
1,43,1,56,1,-1,9,1,36,1
1,43,1,47,1,-1,3,1,4,1
2,44,1,47,1,-1,10,2,41,10
2,37,1,18,1,-1,11,3,46,13
1,36,1,17,1,-1,11,3,44,15
2,43,2,35,4,61,11,3,46,13
2,39,2,54,1,-1,10,3,41,11
2,44,1,57,1,-1,6,5,24,17
1,43,1,61,1,-1,6,1,23,1
2,44,1,50,1,-1,10,2,41,6
1,43,6,48,1,-1,8,5,32,17
1,43,2,27,1,-1,6,5,23,17
2,45,1,62,1,-1,13,2,51,7
1,44,1,31,1,-1,4,1,8,2
2,44,6,75,1,-1,10,2,40,8
2,35,6,15,1,-1,11,3,46,13
2,44,1,32,1,-1,13,1,51,1
2,43,1,71,4,12,10,2,43,6
2,39,4,26,1,-1,10,2,40,8
2,44,1,35,1,-1,9,1,36,1
1,43,1,35,1,-1,5,2,22,9
1,43,1,47,1,-1,3,7,4,19
2,44,1,44,1,-1,10,2,40,8
2,39,1,27,1,-1,1,1,1,2
1,39,6,55,1,-1,3,1,4,1
1,38,4,32,1,-1,5,4,22,16
1,42,4,44,4,104,11,1,46,1
2,39,4,38,1,-1,10,4,41,16
2,45,1,42,1,-1,10,2,40,8
2,40,1,56,1,-1,5,4,22,16
1,39,1,52,1,-1,4,2,9,4
1,39,1,36,1,-1,4,7,11,19
2,44,1,59,1,-1,10,1,40,1
1,44,1,58,1,-1,3,1,4,1
1,43,1,39,1,-1,13,5,51,17
2,42,1,38,7,-1,8,1,34,1
2,43,4,34,1,-1,5,4,22,16
1,44,4,36,1,-1,9,2,36,3
2,39,2,70,1,-1,10,3,43,15
1,43,2,51,2,-1,10,3,42,11
2,39,1,62,1,-1,5,5,22,17
1,38,1,63,1,-1,13,6,51,18
2,41,1,65,5,-1,10,2,40,8
1,39,1,58,1,-1,3,8,4,20
1,39,2,41,1,-1,5,4,22,16
1,43,1,58,1,-1,5,1,21,2
2,40,2,39,1,-1,5,2,22,10
2,46,2,80,2,-1,10,2,40,8
2,39,1,23,1,-1,9,5,36,17
2,39,1,25,1,-1,10,2,41,10
2,41,4,42,1,-1,12,8,47,20
2,44,1,27,1,-1,10,2,42,6
1,43,1,29,1,-1,6,1,24,2
1,37,2,57,1,-1,2,10,3,22
2,44,2,64,1,-1,11,1,46,1
1,39,2,66,1,-1,11,1,46,1
1,43,1,44,1,-1,5,4,22,16
1,39,1,30,1,-1,9,3,38,14
2,42,1,26,1,-1,10,2,41,10
2,40,2,61,1,-1,5,10,22,22
2,43,2,50,1,-1,10,3,42,11
2,39,2,38,1,-1,5,4,22,16
2,43,1,38,1,-1,9,1,36,2
1,41,1,44,1,-1,5,8,21,20
1,39,1,32,1,-1,5,4,22,16
2,39,7,67,1,-1,2,5,3,17
2,37,1,42,1,-1,5,9,22,21
1,40,1,68,1,-1,1,6,1,18
1,36,1,24,1,-1,4,8,14,20
1,39,1,24,1,-1,4,8,11,20
2,39,2,80,1,-1,10,3,40,12
2,44,1,26,1,-1,10,2,40,8
1,43,1,25,1,-1,5,4,22,16
1,40,1,42,1,-1,6,8,24,20
2,45,1,39,1,-1,10,2,41,10
2,34,6,50,1,-1,5,4,22,16
1,39,1,49,1,-1,6,10,23,22
2,44,1,42,1,-1,10,2,40,8
1,44,1,41,1,-1,10,2,40,8
1,39,2,37,1,-1,3,7,4,19
2,44,1,37,1,-1,11,5,45,17
1,40,2,44,1,-1,6,5,23,17
2,40,2,42,1,-1,8,1,32,1
1,37,2,17,1,-1,5,10,22,22
2,40,2,63,1,-1,8,5,33,17
1,42,1,58,1,-1,6,9,24,21
2,40,1,62,1,-1,6,5,23,17
1,39,1,41,1,-1,9,3,38,14
1,39,1,31,1,-1,4,9,6,21
1,44,1,61,1,-1,10,2,40,8
1,40,1,22,1,-1,5,5,22,17
2,39,1,34,1,-1,9,3,38,14
1,39,1,32,2,-1,12,4,47,16
2,42,1,59,1,-1,10,5,41,17
1,44,1,58,1,-1,10,1,41,1
1,39,1,27,1,-1,5,5,22,17
2,39,1,65,1,-1,5,4,22,16
1,39,1,38,1,-1,3,7,4,19
2,40,1,78,1,-1,7,1,25,2
2,40,1,65,1,-1,13,1,51,2
1,41,1,38,1,-1,9,3,38,14
2,42,1,39,1,-1,1,6,1,18
1,40,6,21,1,-1,5,4,22,16
1,39,1,21,1,-1,5,10,22,22
1,40,1,74,1,-1,13,3,51,12
2,44,1,30,1,-1,8,4,33,16
1,37,1,36,1,-1,3,7,4,19
1,43,1,58,1,-1,7,2,26,9
2,43,1,57,1,-1,5,1,22,2
1,39,1,61,1,-1,11,3,46,13
2,44,1,65,1,-1,5,4,22,16
1,41,1,51,1,-1,4,2,13,4
2,41,1,60,1,-1,10,2,42,10
1,44,1,69,1,-1,9,2,36,4
2,44,1,69,1,-1,13,2,51,4
1,39,1,62,1,-1,6,10,23,22
2,39,1,60,1,-1,10,5,42,17
2,42,1,36,1,-1,10,2,42,10
1,44,1,59,1,-1,7,2,25,9
1,46,1,62,4,10,9,1,36,2
2,46,1,69,1,-1,5,2,22,10
1,44,1,37,1,-1,10,2,41,10
2,43,1,37,1,-1,10,3,40,11
1,39,1,46,1,-1,5,4,22,16
2,40,1,18,1,-1,5,4,22,16
2,39,1,64,1,-1,5,4,22,16
1,43,1,40,1,-1,9,1,36,2
2,44,1,39,1,-1,10,2,42,10
2,43,1,50,1,-1,4,1,8,1
1,43,1,38,1,-1,9,1,38,1
2,39,1,54,1,-1,7,2,31,8
1,36,1,71,1,-1,4,10,19,22
2,40,1,63,1,-1,9,2,36,7
1,43,1,70,1,-1,6,1,23,2
2,39,1,45,1,-1,4,3,8,15
2,43,1,57,1,-1,10,2,40,8
2,43,1,21,1,-1,10,2,40,8
2,39,1,19,1,-1,11,3,46,13
1,41,1,60,2,-1,3,10,4,22
1,40,1,27,4,31,6,4,23,16
2,44,1,30,1,-1,10,2,43,10
1,40,1,29,1,-1,8,2,32,3
1,39,1,63,1,-1,3,7,4,19
2,43,1,50,1,-1,9,5,36,17
2,43,1,58,1,-1,7,1,25,1
1,43,1,67,1,-1,4,4,17,16
2,39,1,68,1,-1,13,5,51,17
1,44,1,36,1,-1,9,2,36,3
2,43,1,33,1,-1,10,2,42,10
1,39,1,56,1,-1,5,4,21,16
2,41,1,61,1,-1,8,1,32,2
2,44,1,67,5,-1,10,2,40,8
1,43,1,61,2,-1,5,4,22,16
2,39,1,48,2,-1,5,9,22,21
1,42,1,80,1,-1,5,10,21,22
2,44,1,68,1,-1,10,2,40,8
1,43,1,65,1,-1,8,1,32,1
2,43,1,62,1,-1,10,2,42,10
1,39,1,23,1,-1,9,3,38,14
2,41,1,29,1,-1,11,3,46,13
2,39,1,58,1,-1,3,7,4,19
1,43,1,27,1,-1,3,1,4,1
2,44,1,28,1,-1,4,2,13,4
1,43,1,31,1,-1,3,1,4,1
1,43,1,57,1,-1,9,1,36,1
1,37,1,46,1,-1,5,4,22,16
1,44,1,33,1,-1,3,1,4,1
1,43,1,62,1,-1,8,1,33,1
2,43,1,62,1,-1,8,1,33,2
2,43,1,24,1,-1,11,3,46,13
1,44,1,57,1,-1,4,4,17,16
2,44,1,55,1,-1,10,2,42,5
1,44,1,50,1,-1,10,2,40,8
1,36,1,17,1,-1,11,3,46,13
1,39,1,69,1,-1,12,3,49,11
2,39,1,58,1,-1,13,1,51,2
1,40,1,31,1,-1,3,1,4,1
2,40,2,50,4,21,10,3,42,11
1,41,2,63,1,-1,11,2,44,9
1,39,2,22,1,-1,12,3,48,12
2,43,2,25,1,-1,10,2,43,8
1,39,1,58,1,-1,3,7,4,19
2,39,1,53,2,-1,3,1,4,1
2,33,1,46,1,-1,4,9,17,21
2,39,1,27,1,-1,5,10,22,22
2,39,1,22,1,-1,11,4,46,16
1,41,2,48,1,-1,7,9,26,21
2,39,2,58,1,-1,12,3,48,15
2,42,1,48,1,-1,4,5,11,17
1,44,1,52,1,-1,4,8,13,20
1,43,1,54,1,-1,4,1,10,1
2,43,1,53,1,-1,10,2,41,10
2,40,1,48,1,-1,9,3,38,14
2,43,4,61,1,-1,3,1,4,1
2,46,1,65,1,-1,10,2,42,10
1,43,1,62,1,-1,6,1,23,1
2,32,1,35,1,-1,9,3,38,14
2,38,1,18,1,-1,9,3,38,14
2,38,2,36,1,-1,5,5,22,17
1,43,1,61,4,43,8,1,32,2
2,40,1,55,1,-1,11,1,46,1
2,43,1,59,1,-1,8,2,32,8
1,40,1,59,1,-1,11,2,44,9
2,43,1,60,1,-1,10,2,40,8
2,44,1,39,1,-1,9,1,36,1
1,43,1,68,1,-1,6,10,23,22
1,34,1,37,1,-1,6,10,23,22
2,43,1,35,1,-1,10,2,42,4
2,38,1,19,1,-1,11,4,46,16
2,43,1,34,1,-1,8,1,33,1
1,39,2,54,1,-1,4,9,5,21
2,37,2,54,1,-1,10,3,43,11
1,43,1,33,1,-1,6,5,23,17
2,43,1,35,1,-1,5,10,22,22
2,39,1,34,1,-1,10,2,40,8
1,39,1,34,1,-1,6,9,23,21
1,39,1,52,1,-1,3,7,4,19
2,39,1,37,1,-1,10,2,40,8
1,39,1,44,1,-1,6,1,23,1
2,39,1,44,1,-1,9,2,36,8
2,43,1,41,1,-1,8,1,32,1
2,43,4,41,1,-1,9,1,36,1
1,43,4,42,1,-1,8,1,32,1
1,44,1,57,1,-1,8,4,33,16
2,43,1,53,1,-1,10,2,43,8
1,43,1,26,1,-1,9,1,36,2
1,43,1,23,1,-1,10,2,42,10
2,33,2,33,1,-1,12,3,48,15
2,42,1,32,1,-1,10,1,42,1
1,42,1,37,1,-1,10,1,42,1
2,43,1,59,1,-1,10,3,40,14
1,43,1,56,1,-1,4,10,14,22
1,42,1,25,1,-1,4,4,14,16
2,45,1,29,1,-1,10,3,42,11
2,42,2,42,1,-1,5,5,22,17
2,39,2,63,1,-1,10,3,40,13
1,43,1,45,1,-1,9,1,36,1
2,44,1,47,1,-1,13,2,51,6
2,44,1,58,1,-1,10,2,40,8
2,43,1,32,1,-1,6,1,24,2
2,43,1,26,1,-1,11,3,46,13
1,43,1,29,1,-1,5,2,22,3
1,44,4,44,1,-1,9,2,36,3
1,43,1,37,1,-1,4,1,19,1
2,45,1,36,1,-1,7,2,25,7
1,45,1,75,1,-1,9,2,36,7
1,43,1,25,1,-1,9,5,36,17
1,43,1,25,1,-1,9,1,36,2
1,43,1,25,1,-1,8,2,32,3
2,43,4,70,1,-1,5,4,21,16
1,39,1,20,1,-1,5,5,22,17
2,44,1,45,1,-1,10,2,40,6
1,40,1,56,1,-1,9,2,36,9
1,44,4,72,1,-1,4,2,7,4
1,44,4,73,4,10,4,2,19,3
1,43,1,52,1,-1,4,1,19,2
1,36,1,18,1,-1,11,3,44,15
2,43,4,48,1,-1,6,10,23,22
1,43,4,22,1,-1,11,1,44,1
2,40,4,19,1,-1,11,4,46,16
1,44,4,33,1,-1,9,1,36,1
2,44,4,35,1,-1,8,1,32,2
1,43,4,31,1,-1,3,1,4,1
2,43,4,30,1,-1,5,4,21,16
2,40,1,34,1,-1,5,4,22,16
1,43,1,46,1,-1,5,4,22,16
1,42,1,33,1,-1,12,8,47,20
1,44,1,62,1,-1,10,1,40,1
2,43,1,62,1,-1,10,1,40,1
2,39,1,22,4,2,10,2,40,8
1,43,1,41,1,-1,6,2,24,3
2,39,1,38,1,-1,13,5,51,17
1,43,1,31,1,-1,8,1,32,2
2,44,1,31,1,-1,10,2,40,6
2,42,1,52,1,-1,10,1,42,1
1,43,1,27,1,-1,10,2,42,10
1,44,1,50,1,-1,4,2,14,5
1,39,4,56,1,-1,4,9,9,21
1,39,4,41,1,-1,6,10,23,22
2,44,4,38,1,-1,10,3,42,11
1,43,1,45,1,-1,3,1,4,1
2,43,1,41,1,-1,10,3,42,11
1,43,1,33,1,-1,13,1,51,1
2,38,2,65,1,-1,12,3,50,14
2,43,1,57,1,-1,4,5,13,17
1,43,1,60,1,-1,6,2,23,4
1,40,1,21,1,-1,5,10,22,22
2,39,1,53,4,21,5,4,22,16
1,39,1,62,1,-1,3,7,4,19
1,39,1,22,1,-1,5,4,22,16
2,39,1,65,1,-1,8,1,32,1
1,39,1,67,1,-1,11,1,46,1
2,43,1,25,1,-1,10,2,40,8
1,42,1,27,1,-1,8,1,33,1
2,44,1,27,1,-1,10,2,40,8
1,39,2,39,4,39,4,9,13,21
2,39,2,47,1,-1,10,2,43,8
2,44,1,47,1,-1,8,2,33,7
1,44,1,52,1,-1,9,2,36,3
2,43,1,42,1,-1,4,1,17,1
1,40,1,37,1,-1,9,3,38,14
1,44,4,76,1,-1,4,1,13,1
1,45,1,75,1,-1,10,2,42,10
2,44,1,43,1,-1,7,2,31,8
1,39,1,51,1,-1,5,10,21,22
1,40,1,20,4,29,11,3,44,15
2,40,1,53,1,-1,5,5,21,17
2,43,2,60,1,-1,4,1,17,2
2,43,2,40,1,-1,10,5,42,17
1,43,2,60,1,-1,13,1,51,2
2,43,2,52,1,-1,13,2,51,10
2,43,2,24,1,-1,8,1,33,2
2,39,3,40,1,-1,11,3,46,13
1,40,3,22,1,-1,12,8,47,20
2,40,3,22,1,-1,10,3,43,14
2,39,3,62,1,-1,5,4,22,16
1,39,3,52,1,-1,12,10,48,22
2,39,7,58,1,-1,10,3,43,15
2,35,1,54,1,-1,10,3,42,11
2,41,1,37,1,-1,13,5,51,17
1,44,1,58,1,-1,13,2,51,6
2,43,1,51,1,-1,12,3,48,15
1,43,1,47,1,-1,13,2,51,7
2,44,1,56,1,-1,9,2,36,9
2,44,1,30,1,-1,6,5,23,17
1,42,2,60,1,-1,10,2,40,8
2,42,2,54,1,-1,10,5,43,17
1,42,2,60,1,-1,10,2,40,8
2,42,2,77,1,-1,10,3,42,11
2,39,2,53,1,-1,7,2,27,9
1,39,2,30,1,-1,3,7,4,19
1,37,1,25,1,-1,5,10,22,22
2,39,1,38,1,-1,10,3,41,11
2,39,1,16,1,-1,5,4,22,16
2,42,1,66,1,-1,8,5,32,17
1,39,1,80,1,-1,13,5,51,17
1,39,1,60,1,-1,10,3,40,14
2,41,1,56,1,-1,10,5,42,17
1,39,1,62,1,-1,3,8,4,20
1,39,1,25,1,-1,13,10,51,22
1,41,1,32,1,-1,3,1,4,1
2,43,1,62,1,-1,13,2,51,6
2,41,1,62,1,-1,10,1,42,1
1,41,1,61,1,-1,3,7,4,19
2,43,1,61,1,-1,10,2,41,10
1,40,1,60,1,-1,4,6,17,18
1,43,1,53,1,-1,12,1,49,1
2,43,1,48,1,-1,9,1,36,1
1,44,1,75,1,-1,9,1,36,2
1,43,1,53,1,-1,8,4,32,16
2,36,1,17,7,-1,11,3,45,12
1,44,1,45,1,-1,10,2,40,8
2,43,1,41,1,-1,10,3,42,15
2,40,6,39,1,-1,10,2,42,10
2,41,1,70,1,-1,10,2,42,10
1,39,1,53,1,-1,4,9,7,21
2,44,1,51,1,-1,10,2,42,10
1,39,1,41,1,-1,4,9,19,21
1,43,1,58,2,-1,6,5,23,17
2,39,1,61,1,-1,3,5,4,17
2,44,1,49,1,-1,13,1,51,1
2,41,1,49,1,-1,10,3,42,11
1,37,1,67,1,-1,3,7,4,19
2,36,1,61,1,-1,11,3,46,13
2,43,1,42,1,-1,13,1,51,2
2,39,1,67,3,20,11,1,46,1
2,42,1,20,1,-1,5,10,21,22
1,42,1,42,1,-1,13,2,51,10
1,43,1,80,1,-1,1,6,1,18
1,39,1,41,1,-1,1,6,1,18
1,39,1,41,1,-1,1,6,1,18
1,39,1,41,1,-1,1,6,1,18
2,40,4,64,1,-1,10,2,42,10
1,40,1,59,1,-1,5,4,21,16
1,39,1,61,1,-1,6,5,23,17
2,39,1,55,1,-1,10,2,42,10
2,44,4,53,1,-1,12,2,49,6
1,43,2,25,4,3,8,1,35,1
1,43,4,23,1,-1,9,3,36,12
1,43,4,23,1,-1,8,2,32,3
1,43,1,29,1,-1,7,2,27,9
2,44,1,41,1,-1,10,2,40,8
1,44,1,39,4,7,5,1,21,2
2,40,2,41,1,-1,11,2,44,9
1,45,3,35,1,-1,5,2,22,10
1,43,4,38,2,-1,8,5,34,17
2,44,4,34,2,-1,10,3,43,15
1,38,1,50,1,-1,5,4,22,16
2,44,1,46,1,-1,12,3,48,15
1,44,1,53,1,-1,12,3,48,11
1,39,1,41,1,-1,6,10,23,22
2,39,1,43,1,-1,10,9,42,21
2,31,2,51,1,-1,10,3,42,11
2,42,2,21,1,-1,10,2,42,10
1,43,4,36,1,-1,5,4,22,16
1,44,4,35,1,-1,4,1,13,2
1,39,1,26,1,-1,11,2,44,9
1,40,2,68,1,-1,6,10,23,22
1,37,4,45,1,-1,6,10,23,22
2,33,4,48,1,-1,10,3,43,11
1,35,4,53,1,-1,11,3,46,13
1,43,1,74,1,-1,12,5,49,17
2,44,1,66,1,-1,7,2,26,9
2,43,4,41,1,-1,8,4,32,16
1,43,1,72,1,-1,9,2,36,3
2,34,1,42,1,-1,9,3,38,14
1,43,8,31,1,-1,10,2,40,8
2,43,1,33,1,-1,4,1,7,1
1,44,1,55,1,-1,7,2,26,9
2,44,1,54,1,-1,7,2,26,9
1,39,1,47,1,-1,3,7,4,19
2,45,1,35,1,-1,13,2,51,7
2,43,1,45,1,-1,9,1,36,1
2,38,3,44,1,-1,10,3,42,11
2,43,2,31,4,39,10,3,41,11
2,42,2,23,1,-1,10,2,43,6
1,38,2,62,1,-1,10,3,43,11
2,45,1,38,1,-1,9,2,36,7
1,43,1,77,1,-1,8,4,32,16
1,43,1,33,1,-1,5,1,22,1
2,43,1,35,1,-1,10,2,40,8
2,44,1,37,1,-1,10,2,41,10
1,43,1,38,1,-1,8,4,32,16
1,39,1,51,1,-1,8,4,35,16
2,43,1,47,1,-1,10,2,41,10
2,40,1,19,1,-1,11,3,46,13
2,43,1,30,1,-1,8,5,34,17
2,44,1,41,1,-1,10,2,40,8
1,42,1,43,1,-1,8,9,33,21
2,40,1,20,1,-1,11,3,46,13
1,44,1,54,1,-1,10,2,40,8
2,44,1,50,1,-1,10,2,40,8
2,37,1,17,1,-1,11,3,44,15
2,39,1,40,1,-1,8,1,34,1
1,40,1,41,1,-1,8,9,33,21
2,46,1,57,4,48,5,9,21,21
1,42,1,60,1,-1,6,10,23,22
2,44,1,59,4,4,10,1,40,1
1,43,1,42,1,-1,7,2,29,3
2,43,1,37,1,-1,10,2,42,10
1,43,1,49,1,-1,4,1,13,1
2,42,1,62,1,-1,6,1,24,2
1,39,1,66,1,-1,3,7,4,19
2,39,1,47,1,-1,12,2,49,6
1,43,4,41,1,-1,3,1,4,1
2,43,2,36,1,-1,10,2,40,8
1,43,1,28,1,-1,9,1,36,1
2,44,1,29,1,-1,10,4,42,16
1,43,1,34,1,-1,11,2,44,9
2,44,1,31,1,-1,10,2,41,10
1,43,1,34,1,-1,13,3,51,12
1,33,4,50,1,-1,11,1,46,1
2,33,4,48,1,-1,11,1,46,1
2,43,4,24,1,-1,10,2,40,8
1,39,4,18,1,-1,11,4,46,16
2,39,2,25,1,-1,10,3,42,11
1,44,1,74,1,-1,8,4,34,16
1,45,1,46,1,-1,8,4,32,16
2,45,1,46,1,-1,10,1,42,1
1,43,4,29,1,-1,5,1,22,1
1,43,4,25,4,4,8,4,32,16
2,44,1,41,1,-1,10,2,40,6
1,44,1,42,1,-1,10,2,40,8
2,44,4,59,1,-1,9,1,36,1
2,40,2,64,1,-1,8,1,32,2
1,39,1,29,1,-1,11,10,46,22
2,40,1,46,1,-1,10,2,43,8
1,43,7,56,1,-1,10,1,42,2
1,39,1,48,1,-1,5,4,22,16
2,43,4,36,1,-1,5,2,22,3
2,43,1,24,1,-1,9,1,36,2
2,43,1,25,1,-1,5,4,22,16
2,43,1,25,1,-1,8,1,32,2
1,43,4,26,1,-1,8,2,32,3
1,43,4,26,2,-1,8,2,32,3
2,43,4,27,1,-1,7,2,30,3
2,44,4,49,1,-1,10,2,42,10
1,44,1,31,1,-1,8,1,32,1
1,43,1,68,1,-1,13,1,51,2
2,43,1,36,1,-1,11,2,44,9
1,40,1,39,1,-1,11,3,46,13
2,43,1,63,1,-1,10,3,43,11
2,40,1,46,1,-1,9,5,36,17
1,44,1,27,1,-1,9,5,36,17
1,45,1,85,1,-1,9,2,36,7
1,39,1,21,1,-1,8,1,34,1
2,43,2,37,1,-1,10,2,40,8
1,43,1,51,1,-1,10,3,43,11
2,40,1,53,1,-1,9,5,38,17
2,39,1,19,1,-1,3,7,4,19
1,43,1,23,7,-1,3,7,4,19
1,39,1,44,1,-1,9,2,36,4
1,41,1,68,1,-1,10,10,40,22
2,40,2,35,1,-1,11,4,46,16
2,39,1,38,1,-1,9,2,36,10
1,39,1,37,1,-1,13,8,51,20
1,44,1,46,1,-1,4,2,8,4
2,43,4,45,1,-1,10,2,40,9
1,39,1,55,1,-1,3,7,4,19
1,39,1,63,1,-1,5,8,22,20
1,39,1,64,1,-1,5,8,22,20
2,43,2,29,1,-1,10,2,40,3
2,43,2,29,1,-1,10,1,40,2
1,40,1,68,1,-1,4,9,17,21
2,43,1,25,1,-1,10,2,41,10
1,43,1,26,1,-1,8,4,33,16
2,40,2,51,1,-1,10,2,43,6
1,39,2,47,1,-1,10,3,42,13
2,43,2,23,4,16,11,3,46,13
2,40,2,21,4,39,5,5,22,17
2,43,1,42,1,-1,5,4,22,16
1,43,1,51,1,-1,7,2,27,9
2,40,1,44,1,-1,10,5,42,17
1,39,6,48,1,-1,8,3,34,14
1,39,1,50,1,-1,3,7,4,19
2,43,1,43,1,-1,10,1,41,1
2,41,2,25,1,-1,10,3,42,11
2,42,2,61,1,-1,10,2,43,6
1,44,2,66,1,-1,10,1,40,1
1,43,1,73,1,-1,10,1,43,1
1,39,1,42,1,-1,6,10,23,22
2,44,1,42,1,-1,10,2,42,10
1,39,1,65,1,-1,10,8,40,20
2,39,1,37,1,-1,10,2,40,8
1,39,1,38,1,-1,10,2,40,8
1,39,1,61,4,4,9,4,36,16
2,44,2,52,1,-1,10,2,40,6
1,44,2,56,1,-1,10,2,40,8
1,40,2,23,1,-1,11,3,46,13
1,43,1,39,1,-1,12,3,48,15
1,42,1,57,1,-1,9,3,38,12
2,42,1,55,1,-1,9,1,38,1
2,40,1,27,1,-1,6,5,23,17
1,43,4,50,1,-1,8,1,32,1
2,43,2,51,1,-1,10,5,41,17
2,43,4,39,1,-1,10,3,42,11
1,43,4,36,1,-1,5,2,21,9
2,40,4,44,1,-1,13,2,51,3
2,33,5,53,1,-1,10,3,42,11
1,37,5,53,1,-1,3,7,4,19
2,40,5,32,1,-1,5,3,22,11
2,36,2,62,1,-1,12,3,48,15
1,39,4,63,1,-1,11,3,46,13
2,43,4,24,1,-1,4,5,10,17
1,44,1,53,1,-1,9,2,36,9
1,38,4,44,1,-1,6,5,23,17
1,43,4,56,1,-1,11,10,46,22
2,39,4,18,1,-1,10,2,40,8
1,43,4,49,1,-1,12,4,48,16
2,35,4,54,1,-1,12,3,48,15
1,35,4,51,1,-1,11,3,46,13
2,38,1,54,1,-1,9,3,38,14
