peeduca,ptdtrace,prtage,pemlr,prunedur,prmjind1,prmjocc1,prdtind1,prdtocc1
43,1,35,1,-1,6,5,23,17
40,1,32,1,-1,9,5,39,17
45,1,56,1,-1,5,2,21,7
43,1,54,1,-1,5,1,22,1
41,1,52,1,-1,10,3,41,11
46,1,45,1,-1,10,2,42,10
36,1,16,7,-1,9,10,38,22
40,1,37,1,-1,12,9,47,21
40,1,31,3,1,9,3,38,14
42,1,65,2,-1,10,2,42,9
43,1,39,1,-1,9,1,36,2
43,1,36,1,-1,9,2,36,9
43,1,73,1,-1,8,1,33,1
43,1,34,1,-1,9,1,36,2
43,1,70,1,-1,10,3,40,14
43,1,40,4,56,9,5,38,17
42,1,52,1,-1,3,7,4,19
45,1,40,1,-1,10,2,40,5
43,1,38,1,-1,10,3,41,11
39,1,57,1,-1,5,4,22,16
36,1,58,1,-1,3,7,4,19
43,1,36,4,12,7,2,26,9
44,1,40,1,-1,10,2,40,8
40,1,55,1,-1,5,5,21,17
40,1,26,1,-1,5,4,22,16
41,1,29,1,-1,3,7,4,19
43,1,24,1,-1,10,2,42,6
40,1,39,1,-1,9,5,36,17
40,1,35,1,-1,9,2,36,3
40,1,31,1,-1,5,4,22,16
44,1,47,1,-1,10,2,40,8
40,1,48,1,-1,13,2,51,4
44,1,56,1,-1,10,2,41,10
44,1,58,1,-1,4,1,10,1
40,1,22,1,-1,10,1,40,1
43,1,35,1,-1,9,1,38,1
40,1,66,1,-1,10,10,40,22
40,1,62,1,-1,10,5,42,17
42,1,32,1,-1,12,8,47,20
41,1,29,1,-1,4,3,14,14
39,1,26,1,-1,11,4,46,16
41,1,25,1,-1,4,10,14,22
41,1,31,1,-1,13,8,51,20
42,1,35,1,-1,10,2,40,8
43,1,34,1,-1,5,4,22,16
46,1,63,1,-1,10,2,42,10
43,1,67,1,-1,3,1,4,1
43,1,57,1,-1,13,5,51,17
44,1,25,1,-1,11,2,44,9
43,1,29,1,-1,4,2,10,4
43,1,33,1,-1,13,1,51,2
42,1,33,1,-1,8,1,32,2
43,1,34,1,-1,10,2,40,8
44,1,71,1,-1,10,2,42,10
40,3,54,1,-1,4,7,18,19
40,2,50,1,-1,5,1,21,1
40,2,46,1,-1,12,1,49,1
37,2,18,1,-1,5,5,22,17
43,1,43,1,-1,5,10,22,22
43,1,57,1,-1,9,2,36,4
43,1,56,1,-1,9,2,38,10
44,1,34,1,-1,9,1,36,1
46,1,34,1,-1,10,2,42,10
40,1,23,1,-1,5,4,22,16
39,1,31,1,-1,5,4,22,16
42,1,38,1,-1,10,2,41,10
40,1,45,1,-1,10,2,40,8
39,4,66,5,-1,5,3,22,13
41,8,35,2,-1,5,4,21,16
39,4,36,2,-1,5,4,22,16
44,4,27,1,-1,8,2,34,3
44,4,26,1,-1,5,2,22,4
43,1,51,1,-1,8,1,33,2
43,4,38,1,-1,11,2,44,9
42,4,56,1,-1,10,9,42,21
42,4,70,1,-1,11,3,46,13
43,1,25,1,-1,7,4,30,16
43,1,25,1,-1,7,1,30,2
43,1,42,1,-1,13,2,51,4
39,1,32,1,-1,3,7,4,19
44,1,51,1,-1,10,2,43,10
43,1,52,1,-1,11,1,44,1
41,1,60,1,-1,5,4,21,16
43,1,68,1,-1,6,1,23,1
42,1,54,2,-1,11,2,44,9
39,1,53,2,-1,11,2,44,9
41,1,46,1,-1,5,4,22,16
43,1,52,1,-1,11,3,46,13
40,1,29,1,-1,5,4,22,16
44,1,46,4,12,5,4,22,16
38,1,19,1,-1,11,3,46,13
43,1,57,1,-1,8,4,34,16
43,1,53,1,-1,8,4,34,16
43,1,50,1,-1,4,2,10,4
44,1,56,1,-1,4,2,10,4
40,1,20,1,-1,10,3,40,15
37,1,18,1,-1,11,2,44,9
40,1,63,1,-1,8,1,32,2
38,3,71,1,-1,11,5,44,17
33,3,62,1,-1,4,10,14,22
40,1,60,1,-1,1,6,2,18
41,1,63,1,-1,11,1,46,1
43,1,45,1,-1,13,3,51,12
43,1,43,1,-1,4,1,19,2
43,1,43,1,-1,13,10,51,22
37,1,18,1,-1,5,10,22,22
43,1,39,1,-1,9,1,36,1
43,4,48,1,-1,5,10,22,22
45,1,63,1,-1,4,10,5,22
39,1,68,1,-1,4,7,10,19
43,1,56,1,-1,3,1,4,1
43,1,32,1,-1,5,4,21,16
43,1,30,1,-1,10,2,42,6
40,1,40,1,-1,10,2,41,3
40,1,41,1,-1,4,10,19,22
44,1,65,1,-1,10,1,41,1
43,1,48,1,-1,4,2,10,4
39,1,23,1,-1,4,9,10,21
40,1,50,1,-1,8,1,34,1
39,1,28,1,-1,11,3,46,13
43,4,36,1,-1,5,1,22,1
43,4,32,1,-1,10,2,41,10
43,1,55,3,1,10,3,42,11
44,1,54,1,-1,10,2,40,8
40,1,21,1,-1,10,3,43,15
39,1,46,3,2,7,8,29,20
39,1,40,1,-1,4,9,6,21
39,1,38,1,-1,4,9,6,21
43,1,48,1,-1,4,2,10,4
42,1,42,1,-1,11,3,44,15
40,1,40,7,-1,8,5,32,17
39,1,35,1,-1,3,1,4,1
44,1,39,1,-1,10,2,40,8
43,1,37,1,-1,5,4,21,16
43,1,66,1,-1,10,2,40,3
40,1,25,1,-1,5,4,22,16
39,1,26,1,-1,13,3,51,12
39,1,65,7,-1,1,9,1,21
39,1,59,1,-1,3,7,4,19
39,1,18,1,-1,10,3,41,11
39,1,51,1,-1,4,10,6,22
43,1,52,1,-1,9,1,36,1
45,1,51,1,-1,12,1,49,1
40,1,54,1,-1,3,7,4,19
40,1,54,1,-1,13,3,51,11
40,1,42,1,-1,13,5,51,17
40,1,45,1,-1,12,3,49,12
44,1,24,1,-1,12,2,49,5
43,1,27,1,-1,4,9,15,21
44,1,67,1,-1,10,2,42,10
41,1,42,1,-1,13,3,51,12
39,1,59,1,-1,13,1,51,1
42,1,55,1,-1,10,2,42,10
43,1,48,1,-1,4,9,13,21
42,1,43,1,-1,3,5,4,17
42,1,44,1,-1,8,5,33,17
41,1,73,1,-1,9,9,38,21
38,1,65,1,-1,12,9,47,21
39,1,64,1,-1,5,4,22,16
41,1,74,1,-1,11,3,46,13
41,1,66,1,-1,10,3,40,13
40,1,49,1,-1,3,7,4,19
43,1,56,1,-1,9,2,36,3
43,1,57,1,-1,11,1,44,1
43,1,40,1,-1,9,1,36,1
43,1,40,1,-1,9,2,36,3
41,1,61,1,-1,9,2,36,4
44,1,46,1,-1,9,1,36,2
43,1,43,1,-1,5,3,22,13
35,1,15,1,-1,12,5,48,17
39,1,37,1,-1,5,4,22,16
39,1,55,2,-1,10,3,42,11
39,1,25,1,-1,6,10,23,22
39,1,78,1,-1,1,1,1,1
34,1,41,1,-1,1,1,1,1
34,1,40,1,-1,12,3,50,11
34,1,18,1,-1,3,7,4,19
34,1,16,1,-1,1,6,1,18
40,1,36,1,-1,5,4,22,16
39,1,43,2,-1,3,8,4,20
40,1,51,1,-1,4,2,13,3
44,1,47,1,-1,4,1,19,2
40,1,57,1,-1,5,5,22,17
40,1,51,1,-1,6,5,23,17
44,1,53,1,-1,10,2,40,8
43,1,64,1,-1,4,2,18,4
39,1,57,1,-1,13,5,51,17
43,1,65,1,-1,4,9,11,21
43,1,32,1,-1,4,2,7,4
43,3,33,1,-1,4,1,7,2
39,1,62,1,-1,4,9,12,21
37,1,62,2,-1,4,9,12,21
39,1,42,1,-1,9,5,38,17
39,1,41,1,-1,3,7,4,19
40,1,51,1,-1,4,9,10,21
41,1,44,1,-1,12,3,48,15
42,1,42,1,-1,9,2,38,10
39,1,60,1,-1,11,3,46,13
39,1,56,1,-1,10,5,42,17
39,1,37,1,-1,8,5,33,17
39,1,67,1,-1,6,10,23,22
43,1,28,1,-1,8,1,32,2
44,1,28,1,-1,9,1,36,1
44,1,59,1,-1,4,5,10,17
42,2,53,1,-1,12,3,48,15
40,2,43,1,-1,10,3,42,11
40,1,21,1,-1,6,10,23,22
40,2,45,1,-1,10,3,43,15
39,2,21,1,-1,8,4,32,16
39,2,33,4,5,6,10,23,22
43,1,30,1,-1,5,5,22,17
44,1,28,1,-1,5,10,22,22
39,1,61,1,-1,5,10,22,22
43,1,27,1,-1,4,1,7,2
40,2,47,1,-1,8,4,34,16
39,1,18,1,-1,10,3,41,14
31,1,49,1,-1,4,9,13,21
31,1,50,1,-1,3,8,4,20
42,1,62,1,-1,9,1,36,1
43,1,41,1,-1,8,1,32,2
39,1,45,1,-1,4,9,6,21
39,1,42,1,-1,3,7,4,19
42,1,38,1,-1,5,4,21,16
39,1,47,1,-1,4,9,17,21
43,1,78,1,-1,11,1,44,1
42,1,76,1,-1,11,1,44,2
44,1,76,1,-1,10,2,40,8
42,1,42,1,-1,10,2,42,10
42,1,43,1,-1,10,2,40,8
40,1,22,2,-1,11,3,46,13
40,1,21,1,-1,10,3,42,13
41,1,41,1,-1,10,3,43,15
39,1,43,1,-1,12,4,47,16
44,1,55,1,-1,10,2,40,8
44,1,41,1,-1,10,2,40,8
40,1,49,1,-1,9,1,36,1
40,1,24,1,-1,4,9,6,21
42,1,30,1,-1,6,10,23,22
38,1,68,1,-1,4,5,13,17
39,1,63,1,-1,4,10,6,22
39,1,34,1,-1,5,10,22,22
40,1,64,1,-1,10,5,40,17
40,1,70,1,-1,10,3,40,14
44,1,60,1,-1,10,1,40,1
43,1,67,1,-1,10,2,41,10
43,1,43,1,-1,13,3,51,12
43,1,41,1,-1,8,1,33,1
43,1,36,1,-1,9,1,36,1
44,1,36,1,-1,10,2,41,10
45,4,55,1,-1,10,2,40,10
43,4,54,1,-1,10,2,42,10
44,1,61,1,-1,10,2,42,3
43,8,25,4,22,9,2,36,3
43,1,41,1,-1,4,2,10,4
43,1,41,1,-1,10,5,40,17
39,1,40,1,-1,10,1,42,2
39,2,30,1,-1,5,4,22,16
43,2,28,1,-1,8,1,32,1
43,1,38,1,-1,5,1,22,1
43,1,36,4,16,5,4,22,16
39,1,35,1,-1,6,1,23,1
43,1,52,1,-1,10,2,41,10
41,1,54,1,-1,4,1,6,1
40,1,21,1,-1,11,3,46,13
40,1,62,1,-1,5,4,22,16
40,4,34,1,-1,5,4,22,16
41,1,39,1,-1,4,9,6,21
41,1,38,1,-1,10,2,41,10
39,1,42,1,-1,4,9,17,21
40,1,33,1,-1,4,10,6,22
43,1,25,1,-1,9,3,38,14
39,1,27,1,-1,3,7,4,19
42,1,22,1,-1,10,2,41,10
43,1,34,1,-1,10,2,40,8
44,1,25,1,-1,10,2,40,7
40,1,20,2,-1,5,2,22,10
40,1,19,1,-1,10,3,42,11
40,1,23,1,-1,11,3,44,12
40,1,23,1,-1,10,2,40,8
46,1,58,1,-1,10,2,42,10
40,1,59,1,-1,11,2,44,9
45,1,48,1,-1,10,2,42,10
43,1,46,2,-1,5,4,22,16
40,1,20,4,2,10,2,40,8
39,1,18,2,-1,11,3,44,15
40,6,32,1,-1,13,3,51,12
43,6,31,1,-1,10,2,40,8
39,1,64,1,-1,13,3,51,12
39,1,62,1,-1,10,2,40,8
39,1,40,1,-1,5,10,22,22
39,1,36,1,-1,6,10,23,22
42,1,32,1,-1,13,6,51,18
44,1,61,1,-1,10,2,40,8
45,1,64,1,-1,10,2,42,5
39,1,42,1,-1,10,1,40,1
40,1,45,1,-1,10,1,42,1
39,1,35,6,-1,1,6,1,18
39,1,34,1,-1,11,1,46,1
40,1,60,1,-1,8,1,32,1
43,1,62,1,-1,8,1,32,1
39,1,50,1,-1,4,9,12,21
39,1,34,1,-1,4,9,12,21
39,1,54,1,-1,3,1,4,1
44,1,55,1,-1,10,1,40,1
43,1,25,1,-1,10,2,40,8
42,1,40,1,-1,10,3,41,11
36,1,16,1,-1,11,3,46,13
39,1,40,1,-1,3,8,4,20
40,1,48,1,-1,10,5,42,17
43,1,73,1,-1,9,2,36,7
40,1,57,1,-1,3,1,4,1
36,1,16,1,-1,7,4,26,16
39,1,29,1,-1,12,3,48,12
43,1,48,1,-1,6,1,24,2
43,1,55,1,-1,10,2,40,8
42,1,61,1,-1,2,8,3,20
43,1,60,1,-1,10,2,40,8
44,1,57,1,-1,10,1,40,1
36,1,17,1,-1,11,3,46,13
38,1,43,1,-1,13,3,51,12
38,1,43,1,-1,10,3,40,14
39,1,29,1,-1,3,7,4,19
41,1,69,1,-1,4,7,6,19
42,1,64,1,-1,10,2,40,3
39,1,63,1,-1,10,3,43,15
39,1,63,1,-1,6,10,23,22
39,1,39,1,-1,5,4,22,16
39,1,30,1,-1,10,2,41,10
42,1,75,1,-1,10,2,41,10
40,4,74,4,3,9,3,38,14
41,1,25,1,-1,3,7,4,19
38,1,22,7,-1,10,10,40,22
39,1,38,4,12,2,4,3,16
39,2,22,7,-1,10,2,43,8
43,1,30,1,-1,12,2,49,6
46,1,30,2,-1,5,2,22,10
41,1,40,1,-1,10,5,42,17
39,1,31,1,-1,13,8,51,20
41,1,37,1,-1,10,3,42,11
41,1,51,1,-1,6,1,23,1
35,1,16,1,-1,5,4,22,16
42,2,43,4,8,6,5,23,17
44,1,50,1,-1,6,1,24,1
39,3,42,1,-1,1,6,2,18
43,1,63,1,-1,8,1,34,1
43,1,52,1,-1,11,2,44,9
42,1,64,1,-1,10,3,42,15
39,1,64,1,-1,12,10,49,22
40,1,51,1,-1,3,1,4,1
43,1,28,4,3,10,2,40,8
39,1,64,1,-1,5,3,22,13
41,1,43,1,-1,6,7,24,19
39,1,42,1,-1,3,1,4,1
39,1,40,1,-1,11,3,44,15
36,1,17,1,-1,11,3,44,12
39,1,59,4,8,5,8,21,20
37,1,55,1,-1,4,10,17,22
39,1,41,1,-1,8,5,33,17
39,1,39,1,-1,8,5,33,17
39,1,42,1,-1,5,10,21,22
37,1,40,1,-1,5,7,21,19
44,1,31,1,-1,9,1,36,2
39,1,50,1,-1,12,2,49,6
39,1,61,1,-1,6,10,23,22
39,1,55,1,-1,9,5,38,17
39,1,50,1,-1,3,10,4,22
39,1,23,1,-1,6,10,23,22
40,1,20,1,-1,5,4,22,16
39,1,49,1,-1,3,7,4,19
39,1,37,1,-1,10,3,42,11
39,2,36,1,-1,4,1,14,1
36,1,36,1,-1,5,4,22,16
40,2,43,1,-1,6,9,24,21
43,1,40,1,-1,10,2,41,10
39,1,51,1,-1,12,8,47,20
43,1,27,1,-1,10,2,40,8
43,1,42,1,-1,10,2,40,8
39,1,28,1,-1,10,3,40,14
40,1,29,1,-1,5,10,22,22
39,1,32,1,-1,3,7,4,19
44,4,61,1,-1,13,1,51,1
43,4,31,1,-1,10,2,40,8
43,1,24,1,-1,9,2,36,3
44,2,62,1,-1,10,2,42,10
41,1,56,1,-1,9,5,36,17
43,5,53,4,18,9,2,36,3
42,5,20,1,-1,11,3,46,13
36,15,48,1,-1,3,7,4,19
44,21,48,1,-1,10,1,40,1
39,21,17,1,-1,11,3,46,13
40,9,39,1,-1,13,3,51,12
39,9,20,1,-1,5,10,22,22
36,9,17,1,-1,8,5,32,17
39,9,20,1,-1,10,3,42,11
39,4,54,1,-1,10,2,42,10
44,4,34,1,-1,10,2,42,10
32,4,60,1,-1,5,3,22,13
41,21,29,1,-1,10,3,42,11
45,1,70,1,-1,8,1,32,2
45,4,67,1,-1,10,2,41,10
46,1,80,2,-1,10,2,42,6
44,1,68,1,-1,13,2,51,8
44,1,57,1,-1,13,2,51,8
40,1,21,1,-1,10,2,40,8
40,4,36,1,-1,5,4,22,16
33,4,85,1,-1,3,7,4,19
33,4,85,1,-1,9,3,38,14
43,8,31,1,-1,9,10,38,22
43,4,30,1,-1,3,1,4,1
41,8,55,2,-1,10,3,42,11
34,8,53,1,-1,6,10,23,22
44,1,43,1,-1,9,2,36,3
43,4,48,1,-1,10,2,40,8
43,4,38,1,-1,13,1,51,2
45,8,54,1,-1,9,2,36,7
43,1,54,1,-1,10,2,42,10
39,1,52,1,-1,3,7,4,19
40,1,58,1,-1,9,1,36,1
43,1,46,1,-1,4,1,8,2
43,1,21,1,-1,13,5,51,17
40,1,19,1,-1,5,10,22,22
39,1,20,1,-1,3,1,4,1
40,1,62,1,-1,3,7,4,19
43,1,64,1,-1,10,1,43,2
40,1,64,1,-1,9,2,36,4
39,1,34,1,-1,5,10,22,22
44,1,75,1,-1,10,2,43,6
44,1,42,1,-1,10,2,40,3
44,1,38,1,-1,10,2,40,8
43,1,37,1,-1,12,2,49,6
44,1,46,1,-1,10,2,40,8
44,3,42,1,-1,11,2,44,9
42,1,29,1,-1,6,10,23,22
43,1,44,1,-1,8,4,34,16
39,1,18,1,-1,1,6,1,18
39,1,18,1,-1,4,9,14,21
38,1,43,1,-1,5,10,21,22
42,1,41,1,-1,10,3,42,11
37,1,17,1,-1,5,5,22,17
40,1,51,1,-1,6,5,23,17
44,1,36,1,-1,8,2,33,3
43,1,33,1,-1,8,2,33,3
39,1,51,1,-1,4,1,14,1
39,1,50,1,-1,13,5,51,17
44,1,65,1,-1,10,2,40,8
44,1,64,1,-1,10,2,40,8
40,1,49,1,-1,10,2,40,8
40,1,49,1,-1,5,8,22,20
40,1,72,1,-1,10,1,40,1
43,1,51,1,-1,13,5,51,17
42,1,23,1,-1,4,2,7,4
43,1,24,1,-1,10,2,42,10
39,1,63,1,-1,3,7,4,19
44,1,56,1,-1,10,2,42,10
39,1,40,1,-1,5,4,22,16
39,1,61,1,-1,5,4,22,16
40,1,22,2,-1,4,10,15,22
42,1,65,1,-1,10,2,40,8
40,1,65,1,-1,1,1,1,1
39,1,49,1,-1,13,5,51,17
39,1,49,1,-1,13,5,51,17
39,1,27,4,22,3,9,4,21
39,1,25,4,22,3,9,4,21
39,1,20,1,-1,9,8,38,20
39,1,19,1,-1,11,3,46,13
43,7,40,2,-1,9,1,36,1
43,2,38,1,-1,6,1,23,2
37,1,36,1,-1,11,3,46,13
39,1,55,1,-1,11,1,46,1
40,1,67,1,-1,11,1,44,1
46,1,56,1,-1,10,2,40,8
43,1,58,1,-1,8,4,33,16
43,1,46,1,-1,10,2,40,8
44,1,32,1,-1,10,2,40,6
43,1,25,1,-1,5,10,22,22
43,4,47,1,-1,9,5,36,17
44,4,54,1,-1,4,2,10,4
40,1,32,1,-1,4,9,12,21
44,1,31,1,-1,10,2,43,5
39,1,21,1,-1,3,7,4,19
41,1,71,2,-1,6,10,23,22
39,1,74,1,-1,9,3,38,14
43,4,36,1,-1,4,5,17,17
40,1,51,2,-1,6,10,23,22
40,1,49,1,-1,10,5,40,17
40,1,33,1,-1,9,3,38,14
43,1,34,1,-1,6,4,23,16
44,1,35,1,-1,9,5,36,17
43,1,45,1,-1,10,3,42,11
44,1,48,1,-1,10,1,40,1
40,1,39,1,-1,11,3,46,13
42,1,50,1,-1,11,5,44,17
36,1,16,1,-1,11,3,46,13
43,1,34,1,-1,11,3,46,13
40,1,46,1,-1,10,3,43,11
40,1,48,1,-1,5,4,21,16
40,1,48,1,-1,1,6,1,18
34,7,59,1,-1,1,6,1,18
41,1,29,4,52,2,9,3,21
43,1,61,1,-1,5,4,21,16
39,1,51,1,-1,13,2,51,6
42,1,33,1,-1,9,2,36,4
43,1,33,1,-1,8,4,33,16
43,1,42,1,-1,11,3,46,13
43,1,41,1,-1,11,3,46,13
43,1,41,1,-1,13,5,51,17
43,1,36,1,-1,9,2,36,9
33,1,36,1,-1,3,7,4,19
44,1,67,1,-1,9,2,38,9
40,1,20,1,-1,9,6,38,18
40,1,27,1,-1,3,1,4,1
43,1,27,1,-1,4,4,13,16
43,1,35,1,-1,9,2,36,4
43,1,35,1,-1,9,2,36,9
43,1,55,1,-1,10,1,40,1
40,1,53,1,-1,9,1,36,1
39,1,22,1,-1,5,4,22,16
43,1,28,1,-1,12,3,50,14
39,1,37,1,-1,3,10,4,22
44,1,40,1,-1,9,2,36,9
46,1,33,1,-1,9,2,36,10
40,1,62,1,-1,3,1,4,1
41,1,71,1,-1,10,2,42,10
39,1,61,1,-1,2,10,3,22
44,1,35,1,-1,10,2,40,8
39,1,44,1,-1,2,7,3,19
44,1,43,1,-1,13,1,51,2
43,1,33,3,1,10,2,41,10
43,1,34,1,-1,9,3,38,14
43,1,32,1,-1,10,2,41,10
43,1,50,1,-1,13,1,51,1
39,1,52,1,-1,3,1,4,1
39,1,64,1,-1,8,5,33,17
43,1,57,1,-1,3,10,4,22
43,1,56,1,-1,5,4,22,16
40,1,54,1,-1,6,5,23,17
44,1,44,1,-1,8,4,33,16
42,1,43,1,-1,2,7,3,19
43,1,58,1,-1,8,1,32,2
40,1,58,1,-1,10,1,40,2
40,1,52,1,-1,3,1,4,1
41,1,47,1,-1,10,3,42,11
45,1,43,1,-1,9,2,36,7
43,1,40,1,-1,1,1,1,1
39,1,27,1,-1,5,10,22,22
42,1,63,1,-1,5,4,22,16
43,1,58,1,-1,4,2,19,4
41,1,60,1,-1,10,2,41,10
39,7,60,2,-1,13,5,51,17
44,3,48,1,-1,10,2,42,6
44,1,79,2,-1,10,3,42,12
43,1,47,1,-1,3,7,4,19
43,1,48,1,-1,9,1,36,1
39,1,19,7,-1,10,3,43,11
34,3,65,1,-1,5,4,22,16
43,1,66,1,-1,5,4,22,16
39,1,32,4,2,13,9,51,21
41,1,44,1,-1,6,2,24,9
43,1,40,1,-1,8,2,33,10
43,1,36,1,-1,10,2,40,8
41,1,41,1,-1,10,2,41,10
37,1,18,2,-1,12,8,47,20
35,2,16,7,-1,1,6,1,18
39,1,67,1,-1,6,10,23,22
44,1,35,1,-1,6,1,24,1
42,1,34,1,-1,8,4,33,16
43,1,35,1,-1,10,2,42,3
39,1,70,1,-1,1,1,1,1
42,1,31,1,-1,10,2,42,10
41,2,33,1,-1,10,2,42,6
34,1,23,1,-1,9,3,38,14
43,4,56,1,-1,6,2,23,3
39,4,47,1,-1,8,5,32,17
42,5,46,1,-1,11,3,46,13
43,1,24,1,-1,11,3,46,13
42,1,23,1,-1,10,2,42,6
45,1,53,1,-1,10,2,40,8
39,1,31,1,-1,6,2,23,3
39,1,31,1,-1,6,5,23,17
36,1,63,1,-1,3,1,4,1
43,1,42,1,-1,4,2,6,4
37,1,17,2,-1,11,3,46,13
39,1,46,1,-1,11,2,44,9
44,1,26,1,-1,10,3,42,11
44,1,27,1,-1,6,5,23,17
33,1,62,1,-1,4,2,10,4
41,1,58,1,-1,10,5,40,17
43,1,59,1,-1,10,1,40,1
39,1,37,1,-1,11,3,45,14
39,1,35,1,-1,11,3,45,14
39,1,43,1,-1,11,3,45,14
39,1,61,1,-1,6,1,23,1
39,1,34,1,-1,11,3,44,14
39,1,34,1,-1,6,3,23,14
39,1,38,1,-1,6,3,23,14
40,1,37,1,-1,9,1,36,2
39,1,34,1,-1,9,1,38,1
40,1,61,1,-1,8,5,33,17
40,1,66,2,-1,3,7,4,19
40,3,48,1,-1,3,7,4,19
43,4,55,1,-1,10,2,41,10
39,1,31,1,-1,5,8,21,20
43,1,33,1,-1,9,1,36,2
36,1,52,7,-1,6,10,23,22
37,1,35,1,-1,3,7,4,19
39,1,66,1,-1,9,10,39,22
39,1,62,1,-1,10,5,41,17
40,1,67,1,-1,13,2,51,7
43,1,24,1,-1,9,2,36,3
43,1,41,1,-1,10,2,41,10
44,1,32,1,-1,9,1,36,2
42,1,29,1,-1,4,1,13,1
41,1,30,1,-1,10,3,42,11
44,1,37,1,-1,9,2,36,3
43,1,30,1,-1,9,1,36,2
40,1,43,1,-1,11,3,46,13
39,1,72,1,-1,12,9,48,21
43,1,41,1,-1,9,2,36,3
39,1,37,1,-1,10,3,42,11
39,1,24,1,-1,5,5,22,17
46,2,42,1,-1,10,2,42,10
46,2,42,1,-1,12,2,49,6
40,1,35,1,-1,7,2,29,3
46,1,48,1,-1,9,1,36,1
39,4,56,1,-1,3,1,4,1
39,1,32,1,-1,3,7,4,19
39,1,28,4,1,5,10,22,22
39,1,28,4,1,11,10,44,22
43,1,70,1,-1,9,1,36,2
43,1,60,1,-1,7,2,25,4
43,1,24,1,-1,5,2,22,3
46,1,66,1,-1,13,3,51,12
43,1,67,1,-1,10,2,41,9
39,1,23,1,-1,4,10,7,22
43,1,53,1,-1,10,2,41,10
43,1,37,1,-1,10,2,42,6
43,1,40,1,-1,8,1,32,2
39,1,63,1,-1,5,4,22,16
43,1,62,1,-1,9,1,36,1
39,1,61,1,-1,8,10,35,22
43,1,40,1,-1,7,2,27,9
41,1,61,1,-1,10,3,42,11
43,1,27,1,-1,6,10,23,22
42,1,68,1,-1,10,3,40,13
39,1,44,1,-1,5,4,21,16
43,1,75,1,-1,7,2,27,9
39,1,46,1,-1,10,3,43,11
39,1,21,1,-1,11,5,45,17
41,1,64,1,-1,5,4,22,16
41,1,59,1,-1,10,2,40,8
43,1,61,1,-1,2,4,3,16
40,1,32,1,-1,5,8,21,20
44,7,73,1,-1,13,2,51,8
39,3,45,1,-1,4,1,7,1
39,1,43,1,-1,10,10,41,22
39,7,25,1,-1,5,4,22,16
43,1,26,1,-1,10,2,40,6
39,1,23,1,-1,4,9,14,21
39,1,43,1,-1,4,9,14,21
43,1,48,1,-1,8,1,34,1
39,1,45,1,-1,3,7,4,19
39,1,25,1,-1,10,10,40,22
43,1,49,1,-1,6,1,24,1
43,1,51,1,-1,10,2,40,8
39,1,18,1,-1,11,3,46,13
43,1,57,1,-1,13,5,51,17
39,1,43,1,-1,5,4,22,16
44,1,35,1,-1,13,2,51,3
46,1,32,1,-1,10,2,40,8
39,1,49,1,-1,3,1,4,1
42,1,34,1,-1,9,1,38,2
46,3,63,2,-1,10,2,40,8
43,2,34,1,-1,5,10,22,22
39,1,72,1,-1,10,3,42,13
39,1,43,1,-1,5,10,22,22
43,1,38,1,-1,9,1,36,1
44,1,42,1,-1,9,1,36,1
40,1,18,1,-1,12,2,49,9
37,1,17,1,-1,10,5,42,17
39,1,20,1,-1,5,3,21,13
46,1,61,1,-1,10,2,42,10
43,1,62,2,-1,13,5,51,17
44,1,62,2,-1,9,1,36,2
43,1,30,1,-1,3,2,4,4
44,1,73,1,-1,12,2,49,6
46,1,43,1,-1,10,2,41,10
46,1,43,1,-1,9,2,36,4
40,1,53,1,-1,10,3,42,11
39,1,61,1,-1,3,7,4,19
43,1,41,1,-1,1,9,1,21
44,1,43,1,-1,10,2,40,8
43,7,44,1,-1,8,1,34,1
46,1,43,1,-1,10,2,42,5
43,1,27,1,-1,9,3,38,14
45,1,69,2,-1,9,2,36,7
40,1,48,1,-1,5,4,22,16
42,1,65,1,-1,1,6,2,18
39,1,62,2,-1,5,4,22,16
43,1,23,1,-1,10,2,41,10
39,1,65,1,-1,3,1,4,1
40,1,59,1,-1,4,1,16,1
43,1,55,1,-1,8,1,32,1
43,1,55,1,-1,8,1,32,1
44,1,35,1,-1,10,2,40,5
43,1,33,1,-1,6,1,24,2
43,1,61,1,-1,9,2,36,4
43,1,33,1,-1,10,5,40,17
43,1,35,1,-1,6,1,24,1
43,8,28,1,-1,9,1,36,2
43,1,54,1,-1,10,1,41,1
43,1,65,1,-1,9,2,36,3
42,1,49,1,-1,3,7,4,19
43,1,47,1,-1,4,2,8,4
43,1,71,1,-1,5,4,22,16
43,1,72,1,-1,5,4,22,16
39,1,64,1,-1,5,1,21,2
39,1,60,1,-1,12,8,47,20
39,1,58,1,-1,5,4,22,16
40,1,63,1,-1,5,4,22,16
44,1,68,1,-1,12,2,49,5
46,1,68,1,-1,10,2,40,8
40,1,36,1,-1,9,1,38,1
43,1,36,1,-1,5,2,22,10
46,1,29,1,-1,10,2,42,10
44,1,27,1,-1,10,2,40,9
43,1,53,1,-1,4,9,19,21
40,1,42,1,-1,1,1,1,1
46,1,37,1,-1,10,2,40,8
41,1,60,1,-1,5,2,22,10
39,1,64,1,-1,1,1,1,1
43,1,47,1,-1,5,4,22,16
39,1,49,2,-1,10,3,43,11
39,1,21,1,-1,12,3,48,15
37,1,18,1,-1,5,4,22,16
43,1,53,1,-1,4,1,8,1
