pesex,peeduca,ptdtrace,prtage,pemlr,prunedur,prmjind1,prmjocc1,prdtind1,prdtocc1
2,33,1,59,1,-1,11,3,46,13
2,41,4,61,1,-1,11,3,45,14
2,41,4,59,1,-1,6,3,23,14
2,41,4,27,1,-1,8,4,32,16
2,44,1,76,1,-1,10,2,42,10
1,43,1,53,1,-1,7,2,27,3
2,43,1,38,1,-1,8,1,32,2
1,44,1,35,1,-1,8,1,32,1
2,43,1,79,1,-1,12,3,48,15
1,43,4,29,1,-1,9,1,36,1
2,44,4,25,1,-1,8,4,32,16
2,43,1,41,1,-1,11,1,46,1
1,43,8,27,1,-1,9,2,36,9
2,43,1,26,1,-1,5,2,22,9
2,39,4,29,1,-1,8,4,32,16
1,43,1,67,1,-1,13,3,51,12
2,43,1,42,1,-1,13,2,51,10
1,43,1,27,1,-1,12,3,50,15
1,43,4,44,1,-1,13,2,51,3
2,43,4,36,1,-1,13,2,51,4
1,39,4,43,1,-1,6,5,23,17
2,40,2,30,1,-1,10,3,42,11
1,43,2,38,1,-1,8,4,33,16
2,44,6,46,1,-1,10,1,40,1
2,43,1,55,1,-1,10,2,40,8
1,43,8,57,1,-1,8,1,32,2
1,39,1,26,1,-1,1,1,1,1
2,43,1,28,1,-1,8,1,32,2
1,40,6,37,3,3,3,7,4,19
2,42,1,49,1,-1,10,3,42,11
1,37,1,56,1,-1,12,8,47,20
1,40,1,42,1,-1,9,1,36,1
1,40,1,41,1,-1,7,1,25,2
2,44,1,49,1,-1,9,1,36,1
1,44,1,50,1,-1,8,2,32,3
2,43,1,49,1,-1,11,1,44,1
1,42,4,56,1,-1,8,4,34,16
2,42,4,55,1,-1,10,3,43,11
2,42,4,67,1,-1,12,5,49,17
1,42,1,62,1,-1,6,10,23,22
1,39,4,39,1,-1,9,3,38,12
1,43,1,54,1,-1,7,1,30,1
2,43,1,59,1,-1,9,2,36,4
1,43,1,41,1,-1,9,4,36,16
2,43,1,37,1,-1,9,2,36,3
1,45,1,53,1,-1,5,1,21,1
1,40,1,47,1,-1,13,2,51,3
2,40,1,42,1,-1,10,2,40,8
1,43,4,52,1,-1,4,2,8,3
2,43,4,46,1,-1,10,1,40,2
1,44,4,40,1,-1,4,1,8,1
1,43,1,59,1,-1,8,4,34,16
2,39,1,60,1,-1,8,4,34,16
1,42,1,38,1,-1,6,10,23,22
2,41,1,36,1,-1,5,4,22,16
1,39,1,47,1,-1,3,7,4,19
2,43,1,42,1,-1,5,5,22,17
1,40,1,32,1,-1,9,10,39,22
1,46,4,55,1,-1,4,2,8,3
2,43,4,51,1,-1,7,2,30,3
1,43,1,60,1,-1,9,1,36,1
2,39,1,66,1,-1,4,1,8,1
2,44,4,36,1,-1,5,2,22,3
1,46,2,35,1,-1,4,2,8,3
1,35,4,31,1,-1,12,8,47,20
2,39,1,28,1,-1,5,10,22,22
1,39,1,41,1,-1,13,3,51,11
2,43,1,38,1,-1,5,4,22,16
2,42,1,42,1,-1,5,4,22,16
1,39,1,52,1,-1,3,7,4,19
2,39,1,52,1,-1,10,1,42,1
1,37,1,62,1,-1,3,8,4,20
1,39,1,42,1,-1,9,3,38,14
1,40,1,31,1,-1,10,2,40,8
2,43,1,36,1,-1,13,5,51,17
2,39,1,60,1,-1,1,6,1,18
1,39,1,25,1,-1,12,8,47,20
1,43,1,44,1,-1,12,8,47,20
2,41,1,47,1,-1,10,5,40,17
1,38,1,48,1,-1,4,9,5,21
2,43,1,23,1,-1,10,2,40,8
2,39,1,20,1,-1,10,2,40,8
2,40,1,65,1,-1,4,2,15,8
2,44,1,78,1,-1,10,2,40,8
1,44,1,49,1,-1,5,10,21,22
1,39,1,52,1,-1,6,10,23,22
2,39,1,45,1,-1,4,9,15,21
1,40,1,32,1,-1,4,9,14,21
2,39,1,53,1,-1,10,10,40,22
1,39,1,53,1,-1,6,10,23,22
1,43,1,44,1,-1,4,5,14,17
2,43,1,44,1,-1,13,2,51,4
2,43,1,67,1,-1,10,1,41,1
2,39,1,37,1,-1,5,10,21,22
1,39,1,45,1,-1,9,2,36,9
2,41,1,71,1,-1,9,4,36,16
1,44,1,57,1,-1,9,1,36,2
2,44,1,61,1,-1,4,1,20,1
2,43,1,30,1,-1,8,4,34,16
1,39,1,40,1,-1,8,4,34,16
2,43,1,55,1,-1,4,1,7,1
1,40,1,55,1,-1,4,1,7,1
2,37,1,16,1,-1,11,3,46,13
1,43,4,40,1,-1,5,1,22,2
2,44,4,39,1,-1,5,1,22,1
2,43,1,60,4,9,8,4,34,16
1,44,1,59,1,-1,9,1,38,2
1,39,1,37,1,-1,3,7,4,19
2,43,1,29,2,-1,9,1,36,1
2,43,2,22,1,-1,10,3,42,11
1,44,1,46,1,-1,10,2,42,10
2,43,1,42,1,-1,10,5,42,17
2,39,1,64,1,-1,13,3,51,14
1,43,1,57,1,-1,12,5,49,17
2,44,1,56,1,-1,10,2,40,8
1,43,1,60,1,-1,4,1,19,1
1,40,1,24,1,-1,10,3,42,11
1,46,1,64,1,-1,9,2,36,7
2,46,1,61,1,-1,13,2,51,7
2,42,1,62,1,-1,9,2,36,3
1,43,1,36,1,-1,9,2,38,3
2,40,1,35,1,-1,8,1,33,2
2,41,4,46,1,-1,12,3,48,15
1,40,1,31,1,-1,8,8,34,20
2,40,1,28,1,-1,8,1,33,2
2,42,2,38,1,-1,10,3,42,11
1,39,2,47,7,-1,5,4,22,16
2,43,1,65,1,-1,10,2,42,10
2,43,4,21,1,-1,10,2,41,10
2,39,4,21,1,-1,5,5,22,17
1,42,2,66,1,-1,6,5,23,17
2,39,1,39,1,-1,9,3,38,14
1,39,1,44,1,-1,3,7,4,19
2,44,6,39,2,-1,13,5,51,17
2,39,1,64,1,-1,10,3,42,11
2,39,1,30,1,-1,10,3,42,11
1,43,4,48,1,-1,9,1,36,1
2,44,4,46,1,-1,12,1,49,2
2,43,1,32,1,-1,5,4,22,16
2,40,1,31,1,-1,5,4,22,16
2,37,2,22,4,8,5,5,22,17
1,40,1,61,1,-1,12,8,47,20
1,39,1,58,1,-1,13,1,51,1
1,39,1,31,1,-1,13,3,51,12
1,45,1,69,2,-1,9,2,36,9
1,46,1,54,1,-1,1,2,1,5
2,46,1,55,1,-1,12,2,49,5
2,39,1,21,1,-1,10,2,41,3
2,43,1,69,1,-1,9,2,36,10
1,43,1,68,1,-1,10,2,42,10
1,43,1,33,1,-1,5,9,22,21
1,43,1,46,1,-1,9,1,36,2
1,44,4,23,1,-1,10,2,40,8
1,43,4,27,1,-1,10,2,40,8
2,46,1,46,1,-1,13,2,51,5
1,43,1,71,1,-1,8,1,32,2
2,42,1,56,1,-1,7,5,31,17
2,43,1,38,1,-1,9,1,36,2
1,43,1,45,1,-1,11,1,46,1
1,42,1,47,1,-1,8,1,32,1
2,43,1,54,1,-1,8,5,32,17
1,40,1,23,1,-1,8,1,32,2
2,40,1,19,1,-1,11,3,46,13
1,43,1,60,1,-1,3,1,4,1
2,40,1,49,1,-1,5,4,22,16
1,44,1,49,1,-1,9,10,38,22
2,44,1,49,1,-1,10,1,40,1
2,37,1,17,1,-1,12,3,50,15
2,44,1,44,1,-1,10,2,40,8
1,43,1,43,1,-1,9,2,36,4
1,44,1,46,1,-1,6,10,23,22
2,44,1,48,1,-1,10,2,40,8
1,42,1,25,1,-1,10,2,42,10
1,42,1,27,1,-1,12,8,47,20
2,44,1,46,1,-1,8,1,32,1
1,44,1,41,1,-1,10,2,40,6
1,41,1,28,1,-1,12,8,47,20
1,40,1,27,1,-1,12,8,47,20
1,40,1,50,1,-1,12,8,47,20
2,43,1,56,1,-1,13,2,51,8
1,44,1,38,1,-1,10,2,42,5
2,43,1,34,1,-1,4,2,19,3
2,41,1,54,1,-1,11,5,44,17
1,43,1,60,1,-1,5,3,22,13
1,43,1,23,1,-1,11,3,46,13
2,40,1,21,4,4,11,4,44,16
2,39,1,66,1,-1,8,5,33,17
1,44,1,52,1,-1,10,1,40,1
2,44,1,61,1,-1,10,2,40,8
1,39,1,60,1,-1,6,5,23,17
2,40,1,28,1,-1,9,2,36,10
1,39,1,62,2,-1,3,7,4,19
2,39,1,61,1,-1,8,5,32,17
2,44,1,46,1,-1,13,2,51,3
1,39,1,49,1,-1,1,1,1,1
1,43,2,41,1,-1,11,4,44,16
2,43,1,43,1,-1,9,1,36,2
1,43,1,59,1,-1,6,8,23,20
1,43,1,33,1,-1,9,2,36,3
2,42,1,27,1,-1,4,9,6,21
2,39,1,68,1,-1,9,3,38,14
2,40,1,69,1,-1,13,2,51,9
2,42,1,55,2,-1,10,3,43,11
1,39,1,55,1,-1,6,10,23,22
2,39,1,26,4,1,10,3,43,11
1,42,1,30,1,-1,2,9,3,21
1,43,1,37,1,-1,5,1,22,1
2,43,1,34,1,-1,5,5,22,17
1,43,1,33,1,-1,2,5,3,17
1,44,1,30,1,-1,4,9,10,21
2,43,1,31,1,-1,13,1,51,1
1,39,1,61,1,-1,2,1,3,1
1,39,1,75,1,-1,9,3,38,14
2,33,4,53,1,-1,11,1,46,1
2,43,1,64,4,1,6,1,24,2
1,40,1,52,2,-1,10,10,42,22
2,39,1,45,1,-1,13,1,51,1
1,40,15,60,1,-1,3,7,4,19
2,39,5,49,1,-1,8,4,32,16
1,39,5,51,1,-1,6,7,24,19
2,41,5,23,1,-1,9,2,36,10
1,40,5,21,1,-1,8,8,35,20
1,43,1,69,1,-1,10,2,42,10
2,43,4,50,1,-1,6,1,23,1
2,44,4,56,1,-1,10,2,40,8
2,44,1,39,1,-1,10,2,40,8
2,40,4,61,1,-1,5,9,22,21
1,41,4,30,4,3,5,5,22,17
1,40,4,72,1,-1,11,3,45,14
2,39,4,60,1,-1,11,3,45,14
1,43,4,32,1,-1,6,2,24,4
1,40,4,32,1,-1,7,5,29,17
1,39,4,69,1,-1,10,3,41,14
2,39,4,36,7,-1,5,5,22,17
2,38,4,52,1,-1,4,1,12,1
2,40,4,28,1,-1,11,3,46,13
1,39,1,73,1,-1,5,4,21,16
2,42,4,50,1,-1,11,1,46,1
2,43,4,47,1,-1,11,1,46,1
1,39,4,25,1,-1,11,1,46,1
1,39,9,59,1,-1,12,10,48,22
2,43,1,74,1,-1,8,4,34,16
2,40,4,70,1,-1,10,5,41,17
2,43,4,46,1,-1,6,5,23,17
2,43,21,37,1,-1,9,3,36,11
1,43,1,41,1,-1,13,5,51,17
2,45,1,42,1,-1,12,2,49,9
1,43,1,33,1,-1,6,2,24,5
1,43,1,54,1,-1,6,8,24,20
2,43,4,53,1,-1,10,2,40,8
2,43,4,53,1,-1,3,2,4,4
2,44,1,40,2,-1,11,2,44,9
1,44,1,41,1,-1,13,1,51,1
1,41,9,46,1,-1,12,8,47,20
2,39,4,34,1,-1,5,4,22,16
2,46,1,70,5,-1,10,2,40,8
2,46,1,70,1,-1,10,2,40,8
2,44,1,60,1,-1,8,4,34,16
1,39,5,65,2,-1,6,5,23,17
1,43,1,80,1,-1,8,1,32,1
1,39,4,34,1,-1,13,3,51,14
1,39,4,57,1,-1,11,3,46,13
2,43,21,45,1,-1,5,1,22,1
2,37,21,17,2,-1,5,4,22,16
2,43,7,63,1,-1,8,1,33,1
1,43,4,43,1,-1,8,1,32,2
1,43,1,41,1,-1,3,7,4,19
2,43,4,33,1,-1,8,1,32,1
1,39,4,64,1,-1,5,10,21,22
1,43,4,54,1,-1,11,3,46,14
1,44,1,73,2,-1,10,2,40,8
2,43,8,34,1,-1,10,2,40,8
2,39,4,64,1,-1,1,1,1,1
2,43,1,72,1,-1,11,2,44,9
1,43,4,43,1,-1,9,2,36,5
2,44,21,43,1,-1,13,1,51,2
1,39,4,32,1,-1,11,3,46,13
1,40,1,79,1,-1,10,3,42,11
2,42,8,28,4,44,11,5,46,17
1,42,1,33,1,-1,5,4,22,16
1,38,1,68,1,-1,3,1,4,1
1,38,1,17,1,-1,5,1,22,2
1,38,1,17,1,-1,3,7,4,19
1,40,5,69,2,-1,6,10,23,22
2,40,5,67,1,-1,3,5,4,17
2,43,1,67,1,-1,5,4,22,16
2,41,4,55,1,-1,6,10,23,22
1,38,1,59,1,-1,4,10,5,22
1,40,25,59,1,-1,9,3,38,14
2,39,25,57,1,-1,10,2,42,10
2,39,25,38,1,-1,10,1,42,2
1,39,5,37,1,-1,9,3,38,14
1,39,25,32,1,-1,9,3,38,14
1,39,25,34,1,-1,9,10,38,22
1,39,9,50,1,-1,6,7,24,19
2,39,9,50,1,-1,11,5,45,17
1,43,4,43,1,-1,11,3,45,13
2,43,1,47,1,-1,10,10,42,22
1,37,1,44,2,-1,3,1,4,1
1,39,1,72,1,-1,11,1,44,1
2,34,1,68,1,-1,9,3,38,14
1,36,1,68,1,-1,9,3,38,14
1,39,1,63,1,-1,6,10,23,22
2,41,1,64,2,-1,11,4,46,16
1,39,1,37,1,-1,12,8,47,20
1,43,1,60,1,-1,9,2,36,4
1,43,1,45,1,-1,3,1,4,1
2,42,1,36,1,-1,5,5,22,17
2,42,1,30,1,-1,9,3,38,14
1,39,1,31,1,-1,3,8,4,20
1,43,1,25,1,-1,10,2,41,10
1,44,1,24,1,-1,9,2,36,4
2,43,1,31,1,-1,12,1,49,2
2,42,1,56,1,-1,10,2,40,8
2,44,1,45,1,-1,9,1,36,2
2,43,1,50,1,-1,5,10,22,22
1,43,1,72,5,-1,10,2,40,9
2,43,1,22,1,-1,10,3,41,11
1,40,1,43,1,-1,5,4,22,16
2,40,1,20,1,-1,5,9,22,21
1,36,1,17,1,-1,5,9,22,21
2,34,1,15,1,-1,5,4,22,16
1,42,1,37,1,-1,9,1,36,1
2,39,1,37,1,-1,4,5,6,17
1,42,1,58,1,-1,6,3,24,12
2,41,1,58,1,-1,12,5,47,17
1,40,1,34,1,-1,4,9,6,21
2,43,1,33,1,-1,10,2,42,10
2,43,1,34,1,-1,10,2,40,8
1,39,1,40,1,-1,13,1,51,2
1,44,1,56,1,-1,5,2,22,3
2,44,1,65,1,-1,5,10,22,22
1,44,1,43,1,-1,9,2,36,4
2,39,1,45,1,-1,10,2,40,8
1,39,1,41,1,-1,11,10,46,22
2,43,1,46,1,-1,10,5,42,17
1,44,1,74,1,-1,9,2,36,4
2,40,1,22,1,-1,5,1,22,2
1,40,1,24,1,-1,5,7,21,19
1,36,1,28,4,8,8,3,34,14
2,35,1,28,3,8,10,2,40,8
1,39,1,30,1,-1,3,7,4,19
2,39,1,32,1,-1,10,3,42,11
2,39,1,29,4,13,5,3,22,13
2,46,1,37,1,-1,10,2,41,10
1,40,1,33,3,13,1,6,1,18
1,42,1,54,1,-1,13,1,51,1
1,39,1,21,1,-1,13,3,51,12
1,40,1,53,1,-1,4,2,13,9
1,39,1,49,1,-1,4,7,7,19
2,38,1,31,1,-1,5,1,22,1
1,39,1,32,1,-1,9,8,39,20
1,43,1,72,1,-1,1,1,1,1
1,39,1,42,1,-1,9,10,39,22
2,39,1,24,1,-1,11,1,44,1
1,39,1,25,1,-1,3,7,4,19
2,39,1,33,1,-1,11,1,45,2
1,43,1,34,1,-1,9,1,37,1
2,41,1,32,1,-1,10,3,42,11
2,39,1,64,1,-1,5,4,22,16
2,46,1,33,1,-1,10,2,42,10
1,43,1,39,1,-1,9,1,36,2
1,43,1,57,1,-1,10,2,40,8
2,39,1,30,1,-1,8,1,33,2
1,40,1,42,1,-1,3,8,4,20
1,43,1,31,1,-1,4,1,11,1
2,43,1,28,1,-1,5,2,22,9
1,39,1,68,1,-1,4,9,10,21
1,43,1,56,1,-1,9,4,38,16
1,40,1,47,1,-1,3,7,4,19
1,43,1,45,1,-1,4,1,15,1
2,44,1,43,1,-1,6,4,24,16
1,39,1,60,1,-1,10,3,40,14
1,43,1,80,1,-1,12,2,49,6
2,39,1,63,1,-1,12,5,49,17
1,44,1,33,1,-1,10,2,40,8
2,43,1,30,1,-1,10,2,40,8
2,39,1,58,1,-1,10,2,42,10
1,40,1,21,4,2,6,10,23,22
2,40,1,20,4,2,5,4,22,16
2,40,1,24,1,-1,9,1,36,2
1,40,1,24,1,-1,8,2,34,4
1,40,1,24,1,-1,11,1,46,1
2,40,1,23,1,-1,10,2,43,6
1,39,1,56,1,-1,13,3,51,12
2,40,1,55,1,-1,5,4,22,16
1,43,1,28,1,-1,4,5,6,17
1,43,1,28,2,-1,10,5,42,17
1,40,1,18,1,-1,10,3,41,11
2,46,1,64,1,-1,9,2,36,10
1,46,1,76,1,-1,9,2,36,10
2,40,1,32,1,-1,10,1,42,1
1,37,3,28,1,-1,6,8,23,20
2,43,1,52,1,-1,13,2,51,6
1,43,1,53,1,-1,10,1,40,1
1,42,1,21,1,-1,10,5,40,17
2,36,1,16,1,-1,11,3,46,13
1,43,1,75,1,-1,9,1,36,2
2,43,1,72,1,-1,9,1,36,1
2,44,1,50,1,-1,10,2,40,8
1,42,1,54,1,-1,6,5,23,17
1,38,3,61,1,-1,11,3,45,14
1,43,1,60,1,-1,3,7,4,19
1,40,1,52,1,-1,11,5,44,17
2,43,1,53,1,-1,11,2,44,9
2,43,1,41,1,-1,10,5,41,17
1,43,1,41,1,-1,1,1,1,1
1,37,5,68,1,-1,5,9,22,21
1,43,1,38,1,-1,8,2,34,4
2,43,5,32,1,-1,4,1,19,1
1,39,1,32,1,-1,4,9,14,21
2,39,1,64,1,-1,8,1,34,1
1,39,1,85,1,-1,8,1,34,1
1,39,1,43,2,-1,3,7,4,19
2,39,1,69,1,-1,10,3,43,11
1,39,1,38,1,-1,5,1,22,2
2,43,1,40,1,-1,10,2,40,8
1,42,1,59,1,-1,10,2,40,3
2,43,1,58,1,-1,10,3,40,15
2,44,1,61,1,-1,10,2,40,8
1,44,1,63,1,-1,10,2,40,8
1,43,1,24,4,9,11,7,44,19
1,40,1,59,1,-1,10,3,41,11
2,43,1,35,1,-1,13,2,51,5
1,43,1,39,1,-1,6,3,23,14
1,43,1,51,1,-1,9,4,38,16
1,39,1,43,1,-1,6,10,24,22
1,39,1,35,1,-1,6,5,23,17
2,41,1,29,1,-1,10,2,43,6
2,43,1,28,1,-1,12,3,50,15
2,39,1,46,1,-1,3,7,4,19
1,34,1,39,1,-1,3,7,4,19
2,39,1,23,1,-1,4,9,13,21
2,40,1,21,1,-1,5,4,22,16
1,37,1,17,1,-1,11,3,46,13
1,39,1,50,1,-1,9,3,38,14
2,44,1,46,1,-1,10,2,40,8
1,43,1,44,1,-1,3,8,4,20
1,40,1,51,1,-1,12,8,47,20
2,33,1,58,3,2,12,8,47,20
2,44,1,56,1,-1,10,2,40,8
1,43,1,79,1,-1,8,4,33,16
2,45,1,74,1,-1,11,1,44,2
1,39,1,74,5,-1,5,9,22,21
1,43,1,33,1,-1,3,2,4,3
1,43,1,24,1,-1,8,2,32,3
1,43,1,25,1,-1,5,5,22,17
2,39,2,53,1,-1,10,3,42,11
1,43,1,35,1,-1,8,1,32,1
2,44,1,33,1,-1,4,1,19,2
2,44,1,44,1,-1,4,1,19,1
1,43,1,39,1,-1,5,4,22,16
2,40,1,38,1,-1,9,4,36,16
1,43,1,61,2,-1,3,7,4,19
2,43,1,62,1,-1,10,1,41,1
1,41,1,50,1,-1,6,10,23,22
1,43,1,37,2,-1,6,10,23,22
1,44,1,50,1,-1,9,1,36,2
2,40,1,51,1,-1,10,1,41,1
2,43,1,21,1,-1,8,5,34,17
1,39,1,37,1,-1,5,10,22,22
2,39,1,60,1,-1,10,3,40,13
1,39,1,31,1,-1,4,9,17,21
1,39,1,36,1,-1,5,9,22,21
1,43,1,34,1,-1,8,1,34,1
1,39,1,53,1,-1,8,3,34,14
2,39,1,47,1,-1,4,1,8,1
1,43,4,48,1,-1,9,2,36,3
2,40,1,24,1,-1,11,3,46,13
1,43,1,35,1,-1,10,2,40,8
1,39,2,49,1,-1,5,10,22,22
2,42,2,48,1,-1,5,5,22,17
1,41,1,48,1,-1,6,8,23,20
1,43,1,29,1,-1,4,4,8,16
1,44,1,27,1,-1,4,2,6,4
2,44,1,27,1,-1,10,2,42,10
1,44,4,42,1,-1,9,2,36,3
2,44,4,33,1,-1,10,2,40,8
1,43,4,28,1,-1,9,2,36,3
1,43,4,34,1,-1,9,2,36,3
1,39,4,67,1,-1,4,9,13,21
1,45,1,45,1,-1,9,1,36,1
2,45,1,45,1,-1,10,2,40,8
2,44,1,48,1,-1,12,2,49,6
1,39,1,42,1,-1,10,3,43,13
2,39,1,33,2,-1,10,5,40,17
1,39,1,37,1,-1,4,8,11,20
1,32,1,42,1,-1,3,7,4,19
2,33,1,49,3,2,11,10,46,22
2,40,1,28,1,-1,11,3,46,13
2,39,1,22,1,-1,4,9,13,21
2,40,1,29,1,-1,10,3,40,15
1,39,1,60,1,-1,6,10,23,22
1,39,1,21,1,-1,5,10,21,22
2,39,1,19,1,-1,5,4,22,16
2,39,1,19,1,-1,5,4,22,16
1,32,1,31,1,-1,9,2,36,3
2,42,1,37,1,-1,10,3,41,11
1,40,1,26,1,-1,11,3,44,15
2,45,1,53,1,-1,10,3,42,11
1,34,1,59,1,-1,5,10,22,22
1,44,1,62,1,-1,10,2,40,8
2,39,1,60,1,-1,9,3,38,12
1,43,1,31,1,-1,10,1,40,1
2,43,1,30,1,-1,8,5,33,17
1,44,2,80,4,26,9,3,38,12
2,44,1,60,1,-1,10,2,42,6
1,43,1,33,1,-1,7,2,31,8
2,45,4,38,1,-1,9,2,36,7
1,35,1,24,1,-1,9,10,38,22
1,41,1,63,1,-1,10,3,42,11
1,44,8,29,1,-1,8,1,32,2
1,44,1,63,1,-1,13,2,51,3
2,43,1,61,1,-1,5,4,22,16
1,44,1,65,1,-1,5,4,22,16
2,42,1,45,1,-1,10,3,41,11
1,39,1,48,1,-1,4,9,6,21
1,41,1,21,1,-1,4,5,13,17
1,40,1,74,1,-1,12,2,49,6
1,40,1,66,1,-1,6,10,23,22
1,42,1,37,1,-1,10,2,42,10
2,42,1,64,1,-1,10,2,41,10
2,44,4,41,4,21,10,5,42,17
1,43,1,44,1,-1,9,2,38,3
1,43,1,50,1,-1,8,2,32,3
2,42,1,47,1,-1,5,5,22,17
2,39,1,21,1,-1,5,3,22,13
1,39,1,73,1,-1,6,10,23,22
2,43,1,43,1,-1,9,4,38,16
1,44,1,41,1,-1,12,2,49,9
2,46,1,39,1,-1,10,2,43,10
1,40,1,36,1,-1,13,3,51,12
2,40,1,34,1,-1,8,1,33,2
1,40,1,50,1,-1,9,1,36,1
1,39,1,64,2,-1,3,1,4,1
1,44,1,36,1,-1,8,1,32,2
1,43,1,63,1,-1,8,1,32,2
2,41,1,69,2,-1,11,3,46,13
1,39,1,49,1,-1,3,7,4,19
2,42,1,46,1,-1,4,1,17,1
1,39,1,20,1,-1,6,8,24,20
2,39,1,18,1,-1,10,3,42,15
1,34,1,15,1,-1,5,4,22,16
2,39,1,62,1,-1,10,3,40,13
1,39,1,27,1,-1,4,9,7,21
1,44,2,40,1,-1,9,5,36,17
2,39,2,25,1,-1,12,3,50,15
2,43,1,53,1,-1,4,1,10,1
1,43,1,63,1,-1,3,1,4,1
2,40,1,19,1,-1,10,2,40,9
1,44,1,34,1,-1,10,2,40,8
2,44,1,31,1,-1,10,2,40,8
1,43,1,46,1,-1,12,1,49,1
2,44,1,47,1,-1,10,2,40,8
2,36,1,17,1,-1,12,3,48,13
1,43,2,61,1,-1,10,3,40,12
2,43,2,60,1,-1,9,5,38,17
2,41,1,36,4,15,3,5,4,17
1,42,2,60,1,-1,10,1,41,1
2,43,1,61,4,4,7,1,29,2
1,39,1,32,4,60,6,10,23,22
2,39,1,20,1,-1,10,3,43,15
2,44,1,46,1,-1,4,1,13,1
1,40,1,48,1,-1,5,4,22,16
1,40,1,50,1,-1,11,1,46,1
1,36,1,16,1,-1,11,3,46,13
2,43,1,36,1,-1,8,4,34,16
1,44,1,36,1,-1,10,2,40,8
2,43,1,29,1,-1,8,5,34,17
1,43,1,31,1,-1,10,2,42,3
2,42,2,55,1,-1,10,2,43,8
1,42,2,55,1,-1,5,1,21,2
1,43,1,38,1,-1,8,1,33,2
2,42,1,42,1,-1,5,4,22,16
2,44,4,37,1,-1,8,1,33,1
1,43,1,37,1,-1,9,1,36,2
1,39,1,69,7,-1,9,3,38,14
1,43,1,49,1,-1,4,4,19,16
2,43,1,44,1,-1,4,4,13,16
2,37,1,17,1,-1,5,4,22,16
1,39,1,43,1,-1,3,7,4,19
2,39,1,41,1,-1,4,9,13,21
2,39,1,23,1,-1,4,5,13,17
1,39,1,48,1,-1,5,10,21,22
1,40,1,34,1,-1,4,9,7,21
1,41,1,52,1,-1,6,1,24,2
2,39,1,46,1,-1,1,3,1,15
2,41,1,61,1,-1,10,2,41,10
1,40,1,57,1,-1,3,10,4,22
2,40,1,24,1,-1,10,3,42,11
2,40,1,20,2,-1,10,3,42,11
2,44,1,47,2,-1,7,2,31,8
1,44,1,47,4,2,7,1,30,2
1,43,1,30,1,-1,9,2,36,4
1,43,1,28,1,-1,8,5,32,17
1,39,1,61,1,-1,6,5,23,17
2,43,1,62,1,-1,4,5,14,17
2,38,1,60,1,-1,4,5,17,17
2,39,2,55,1,-1,10,3,42,11
1,39,2,42,1,-1,5,9,22,21
2,40,1,56,1,-1,10,3,42,11
1,40,1,49,1,-1,12,8,47,20
1,40,1,53,1,-1,3,9,4,21
2,43,1,47,1,-1,9,5,36,17
2,42,1,59,1,-1,10,5,41,17
1,42,1,34,1,-1,5,4,22,16
1,40,1,28,1,-1,5,4,22,16
2,40,1,27,1,-1,10,3,42,11
1,43,1,44,1,-1,9,1,38,2
2,46,1,40,1,-1,10,2,42,10
1,44,1,43,1,-1,7,1,25,2
2,40,6,24,2,-1,10,3,41,11
2,40,1,48,1,-1,8,1,33,1
1,43,1,25,1,-1,13,3,51,12
2,42,1,32,1,-1,10,2,40,8
1,42,2,34,1,-1,9,10,39,22
1,39,1,70,2,-1,1,1,1,1
2,39,1,62,1,-1,5,5,22,17
2,39,1,39,1,-1,10,3,42,11
1,39,1,40,1,-1,10,2,42,10
1,38,1,56,1,-1,3,7,4,19
2,38,1,45,1,-1,10,2,41,10
1,40,1,42,1,-1,4,8,10,20
2,44,1,77,1,-1,10,2,40,8
1,37,1,65,4,6,9,1,36,1
1,39,2,34,1,-1,4,10,14,22
2,39,2,32,1,-1,5,1,21,2
2,39,1,61,1,-1,13,5,51,17
1,42,1,44,1,-1,4,9,13,21
2,40,1,60,1,-1,6,5,23,17
2,40,1,65,1,-1,6,1,23,1
1,39,1,63,1,-1,6,1,23,1
1,39,2,56,1,-1,6,10,23,22
1,44,1,63,1,-1,4,2,7,4
1,40,1,52,1,-1,4,10,6,22
1,37,1,36,4,3,9,3,38,14
2,35,1,47,1,-1,4,5,13,17
2,36,1,40,4,4,4,5,14,17
2,44,1,37,1,-1,13,2,51,6
1,44,1,40,1,-1,4,2,10,4
2,43,1,33,1,-1,11,1,46,1
1,40,2,48,1,-1,8,4,33,16
1,39,6,37,4,4,3,7,4,19
2,39,1,38,1,-1,6,10,23,22
1,43,1,24,1,-1,10,5,42,17
1,34,1,57,1,-1,4,2,12,9
2,39,1,50,1,-1,1,1,1,1
2,34,1,17,1,-1,1,3,1,11
1,34,1,16,1,-1,3,7,4,19
1,40,1,30,1,-1,6,10,23,22
1,39,1,27,1,-1,5,4,22,16
2,39,1,27,1,-1,5,4,22,16
2,43,1,46,1,-1,10,1,42,1
1,41,1,50,1,-1,4,10,6,22
1,40,1,60,1,-1,8,1,34,1
2,39,1,58,1,-1,10,3,42,11
2,40,1,33,1,-1,12,4,47,16
1,39,1,31,1,-1,12,9,47,21
2,42,1,31,1,-1,4,4,10,16
1,39,1,52,1,-1,4,9,6,21
1,40,1,21,1,-1,11,3,46,13
2,39,1,73,1,-1,4,5,11,17
1,44,1,63,1,-1,12,2,49,6
2,43,1,62,1,-1,5,4,22,16
2,41,1,31,1,-1,8,5,33,17
