pesex,peeduca,ptdtrace,prtage,pemlr,prunedur,prmjind1,prmjocc1,prdtind1,prdtocc1,gtcbsa
1,42,1,62,1,-1,11,3,46,13,35620
2,44,1,72,1,-1,10,4,40,16,35620
2,39,1,54,1,-1,5,4,22,16,35620
1,44,1,67,1,-1,4,2,8,4,35620
1,41,1,31,1,-1,3,1,4,1,35620
1,43,1,43,1,-1,4,2,13,9,35620
2,43,1,45,1,-1,13,2,51,10,35620
2,40,2,47,1,-1,6,5,23,17,35620
2,43,2,40,1,-1,10,2,40,8,35620
2,43,2,66,1,-1,10,2,41,10,35620
1,41,1,52,4,104,10,2,41,10,35620
2,43,1,52,1,-1,10,2,41,10,35620
1,43,1,61,1,-1,7,2,27,9,35620
1,43,4,43,1,-1,9,2,36,4,35620
2,39,4,45,2,-1,3,5,4,17,35620
2,43,1,60,1,-1,10,5,40,17,35620
1,39,1,25,1,-1,4,4,15,16,35620
1,43,1,28,1,-1,11,3,44,13,35620
1,40,1,40,1,-1,9,1,38,1,47220
1,38,1,48,1,-1,4,2,13,9,47220
1,39,2,36,4,52,6,5,23,17,35620
2,43,2,51,1,-1,10,2,41,10,35620
1,39,2,61,1,-1,11,3,46,13,35620
2,39,2,57,1,-1,10,3,40,13,35620
1,38,2,47,1,-1,10,3,40,13,35620
1,39,2,49,1,-1,9,3,38,12,35620
2,39,2,46,1,-1,10,3,43,11,35620
2,44,1,47,1,-1,10,2,40,8,35620
1,44,1,47,1,-1,10,2,40,8,35620
1,39,2,52,1,-1,6,10,23,22,35620
1,39,9,49,1,-1,9,1,36,2,35620
2,43,1,64,1,-1,10,2,41,10,13780
2,41,1,72,2,-1,3,7,4,19,0
1,41,1,46,1,-1,3,7,4,19,0
2,39,1,62,1,-1,10,5,40,17,0
1,39,1,65,1,-1,6,10,23,22,0
2,46,4,30,1,-1,10,2,41,10,35620
1,44,4,30,1,-1,4,2,10,3,35620
1,43,1,27,1,-1,9,2,36,5,15380
2,43,1,34,1,-1,5,4,22,16,0
1,36,1,78,1,-1,10,10,42,22,0
1,44,1,40,1,-1,11,2,44,9,35620
2,44,1,40,1,-1,13,2,51,4,35620
1,43,4,52,1,-1,7,2,27,3,35620
2,43,1,42,1,-1,9,1,38,1,35620
1,39,1,52,1,-1,5,4,22,16,35620
2,39,2,40,4,23,10,3,43,11,35620
1,40,2,44,1,-1,11,3,46,13,35620
2,38,2,52,1,-1,10,3,43,11,35620
2,43,2,22,1,-1,10,2,42,10,35620
2,39,2,30,1,-1,10,3,43,15,35620
1,40,2,59,1,-1,11,3,46,13,35620
1,43,4,46,1,-1,8,1,33,2,35620
1,44,1,54,1,-1,3,7,4,19,35620
1,40,1,51,1,-1,3,7,4,19,35620
2,37,1,52,1,-1,11,4,46,16,35620
1,43,1,25,1,-1,9,2,36,3,35620
2,44,1,28,1,-1,10,2,40,10,35620
1,39,4,62,1,-1,11,3,45,14,35620
2,39,4,61,1,-1,11,3,45,14,35620
2,34,1,43,1,-1,12,3,50,14,35620
1,39,4,37,1,-1,6,10,23,22,35620
2,39,4,36,1,-1,10,3,42,11,35620
2,39,1,65,1,-1,10,2,40,8,35620
1,40,1,55,1,-1,9,2,36,3,35620
1,43,1,24,1,-1,8,1,32,1,35620
2,43,1,25,1,-1,11,5,46,17,35620
1,46,4,40,1,-1,10,2,41,10,35620
2,46,4,39,1,-1,10,2,41,10,35620
1,44,4,57,1,-1,11,10,45,22,35620
2,46,1,55,2,-1,10,2,40,8,35620
1,44,1,55,1,-1,10,2,40,8,35620
2,35,1,53,1,-1,12,3,50,14,35620
1,39,1,48,1,-1,8,3,34,14,35620
2,42,2,48,1,-1,10,3,43,15,35620
2,39,2,61,1,-1,10,3,42,11,35620
1,39,2,61,1,-1,6,10,23,22,35620
2,40,2,68,1,-1,9,2,36,10,35620
2,43,1,76,1,-1,10,2,40,8,35620
2,44,1,65,1,-1,4,2,13,3,35620
2,40,2,54,1,-1,7,5,29,17,35620
1,45,4,38,1,-1,11,2,45,7,35620
2,43,1,33,1,-1,9,2,36,5,35620
1,37,2,55,1,-1,13,3,51,14,35620
1,39,1,40,1,-1,8,4,34,16,35620
2,40,6,27,1,-1,11,4,44,16,35620
2,40,1,27,1,-1,4,9,14,21,35620
2,39,2,28,1,-1,10,3,43,11,35620
1,40,1,32,2,-1,6,10,23,22,35620
2,45,1,47,1,-1,10,2,42,10,35620
1,43,1,46,1,-1,13,1,51,2,35620
1,45,1,36,1,-1,8,2,32,7,35620
2,45,1,29,1,-1,9,2,36,7,35620
1,39,1,69,1,-1,3,7,4,19,35620
1,39,2,26,1,-1,7,10,26,22,35620
2,39,2,52,1,-1,13,3,51,12,35620
1,41,2,36,1,-1,11,3,46,13,35620
1,39,2,35,1,-1,10,2,40,8,35620
1,42,1,50,1,-1,11,1,46,1,45060
2,39,1,43,1,-1,11,9,46,21,45060
2,44,1,40,1,-1,10,2,40,8,40380
1,43,1,40,1,-1,11,3,46,13,40380
2,39,3,33,1,-1,5,10,22,22,35620
1,40,3,28,1,-1,3,7,4,19,35620
1,39,1,43,1,-1,11,6,44,18,35620
1,39,4,63,1,-1,3,1,4,1,35620
1,44,4,28,1,-1,3,5,4,17,35620
2,39,1,51,1,-1,4,9,16,21,35620
2,39,1,19,1,-1,10,3,42,11,35620
2,46,1,70,1,-1,10,2,40,8,35620
1,46,1,70,1,-1,10,2,42,10,35620
1,46,1,76,1,-1,10,2,40,8,35620
1,43,1,29,1,-1,11,3,46,13,35620
1,44,4,76,1,-1,5,4,21,16,35620
1,39,1,46,1,-1,8,3,34,15,35620
2,39,1,48,4,119,10,5,42,17,35620
1,39,1,24,1,-1,11,3,46,13,35620
1,43,1,29,1,-1,10,3,42,15,46540
2,44,1,26,1,-1,12,1,49,1,46540
1,42,6,30,1,-1,3,1,4,1,46540
1,43,1,56,1,-1,9,1,36,2,46540
2,42,1,46,1,-1,9,5,36,17,15380
1,38,2,42,1,-1,11,3,46,13,35620
1,39,1,54,4,16,3,7,4,19,0
2,39,1,46,1,-1,5,5,22,17,0
1,39,1,35,1,-1,9,3,38,14,45060
1,43,4,57,1,-1,11,10,46,22,35620
2,40,4,19,1,-1,10,2,40,8,35620
2,42,4,37,1,-1,10,3,42,11,35620
1,44,4,39,1,-1,6,10,23,22,35620
1,43,4,54,1,-1,8,1,32,2,35620
1,43,4,60,1,-1,7,2,26,9,35620
1,43,1,48,1,-1,10,2,42,10,35620
1,43,4,67,1,-1,8,3,34,15,35620
2,40,4,63,1,-1,11,3,45,14,35620
2,44,4,28,1,-1,9,1,36,2,35620
1,40,4,21,1,-1,9,2,36,4,35620
1,40,4,18,4,8,-1,-1,-1,-1,35620
1,43,1,34,1,-1,7,8,29,20,35620
1,39,1,30,1,-1,5,8,22,20,35620
2,39,1,80,1,-1,5,4,22,16,10580
1,43,1,76,1,-1,9,1,36,2,35620
2,44,1,37,1,-1,10,2,40,5,35620
1,44,1,40,1,-1,10,2,40,8,35620
2,40,1,32,1,-1,10,2,42,6,35620
1,39,1,52,1,-1,5,4,22,16,35620
1,43,1,52,1,-1,6,10,23,22,35620
1,42,1,50,1,-1,5,10,22,22,35620
2,40,1,50,1,-1,10,3,43,15,35620
2,42,1,63,1,-1,4,9,9,21,13780
1,39,1,42,1,-1,4,9,9,21,13780
1,39,1,51,1,-1,6,10,23,22,24020
2,39,1,21,1,-1,10,3,40,13,24020
1,39,1,48,1,-1,3,7,4,19,24020
2,39,1,48,1,-1,6,5,23,17,24020
2,41,1,66,1,-1,10,5,40,17,24020
1,44,1,69,1,-1,10,1,40,1,40380
2,43,1,54,1,-1,10,2,42,7,40380
2,39,2,37,1,-1,10,3,43,11,35620
2,39,1,76,1,-1,10,1,42,1,35620
1,43,2,35,1,-1,8,5,32,17,35620
2,39,1,32,1,-1,11,9,46,21,35620
1,39,1,65,1,-1,10,3,40,14,35620
2,43,1,28,1,-1,10,5,42,17,35620
1,36,1,53,1,-1,3,7,4,19,35620
2,36,1,47,1,-1,4,9,13,21,35620
1,39,1,28,1,-1,3,7,4,19,15500
1,33,1,29,1,-1,11,3,46,13,15500
1,40,2,61,1,-1,6,5,23,17,15500
2,40,1,19,1,-1,5,5,21,17,15500
2,32,1,69,1,-1,11,3,46,14,15500
2,41,1,36,1,-1,4,9,10,21,0
1,42,1,39,1,-1,10,5,41,17,0
1,40,1,42,1,-1,4,2,13,4,25860
2,40,1,45,1,-1,8,5,32,17,25860
1,39,1,47,1,-1,9,3,38,14,25860
2,39,1,46,1,-1,11,3,46,13,25860
2,42,1,50,1,-1,10,2,40,3,15500
1,44,1,69,1,-1,10,1,42,1,11700
2,46,1,69,1,-1,10,1,42,1,11700
2,40,2,80,1,-1,10,1,41,1,22180
2,39,1,60,1,-1,4,4,14,16,49180
1,34,1,61,1,-1,4,9,14,21,49180
1,39,1,24,1,-1,4,9,14,21,49180
1,39,1,33,1,-1,4,9,14,21,49180
2,40,2,65,1,-1,5,10,22,22,24660
1,43,1,68,1,-1,10,1,43,1,24660
2,43,1,58,1,-1,9,3,38,14,24660
1,44,1,23,1,-1,10,1,40,2,24660
2,40,2,25,1,-1,13,5,51,17,24660
1,31,1,25,1,-1,9,3,38,14,16740
1,33,1,41,1,-1,3,8,4,20,39580
2,43,1,71,1,-1,9,2,36,7,0
1,42,1,64,1,-1,4,8,6,20,16740
2,43,1,26,1,-1,12,3,48,15,16740
2,43,1,25,1,-1,4,1,6,2,16740
2,41,1,33,1,-1,10,2,40,3,0
1,40,1,39,1,-1,1,1,1,1,0
2,44,4,26,1,-1,9,2,36,3,39580
1,43,4,23,1,-1,9,2,36,3,39580
1,43,4,50,1,-1,10,2,41,10,39580
2,43,2,71,1,-1,10,2,43,8,39580
1,43,2,41,1,-1,11,3,46,13,39580
1,44,1,35,1,-1,9,2,36,3,39580
2,40,1,34,2,-1,9,2,36,3,39580
1,40,2,27,1,-1,10,3,40,12,39580
1,44,1,60,1,-1,8,1,34,1,39580
2,44,1,61,1,-1,10,2,40,8,39580
1,43,1,57,1,-1,4,2,5,4,39580
2,41,1,54,1,-1,10,2,43,8,39580
2,40,1,35,1,-1,8,1,34,1,0
2,40,1,21,1,-1,11,5,45,17,0
1,43,1,64,2,-1,5,2,21,10,16740
2,43,1,65,1,-1,5,4,22,16,16740
1,41,1,24,1,-1,11,3,44,14,49180
2,41,1,23,1,-1,5,2,22,10,49180
2,43,2,35,1,-1,10,3,42,11,24140
2,40,2,35,1,-1,5,10,21,22,24140
2,40,2,28,1,-1,9,5,38,17,49180
1,39,1,61,1,-1,6,10,23,22,49180
2,42,1,59,3,1,10,2,40,8,20500
1,43,1,39,1,-1,9,1,36,2,18140
2,43,1,37,1,-1,10,5,41,17,17460
2,40,1,64,1,-1,6,5,23,17,17460
2,41,1,27,1,-1,10,2,41,10,17460
1,43,4,30,1,-1,11,1,44,1,17460
2,45,1,64,1,-1,10,2,42,10,17460
1,39,1,62,1,-1,6,10,23,22,17460
2,44,1,46,4,16,4,2,10,6,17460
1,43,1,51,1,-1,9,1,36,2,18140
1,42,1,30,1,-1,13,2,51,3,18140
1,39,1,65,1,-1,5,4,22,16,18140
2,44,2,61,1,-1,12,1,47,2,18140
1,39,6,24,1,-1,9,3,38,12,18140
1,40,1,28,1,-1,5,2,22,3,18140
2,39,1,34,1,-1,5,1,22,2,18140
2,42,2,57,1,-1,10,3,41,11,17140
1,43,1,29,2,-1,10,2,40,8,17140
2,44,1,35,4,2,4,1,5,1,17140
2,46,1,31,1,-1,10,2,41,10,17140
1,43,1,25,1,-1,3,2,4,4,17140
1,39,1,58,1,-1,10,5,43,17,17140
1,39,1,60,1,-1,11,3,46,13,17460
2,39,1,29,1,-1,10,2,42,10,19380
1,39,1,44,1,-1,6,10,24,22,0
2,44,1,44,3,4,10,2,40,8,0
2,44,1,70,1,-1,9,1,36,2,17460
1,39,1,64,1,-1,5,3,22,14,17460
2,40,1,62,1,-1,10,5,42,17,0
1,41,1,43,1,-1,9,2,36,8,0
2,43,1,33,1,-1,4,9,17,21,17460
1,43,1,33,1,-1,9,2,38,4,17460
2,42,1,75,1,-1,13,2,51,10,0
1,42,1,52,1,-1,4,7,5,19,0
2,43,1,51,1,-1,5,1,21,2,0
1,39,1,18,4,4,-1,-1,-1,-1,0
1,39,1,32,1,-1,5,10,22,22,0
2,39,1,30,1,-1,10,2,43,8,0
2,39,1,20,1,-1,5,10,22,22,0
1,39,1,55,1,-1,6,9,23,21,0
2,43,1,54,1,-1,5,5,21,17,0
1,37,1,44,1,-1,6,10,23,22,17140
1,43,1,45,1,-1,4,2,9,4,0
2,44,1,43,1,-1,4,1,6,1,0
2,35,1,15,1,-1,4,2,13,9,0
1,43,1,59,1,-1,9,1,36,1,45780
2,43,1,55,1,-1,10,2,42,10,45780
1,44,4,30,1,-1,3,7,4,19,38300
1,39,1,43,1,-1,9,3,38,14,38300
1,36,8,57,1,-1,12,1,48,1,38300
2,32,4,47,1,-1,12,3,48,15,38300
2,39,4,22,1,-1,12,3,48,15,38300
1,39,4,18,1,-1,5,4,22,16,38300
1,39,4,24,1,-1,12,3,48,15,38300
1,40,1,44,1,-1,4,9,5,21,38300
2,44,1,40,1,-1,11,3,46,13,38300
2,42,1,64,1,-1,10,2,41,10,38300
2,39,2,21,4,12,11,3,46,13,38300
1,41,1,58,1,-1,5,8,22,20,38300
2,39,1,65,2,-1,9,5,38,17,38300
1,43,1,27,1,-1,10,2,41,10,38300
1,42,1,53,1,-1,4,9,6,21,38300
1,39,2,52,1,-1,6,10,23,22,38300
1,43,2,33,1,-1,13,2,51,7,38300
2,43,2,31,1,-1,12,1,49,1,38300
1,44,1,30,1,-1,11,3,46,13,38300
2,42,1,28,1,-1,9,3,36,15,38300
1,41,1,36,1,-1,13,7,51,19,38300
2,44,1,31,1,-1,10,2,41,10,38300
1,39,1,29,1,-1,2,9,3,21,38300
2,43,1,32,1,-1,4,9,13,21,38300
1,39,1,61,2,-1,4,1,5,2,16540
1,42,1,53,1,-1,6,2,23,3,39740
2,39,1,50,1,-1,8,1,32,1,39740
1,39,1,21,1,-1,5,4,22,16,39740
1,39,1,20,1,-1,9,9,36,21,39740
2,40,1,68,1,-1,13,5,51,17,39740
2,43,1,64,1,-1,9,1,38,2,21500
1,43,1,51,1,-1,4,2,6,4,21500
2,39,1,62,2,-1,10,9,42,21,10900
2,41,1,58,2,-1,4,9,6,21,10900
1,39,2,41,1,-1,10,3,43,11,0
1,39,1,80,1,-1,8,1,32,2,0
2,40,1,66,1,-1,12,5,48,17,25420
1,44,1,32,1,-1,10,2,40,8,25420
2,44,1,31,1,-1,10,2,40,8,25420
1,43,1,60,1,-1,4,10,14,22,25420
2,43,1,61,1,-1,10,2,41,10,25420
2,43,1,33,1,-1,10,2,41,6,25420
2,44,4,49,4,4,9,2,38,10,37980
1,43,4,49,1,-1,5,4,22,16,37980
1,40,4,20,1,-1,5,4,22,16,37980
1,42,1,63,1,-1,7,2,27,9,37980
2,43,1,66,1,-1,7,9,25,21,37980
1,42,1,24,2,-1,10,3,42,11,29540
1,39,1,37,1,-1,12,8,47,20,29540
1,43,1,62,1,-1,4,9,19,21,29540
2,43,1,61,1,-1,4,1,5,1,29540
1,43,1,24,1,-1,10,2,41,10,29540
1,43,1,32,1,-1,4,1,11,1,29540
2,44,1,28,1,-1,10,2,42,6,29540
1,39,1,21,1,-1,8,4,32,16,29540
2,43,1,35,1,-1,9,5,36,17,29540
2,46,1,50,1,-1,13,2,51,10,29540
1,41,1,62,1,-1,4,9,7,21,0
2,42,4,55,1,-1,5,2,22,9,37980
2,45,4,60,1,-1,9,2,36,7,37980
1,45,1,76,1,-1,9,2,36,7,37980
1,43,4,39,1,-1,7,2,27,9,37980
2,44,4,37,1,-1,9,5,36,17,37980
2,43,1,41,1,-1,5,9,22,21,37980
2,43,1,67,1,-1,12,1,49,1,37980
1,39,1,39,1,-1,3,7,4,19,10900
1,44,4,38,1,-1,9,2,36,3,37980
2,42,2,62,1,-1,8,5,32,17,37980
2,42,1,71,1,-1,10,2,42,10,37980
1,44,1,30,1,-1,8,2,32,3,37980
1,46,1,29,1,-1,4,2,19,5,37980
2,44,1,27,1,-1,4,2,19,3,37980
1,43,1,28,1,-1,5,4,22,16,37980
2,43,1,28,1,-1,9,2,36,4,37980
1,39,1,60,1,-1,3,1,4,1,0
1,39,1,48,2,-1,2,7,3,19,27780
2,40,1,48,1,-1,11,3,46,13,27780
2,40,1,63,1,-1,8,2,33,10,38300
1,39,1,63,1,-1,9,3,38,14,38300
1,39,1,30,1,-1,9,3,38,14,39300
2,43,6,47,4,3,4,9,6,21,39300
1,43,6,51,1,-1,4,9,8,21,39300
1,39,6,26,1,-1,6,9,23,21,39300
1,40,6,18,1,-1,4,9,8,21,39300
1,41,2,48,1,-1,5,4,22,16,39300
2,43,1,40,1,-1,10,2,41,10,39300
2,43,6,26,2,-1,5,5,22,17,39300
2,40,6,20,1,-1,5,5,22,17,39300
2,44,1,61,1,-1,10,2,40,8,39300
2,43,1,25,1,-1,11,2,44,8,39300
1,38,1,52,2,-1,11,3,44,14,39300
2,40,1,56,1,-1,11,10,44,22,39300
1,40,2,44,1,-1,8,5,32,17,39300
2,33,1,80,1,-1,10,3,41,14,39300
1,43,1,45,1,-1,9,1,38,2,39300
2,44,1,62,1,-1,10,2,40,8,39300
2,42,1,62,1,-1,5,2,22,3,39300
2,44,1,53,1,-1,10,2,43,8,39300
1,44,1,54,1,-1,6,1,24,1,39300
2,40,1,19,1,-1,5,4,22,16,39300
2,40,1,19,1,-1,6,5,24,17,39300
2,39,1,47,1,-1,5,10,22,22,39300
1,39,1,21,1,-1,5,10,22,22,39300
2,39,1,28,1,-1,5,10,22,22,39300
2,42,1,68,1,-1,6,5,23,17,39300
2,42,1,29,1,-1,11,1,46,1,39300
2,42,1,30,1,-1,12,3,50,15,39300
2,39,3,45,1,-1,10,3,42,11,39300
1,39,1,46,1,-1,4,9,11,21,0
1,36,6,44,1,-1,4,10,19,22,0
2,39,6,63,1,-1,10,3,40,13,0
2,43,1,61,1,-1,9,1,36,1,22500
1,43,1,63,1,-1,9,2,36,3,24860
2,44,2,64,1,-1,10,1,40,1,0
2,40,1,45,1,-1,10,5,41,17,25940
1,39,1,46,1,-1,9,3,38,14,25940
2,40,1,22,1,-1,10,5,41,17,25940
2,39,1,41,1,-1,11,3,46,13,25940
1,39,1,41,1,-1,4,10,11,22,25940
2,39,2,62,1,-1,5,1,22,2,22500
1,40,1,29,1,-1,3,1,4,1,24860
2,39,1,62,1,-1,9,1,36,2,24860
1,43,1,36,1,-1,4,4,9,16,0
2,43,1,37,1,-1,10,1,43,1,0
2,43,1,26,1,-1,10,2,40,8,34820
1,39,2,37,1,-1,11,9,45,21,34820
2,36,2,24,1,-1,11,3,45,14,34820
2,44,1,67,1,-1,4,1,8,2,34820
1,43,1,45,1,-1,10,1,42,1,34820
2,39,2,52,1,-1,9,3,38,14,17900
1,44,1,61,1,-1,9,5,38,17,17900
2,44,2,53,1,-1,10,3,41,15,17900
1,40,2,26,1,-1,9,10,38,22,17900
1,39,2,24,1,-1,4,9,11,21,17900
1,39,2,35,1,-1,7,4,29,16,17900
2,44,7,62,1,-1,11,2,44,9,0
1,39,1,23,1,-1,4,3,17,14,0
1,42,1,24,1,-1,4,2,10,4,0
1,38,1,64,1,-1,4,2,10,4,0
2,42,1,62,1,-1,6,5,23,17,0
1,37,1,18,4,4,9,3,38,14,0
2,39,1,29,1,-1,10,3,42,11,16860
1,39,1,25,1,-1,11,3,46,13,16860
2,39,1,22,1,-1,11,3,46,13,16860
1,41,1,63,1,-1,3,8,4,20,28940
1,43,4,24,1,-1,9,2,36,3,34980
1,45,1,28,1,-1,10,2,41,10,34980
2,46,1,28,1,-1,10,2,42,10,34980
1,40,1,19,1,-1,12,8,47,20,34980
1,41,1,65,1,-1,9,2,36,9,0
1,39,1,63,1,-1,3,1,4,1,0
2,39,1,62,1,-1,5,4,22,16,0
1,39,1,27,1,-1,4,2,6,3,0
1,42,1,30,1,-1,3,8,4,20,34980
1,44,4,35,1,-1,8,2,33,3,17420
2,43,4,31,1,-1,8,2,33,3,17420
1,40,2,53,1,-1,10,3,42,11,16860
2,42,2,58,1,-1,10,1,41,1,0
1,39,2,32,1,-1,4,9,9,21,0
1,39,2,30,1,-1,10,9,41,21,0
1,39,2,20,1,-1,10,9,41,21,0
1,43,1,70,1,-1,9,3,38,14,28700
1,39,2,28,1,-1,4,9,14,21,28940
1,40,2,61,1,-1,6,10,23,22,32820
2,43,1,54,1,-1,8,4,34,16,32820
1,44,1,58,1,-1,9,4,36,16,32820
2,39,1,67,1,-1,5,5,22,17,32820
1,40,1,80,1,-1,7,2,27,9,32820
2,40,1,78,1,-1,12,5,49,17,32820
1,39,2,59,1,-1,5,4,22,16,32820
2,40,2,58,1,-1,4,5,7,17,32820
2,39,1,51,1,-1,5,1,22,1,32820
1,44,1,71,1,-1,8,1,33,2,32820
2,45,1,52,1,-1,8,1,32,2,32820
1,39,2,53,1,-1,9,7,38,19,32820
2,39,2,23,2,-1,4,9,9,21,32820
2,39,2,27,1,-1,13,1,51,1,32820
2,40,2,27,1,-1,6,5,23,17,32820
1,39,1,23,1,-1,10,5,42,17,27740
1,42,1,64,1,-1,3,7,4,19,27740
2,43,1,61,1,-1,5,2,22,9,27740
1,46,4,49,1,-1,10,3,41,11,17300
2,39,1,64,1,-1,4,9,16,21,0
1,41,1,60,1,-1,10,2,43,6,15540
1,46,1,63,1,-1,10,2,40,8,15540
1,39,1,53,4,3,3,10,4,22,0
1,39,1,56,1,-1,3,1,4,1,0
2,41,1,57,1,-1,10,1,43,1,0
1,43,1,63,2,-1,4,4,12,16,15540
2,44,1,48,1,-1,10,2,40,3,0
2,45,1,66,1,-1,12,2,49,7,15540
1,43,1,63,1,-1,9,3,38,14,0
1,39,8,41,1,-1,4,3,14,13,0
2,44,1,58,1,-1,13,5,51,17,0
1,34,2,39,1,-1,11,3,46,13,0
1,39,1,31,1,-1,12,8,47,20,0
2,43,1,35,1,-1,10,2,42,6,0
2,39,1,54,1,-1,10,3,43,15,0
1,43,1,32,4,20,5,4,22,16,15540
2,44,1,62,1,-1,12,3,48,15,15540
2,41,1,67,1,-1,9,5,36,17,0
1,39,1,71,1,-1,3,7,4,19,0
2,39,1,31,1,-1,5,10,22,22,0
2,43,1,62,1,-1,1,1,1,1,15540
1,43,1,64,1,-1,12,8,47,20,15540
1,43,1,29,1,-1,9,3,38,14,15540
1,40,1,25,1,-1,11,3,46,13,15540
1,43,1,33,1,-1,6,10,23,22,0
2,44,1,35,1,-1,13,2,51,3,47900
2,43,2,43,1,-1,13,2,51,3,40060
2,39,2,63,1,-1,9,3,38,12,40060
1,39,2,27,1,-1,6,5,23,17,40060
1,43,1,50,1,-1,10,2,40,3,0
2,44,1,50,1,-1,9,2,36,3,47900
1,44,1,49,4,12,9,2,36,3,47900
1,43,1,72,1,-1,9,1,36,1,47900
1,45,1,44,1,-1,9,1,36,1,47900
2,45,4,42,1,-1,10,2,40,10,47900
2,42,1,38,1,-1,11,1,45,1,47900
1,39,1,36,1,-1,10,3,40,13,47900
1,42,1,17,1,-1,10,2,42,10,47900
2,41,1,35,1,-1,5,4,22,16,47900
1,43,1,35,1,-1,5,4,22,16,47900
1,43,1,45,1,-1,11,2,45,8,47900
2,44,1,44,1,-1,10,2,42,10,47900
2,44,1,63,1,-1,10,2,40,8,47900
2,42,1,31,1,-1,10,5,41,17,47900
2,40,1,52,1,-1,10,10,40,22,47900
1,41,1,54,1,-1,12,8,47,20,47900
1,39,1,23,1,-1,12,8,47,20,47900
2,43,1,26,1,-1,10,2,41,10,47900
2,39,2,64,1,-1,10,3,42,11,0
2,43,1,25,1,-1,10,2,41,10,47900
1,39,1,56,1,-1,11,3,45,14,40060
2,39,1,24,1,-1,11,3,46,13,40060
2,39,1,19,1,-1,5,4,22,16,40060
2,43,6,21,2,-1,11,3,46,13,47260
2,43,1,30,1,-1,10,5,40,17,47900
1,40,1,33,1,-1,11,3,44,13,47900
2,40,1,48,1,-1,9,3,38,12,47260
1,37,1,19,1,-1,3,7,4,19,47260
1,42,1,41,4,5,11,3,44,15,47260
1,40,2,34,1,-1,6,9,23,21,25180
1,39,1,35,1,-1,2,1,3,1,0
2,41,1,33,1,-1,12,1,48,1,0
2,40,1,40,1,-1,8,5,33,17,0
1,40,1,41,1,-1,4,9,13,21,0
2,41,1,37,4,28,10,3,42,11,26580
2,39,1,47,4,1,10,3,42,14,0
1,40,1,48,1,-1,7,5,27,17,25180
1,39,1,58,1,-1,4,8,14,20,0
2,39,1,40,1,-1,5,5,22,17,0
1,39,1,46,1,-1,3,1,4,1,0
2,40,1,36,1,-1,10,2,42,6,0
2,39,1,43,1,-1,3,5,4,17,0
1,39,1,24,1,-1,3,8,4,20,0
2,39,1,20,1,-1,5,4,22,16,0
2,39,1,24,1,-1,11,3,46,13,0
2,40,1,52,1,-1,10,5,41,17,0
1,39,1,56,1,-1,13,3,51,14,0
1,44,1,52,1,-1,9,1,36,2,0
1,39,1,43,1,-1,13,3,51,14,16620
2,40,1,42,1,-1,10,3,42,11,0
2,39,1,47,1,-1,13,5,51,17,16620
2,40,1,69,1,-1,10,3,42,11,16620
2,39,1,36,1,-1,5,10,22,22,34060
1,41,1,40,1,-1,12,9,47,21,0
2,44,1,37,1,-1,10,1,40,1,0
1,39,1,67,1,-1,12,8,47,20,0
2,39,1,50,1,-1,11,4,46,16,26580
2,40,1,35,1,-1,11,3,46,13,0
2,40,2,34,1,-1,5,10,22,22,0
2,40,1,31,1,-1,12,3,48,15,0
1,43,1,57,1,-1,6,5,23,17,19300
1,39,1,57,1,-1,4,9,10,21,0
1,38,1,35,1,-1,4,9,10,21,0
2,40,1,27,1,-1,10,2,43,8,0
1,40,1,27,1,-1,3,7,4,19,0
1,39,1,21,1,-1,3,7,4,19,0
1,39,2,57,1,-1,6,10,23,22,13820
2,44,2,43,1,-1,13,1,51,1,13820
2,39,2,20,1,-1,8,4,32,16,13820
1,39,2,21,1,-1,11,4,46,16,13820
2,44,2,51,1,-1,10,2,40,8,13820
1,40,2,54,1,-1,4,1,13,1,13820
2,40,2,23,1,-1,10,8,40,20,13820
1,39,2,21,1,-1,4,9,13,21,13820
2,43,1,57,1,-1,8,4,33,16,13820
2,42,1,67,1,-1,8,5,33,17,13820
2,40,2,32,1,-1,10,1,41,2,33660
2,45,2,30,1,-1,10,1,40,1,13820
2,39,1,60,1,-1,11,1,44,1,13820
1,39,1,32,1,-1,4,9,15,21,13820
2,39,1,50,1,-1,10,3,42,11,13820
2,42,1,54,1,-1,10,2,42,10,22520
1,40,1,51,1,-1,5,3,22,12,33860
2,40,1,43,1,-1,6,9,23,21,26620
1,45,1,62,1,-1,10,2,42,10,33860
1,45,1,61,1,-1,10,2,42,10,26620
2,40,1,21,1,-1,10,2,43,8,26620
1,40,1,21,1,-1,9,2,36,3,26620
1,43,1,26,1,-1,9,2,36,9,26620
2,40,1,27,1,-1,8,1,34,1,26620
1,31,1,48,1,-1,3,7,4,19,0
1,36,1,16,1,-1,3,7,4,19,0
2,44,1,60,2,-1,10,2,41,10,37980
1,44,1,36,4,22,4,2,10,4,37980
1,43,1,43,1,-1,5,4,21,16,37980
2,44,1,39,1,-1,8,1,33,1,37980
1,43,1,64,1,-1,13,3,51,12,41540
2,46,4,37,1,-1,9,1,36,1,47900
1,43,1,33,1,-1,13,5,51,17,47900
1,43,1,38,1,-1,5,1,22,2,47900
2,46,4,27,1,-1,10,2,41,10,47900
1,43,4,25,1,-1,9,1,36,2,47900
2,43,2,45,1,-1,10,1,42,1,47900
2,44,1,46,1,-1,12,1,49,2,47900
2,46,1,59,1,-1,8,1,32,1,47900
