peeduca,ptdtrace,prtage,pemlr,prunedur,prmjind1,prmjocc1,prdtind1,prdtocc1
40,1,48,1,-1,13,3,51,12
43,1,40,1,-1,10,1,40,1
43,1,41,1,-1,13,3,51,11
35,1,51,1,-1,9,9,36,21
38,1,26,1,-1,11,3,46,13
38,1,24,1,-1,11,4,46,16
40,1,50,1,-1,9,3,38,14
39,1,44,1,-1,9,2,36,7
42,1,30,1,-1,10,3,42,11
43,1,60,1,-1,10,3,42,11
39,1,28,4,2,5,10,21,22
39,1,46,1,-1,13,3,51,11
39,1,50,1,-1,6,10,23,22
43,4,59,1,-1,9,2,36,9
46,4,33,1,-1,10,2,40,5
43,1,46,1,-1,11,2,44,9
43,1,33,1,-1,9,2,36,3
41,1,37,1,-1,10,3,42,11
40,1,46,1,-1,11,3,45,14
44,1,29,1,-1,10,2,43,6
43,1,25,1,-1,5,4,22,16
39,1,26,1,-1,8,5,34,17
41,1,43,1,-1,10,2,41,10
39,1,40,1,-1,10,2,43,8
39,1,42,1,-1,10,3,43,15
45,1,58,1,-1,9,2,36,7
43,1,63,4,39,10,2,40,8
39,1,22,4,39,11,3,46,13
42,1,53,1,-1,10,5,40,17
40,1,52,1,-1,10,3,42,11
43,1,48,1,-1,6,10,23,22
39,1,28,1,-1,5,1,22,1
44,2,30,1,-1,5,1,22,2
42,1,65,1,-1,6,10,23,22
39,1,58,1,-1,5,4,22,16
32,1,56,2,-1,5,4,22,16
40,1,29,1,-1,3,7,4,19
44,1,36,1,-1,6,5,23,17
40,1,54,4,51,12,3,48,15
40,1,31,1,-1,5,4,22,16
46,1,30,1,-1,9,2,36,7
44,1,28,1,-1,8,2,33,3
43,1,29,4,16,7,2,27,9
43,1,34,1,-1,9,5,36,17
43,1,32,1,-1,7,1,27,2
40,2,33,1,-1,13,3,51,11
44,4,41,1,-1,6,1,23,1
44,4,38,1,-1,9,1,36,2
39,1,19,7,-1,11,2,44,9
44,1,56,1,-1,12,1,48,1
34,1,15,7,-1,9,3,38,14
45,1,53,1,-1,9,2,36,7
45,1,52,1,-1,9,2,36,7
39,1,38,1,-1,12,1,49,1
40,1,40,1,-1,4,1,12,1
44,1,76,1,-1,8,4,34,16
43,1,72,1,-1,5,1,21,1
43,1,32,1,-1,10,2,42,7
39,1,59,1,-1,12,3,50,14
38,1,60,1,-1,3,7,4,19
43,1,27,4,8,6,5,23,17
40,1,47,1,-1,10,2,43,6
41,1,65,1,-1,9,2,36,7
39,1,64,1,-1,5,8,22,20
39,1,40,1,-1,4,7,10,19
40,1,53,4,11,12,2,49,6
43,2,60,2,-1,9,1,38,1
39,1,42,1,-1,12,9,47,21
39,1,40,1,-1,3,7,4,19
43,4,37,1,-1,5,2,22,10
44,4,34,1,-1,10,2,41,10
43,4,57,1,-1,5,4,22,16
43,4,55,1,-1,12,1,49,2
43,1,30,1,-1,7,5,27,17
39,1,25,1,-1,5,4,22,16
39,1,56,1,-1,10,3,43,11
44,8,47,1,-1,4,1,10,1
43,1,54,1,-1,9,2,36,9
43,1,45,1,-1,3,7,4,19
40,1,51,1,-1,10,1,42,1
39,1,44,1,-1,13,2,51,10
40,1,19,1,-1,11,4,46,16
43,4,25,1,-1,10,2,43,6
39,4,59,1,-1,1,5,1,17
43,4,66,1,-1,1,1,1,2
44,1,45,1,-1,13,1,51,1
43,1,52,1,-1,7,1,26,1
37,1,60,1,-1,13,3,51,14
33,1,62,1,-1,11,3,44,14
43,1,27,1,-1,12,2,49,6
35,4,46,1,-1,11,1,46,1
33,4,50,1,-1,11,1,46,1
39,4,23,1,-1,11,1,46,1
39,4,21,1,-1,10,3,40,13
34,4,57,1,-1,5,4,21,16
44,1,68,1,-1,10,2,43,6
38,1,45,1,-1,9,10,38,22
38,1,42,1,-1,6,7,23,19
43,1,63,1,-1,10,2,40,8
39,1,28,4,47,11,4,46,16
39,4,76,1,-1,3,7,4,19
39,1,74,1,-1,4,7,6,19
41,1,72,1,-1,10,2,41,10
39,1,35,7,-1,5,3,22,14
40,2,65,1,-1,7,8,29,20
40,2,21,1,-1,10,2,40,8
43,2,23,1,-1,9,1,36,2
40,1,35,1,-1,4,2,13,9
40,1,55,1,-1,10,3,43,11
43,1,30,1,-1,12,1,49,1
43,1,32,1,-1,5,4,22,16
44,1,46,1,-1,13,1,51,1
44,5,42,1,-1,10,2,42,10
44,5,40,1,-1,8,4,34,16
46,1,32,1,-1,5,2,22,10
43,1,45,1,-1,10,3,43,11
39,1,23,4,108,6,10,23,22
39,1,39,1,-1,4,7,12,19
44,2,41,2,-1,11,2,44,9
43,2,42,1,-1,10,2,42,10
43,1,53,1,-1,11,1,44,2
43,1,40,1,-1,11,1,44,2
40,1,36,1,-1,11,1,44,1
43,2,42,1,-1,9,5,38,17
40,2,44,1,-1,9,5,36,17
43,1,42,1,-1,10,2,41,10
39,1,71,1,-1,5,1,22,1
40,1,34,1,-1,10,3,42,11
39,1,27,1,-1,11,4,46,16
40,1,67,1,-1,3,1,4,1
46,1,63,1,-1,3,1,4,1
46,4,36,1,-1,13,1,51,1
44,4,34,1,-1,13,2,51,8
43,1,55,1,-1,8,2,33,4
38,1,18,1,-1,12,8,47,20
36,1,17,1,-1,11,3,46,13
43,1,50,1,-1,5,1,22,1
46,1,49,1,-1,5,2,22,10
40,1,71,1,-1,8,4,34,16
43,1,71,1,-1,4,2,14,9
44,4,36,2,-1,10,2,41,10
44,4,35,1,-1,5,4,21,16
39,1,43,1,-1,3,1,4,1
43,1,45,1,-1,10,2,40,8
42,4,54,1,-1,11,3,46,13
39,4,51,1,-1,13,3,51,11
44,4,26,1,-1,9,1,36,2
43,4,25,1,-1,10,2,42,10
40,4,71,1,-1,8,1,32,1
44,1,30,1,-1,5,4,22,16
36,1,27,1,-1,9,3,38,14
36,1,36,1,-1,9,3,38,14
36,1,64,1,-1,9,3,38,14
46,1,36,4,22,9,2,36,4
40,1,63,1,-1,5,4,22,16
41,1,33,1,-1,8,1,34,1
42,1,35,1,-1,12,10,48,22
39,2,40,1,-1,8,1,32,2
43,4,65,1,-1,9,2,36,3
43,1,58,1,-1,12,1,49,2
39,1,34,1,-1,8,5,33,17
39,1,31,1,-1,11,10,46,22
39,1,34,1,-1,11,3,46,13
40,1,40,1,-1,9,2,36,3
40,1,27,1,-1,11,3,46,13
39,1,25,1,-1,11,1,46,1
43,1,40,1,-1,7,1,29,1
43,1,40,1,-1,9,5,36,17
43,4,33,1,-1,9,5,36,17
43,1,77,1,-1,8,4,34,16
45,1,58,1,-1,10,2,42,10
39,1,66,1,-1,8,1,34,1
43,1,41,4,2,9,2,36,9
44,1,50,1,-1,13,2,51,6
40,1,49,1,-1,8,1,32,2
40,1,63,1,-1,5,4,22,16
43,1,61,1,-1,12,1,49,1
43,1,23,1,-1,5,4,22,16
40,1,19,1,-1,5,5,22,17
40,1,19,1,-1,5,5,22,17
40,1,39,1,-1,9,2,36,7
39,1,40,1,-1,10,5,42,17
43,1,45,1,-1,8,1,32,2
44,1,51,1,-1,9,2,36,7
43,1,48,1,-1,4,1,13,1
42,1,43,1,-1,5,4,22,16
39,4,57,1,-1,11,5,45,17
43,4,38,1,-1,9,2,36,3
43,4,40,1,-1,3,1,4,1
43,1,28,1,-1,13,1,51,2
43,1,25,1,-1,7,2,26,9
41,1,61,1,-1,11,5,44,17
43,4,29,1,-1,11,1,46,1
43,4,26,1,-1,11,1,46,1
40,1,53,1,-1,12,4,47,16
40,1,50,1,-1,5,10,22,22
40,1,61,7,-1,4,3,10,14
40,1,63,1,-1,8,5,34,17
40,1,29,1,-1,6,10,23,22
40,1,31,2,-1,9,3,38,14
39,1,58,1,-1,9,2,38,6
39,1,63,1,-1,8,1,32,1
39,1,58,1,-1,3,7,4,19
39,1,57,1,-1,11,1,46,1
39,1,35,1,-1,5,10,22,22
39,1,35,1,-1,13,3,51,11
40,1,33,1,-1,10,2,41,10
46,4,55,1,-1,13,2,51,8
44,4,57,1,-1,10,2,42,10
43,1,54,1,-1,9,2,36,3
43,1,49,1,-1,10,2,42,10
46,1,52,1,-1,6,10,23,22
39,1,51,1,-1,9,3,38,12
39,1,20,4,10,5,5,22,17
43,1,63,1,-1,10,2,40,8
40,1,49,1,-1,3,7,4,19
43,1,38,1,-1,9,1,36,2
43,1,37,1,-1,9,1,36,1
44,1,31,1,-1,10,2,40,10
41,4,21,1,-1,11,4,44,16
42,4,30,1,-1,12,3,48,15
43,4,51,1,-1,10,3,41,12
43,1,46,1,-1,4,9,10,21
37,1,39,1,-1,4,4,14,16
39,1,45,1,-1,6,10,23,22
43,1,75,1,-1,12,2,47,4
43,1,36,1,-1,13,2,51,4
40,1,56,1,-1,13,7,51,19
43,1,51,1,-1,5,10,22,22
42,4,49,1,-1,12,8,47,20
42,2,33,1,-1,10,5,40,17
43,1,37,1,-1,3,1,4,1
42,1,42,1,-1,11,5,44,17
40,1,52,1,-1,10,1,43,1
40,1,21,1,-1,11,4,46,16
39,1,47,1,-1,5,10,22,22
39,1,59,1,-1,5,1,22,2
39,1,26,1,-1,6,10,23,22
43,1,45,1,-1,6,10,23,22
39,1,62,1,-1,4,10,9,22
43,1,43,1,-1,4,10,9,22
46,4,65,1,-1,10,2,41,10
46,4,66,1,-1,10,2,41,10
42,1,46,1,-1,8,1,34,1
42,1,42,1,-1,5,4,22,16
39,2,29,1,-1,5,8,22,20
44,1,57,1,-1,10,2,42,10
43,1,79,1,-1,13,3,51,11
43,2,57,1,-1,6,2,24,10
44,2,60,1,-1,11,2,44,9
43,4,49,1,-1,6,10,23,22
44,4,44,1,-1,10,2,40,8
42,2,65,7,-1,13,3,51,11
43,1,30,1,-1,6,2,24,4
40,1,30,1,-1,9,3,38,12
40,1,52,1,-1,3,7,4,19
40,1,22,1,-1,5,4,22,16
43,1,55,1,-1,9,1,36,1
43,1,47,1,-1,9,1,36,2
43,4,37,1,-1,10,2,41,10
43,4,38,1,-1,13,1,51,1
39,6,23,1,-1,5,4,22,16
39,1,23,4,6,6,10,23,22
34,1,56,1,-1,11,3,45,14
39,1,30,1,-1,10,3,42,13
42,1,26,1,-1,11,1,46,1
39,2,19,7,-1,5,4,22,16
43,1,45,1,-1,9,1,38,2
43,1,45,1,-1,9,2,36,3
43,1,36,1,-1,10,2,41,10
41,1,39,1,-1,13,3,51,12
40,4,45,1,-1,12,3,48,15
40,4,35,1,-1,4,9,20,21
44,1,59,1,-1,10,2,40,8
40,1,51,1,-1,6,5,23,17
34,1,47,1,-1,6,10,23,22
37,1,68,1,-1,5,10,21,22
39,1,20,1,-1,11,3,46,13
44,1,34,1,-1,4,1,13,1
39,1,34,1,-1,11,3,46,13
39,1,55,1,-1,12,9,48,21
39,1,30,1,-1,6,10,23,22
39,1,61,1,-1,13,3,51,14
43,1,47,1,-1,10,2,41,10
43,4,40,1,-1,6,5,23,17
44,4,38,1,-1,5,5,21,17
46,1,40,1,-1,5,2,22,10
39,6,52,1,-1,11,1,46,1
43,6,28,1,-1,11,3,44,15
40,2,63,1,-1,6,5,23,17
37,1,41,1,-1,11,1,46,1
35,2,53,1,-1,6,10,23,22
35,2,40,1,-1,12,10,47,22
39,2,48,1,-1,6,10,23,22
39,1,43,1,-1,8,1,32,1
44,1,47,1,-1,4,1,13,1
45,4,39,1,-1,10,2,41,10
46,4,39,1,-1,10,1,40,1
44,2,34,1,-1,10,2,40,8
39,2,58,1,-1,5,4,22,16
43,4,60,1,-1,10,4,40,16
43,1,59,1,-1,6,1,23,1
41,1,66,1,-1,3,7,4,19
40,8,21,1,-1,10,2,42,10
36,1,60,1,-1,5,4,22,16
43,1,45,1,-1,3,1,4,1
43,4,61,1,-1,8,2,33,4
44,1,31,1,-1,4,2,10,5
39,1,32,1,-1,4,2,16,3
40,4,63,1,-1,11,1,46,1
40,4,57,1,-1,11,1,46,1
43,4,26,4,30,11,5,46,17
35,1,61,3,15,3,7,4,19
39,1,35,1,-1,10,5,41,17
39,1,36,1,-1,13,3,51,15
43,1,35,1,-1,9,1,38,1
43,1,64,1,-1,10,2,40,8
46,1,56,1,-1,10,2,42,9
43,1,52,1,-1,9,2,36,3
39,1,47,1,-1,5,4,22,16
43,1,41,1,-1,7,2,25,3
43,4,46,2,-1,4,2,19,5
39,1,48,1,-1,3,8,4,20
38,2,59,1,-1,13,3,51,11
43,1,67,1,-1,5,4,22,16
46,8,29,1,-1,9,2,36,5
43,1,54,1,-1,11,9,45,21
43,1,60,1,-1,5,7,22,19
43,1,27,1,-1,5,8,22,20
46,4,77,1,-1,10,2,40,8
42,1,36,1,-1,10,5,40,17
39,1,47,1,-1,10,5,41,17
42,1,30,1,-1,5,4,22,16
37,1,51,1,-1,9,3,38,14
44,1,67,1,-1,12,2,49,9
39,4,64,1,-1,4,9,8,21
43,2,62,1,-1,4,2,8,4
43,1,57,1,-1,10,2,40,8
42,1,22,1,-1,11,3,46,13
39,1,42,1,-1,3,7,4,19
39,1,36,1,-1,6,10,23,22
39,1,36,1,-1,10,3,42,11
39,4,60,1,-1,10,3,41,14
43,4,60,1,-1,5,4,22,16
43,1,57,1,-1,9,1,38,2
34,1,59,1,-1,11,3,46,13
40,4,56,1,-1,11,1,46,1
40,4,58,1,-1,11,3,46,13
43,2,25,1,-1,7,1,25,2
43,1,29,1,-1,6,2,23,3
43,4,28,1,-1,9,5,36,17
39,4,67,2,-1,3,7,4,19
39,1,27,1,-1,11,3,45,14
39,1,39,1,-1,9,3,38,14
43,4,25,2,-1,9,2,36,3
43,1,46,1,-1,9,1,36,1
40,4,63,1,-1,6,5,23,17
46,1,54,1,-1,7,2,25,3
42,4,66,1,-1,13,3,51,11
43,4,57,1,-1,7,5,29,17
43,4,24,1,-1,9,1,36,2
43,1,30,1,-1,3,7,4,19
43,4,31,1,-1,4,1,19,2
44,4,64,1,-1,13,2,51,4
43,4,27,1,-1,8,4,34,16
43,1,52,1,-1,9,1,36,2
40,4,53,1,-1,10,1,42,1
33,1,64,1,-1,6,10,23,22
40,1,24,1,-1,3,7,4,19
39,1,24,1,-1,9,9,38,21
39,1,24,4,3,9,9,38,21
39,1,37,1,-1,5,6,21,18
39,1,46,4,3,8,3,34,14
44,4,33,1,-1,7,2,25,3
44,4,32,1,-1,4,2,8,3
43,4,34,1,-1,9,1,36,2
43,1,48,1,-1,8,2,32,3
39,1,33,1,-1,5,10,22,22
43,1,65,1,-1,7,2,26,9
45,1,70,1,-1,9,2,36,7
40,1,71,1,-1,10,5,41,17
44,4,37,1,-1,12,2,47,3
45,1,36,1,-1,9,2,36,3
43,4,24,1,-1,10,2,40,8
43,1,33,1,-1,3,1,4,2
39,1,43,1,-1,3,7,4,19
44,4,39,1,-1,9,1,36,1
43,4,25,1,-1,9,2,36,3
43,4,24,1,-1,9,2,36,3
43,4,25,1,-1,9,2,36,3
39,6,41,1,-1,3,10,4,22
43,4,25,1,-1,9,2,36,3
41,7,56,1,-1,4,9,6,21
42,3,52,1,-1,10,3,41,11
43,3,29,1,-1,5,4,22,16
41,4,41,2,-1,6,10,23,22
41,4,39,1,-1,6,10,23,22
43,4,65,1,-1,5,4,22,16
44,4,31,1,-1,9,2,36,3
44,4,29,1,-1,9,2,36,3
40,1,61,1,-1,4,2,8,3
40,4,67,1,-1,10,2,40,8
40,1,42,1,-1,8,4,34,16
43,1,33,1,-1,13,2,51,5
40,1,43,1,-1,9,4,38,16
44,4,32,1,-1,9,2,36,4
44,4,28,1,-1,9,2,36,3
43,4,50,1,-1,4,2,8,4
44,4,49,1,-1,9,1,36,2
44,1,51,1,-1,5,1,22,2
42,1,60,1,-1,4,5,8,17
42,1,64,1,-1,4,1,8,1
43,1,27,1,-1,11,1,45,1
39,1,61,1,-1,6,1,24,1
39,1,63,1,-1,9,3,38,14
43,4,24,1,-1,7,2,31,3
35,1,58,1,-1,9,3,38,14
39,1,23,1,-1,5,5,22,17
39,1,26,1,-1,9,3,38,14
40,4,20,1,-1,9,2,36,8
40,4,20,1,-1,10,3,42,12
40,1,23,1,-1,7,2,26,9
39,1,65,4,6,5,5,22,17
40,1,79,1,-1,9,1,38,1
39,1,39,1,-1,10,3,43,15
39,1,54,1,-1,6,10,23,22
39,1,48,1,-1,10,3,43,14
39,1,31,1,-1,13,8,51,20
40,1,33,1,-1,5,2,22,9
40,1,66,1,-1,12,1,49,1
39,1,75,1,-1,7,2,27,9
40,1,55,1,-1,12,3,48,11
44,1,78,1,-1,10,2,40,8
44,1,49,1,-1,5,10,21,22
40,1,68,1,-1,10,5,40,17
44,8,32,1,-1,7,2,27,9
44,1,33,1,-1,7,1,31,2
43,1,35,1,-1,4,1,15,1
43,1,34,1,-1,8,1,32,2
44,1,54,1,-1,4,1,19,1
43,1,50,1,-1,10,2,40,8
40,1,20,3,17,10,3,40,15
45,4,55,1,-1,10,2,42,10
45,4,54,1,-1,8,1,32,2
43,1,56,1,-1,12,5,49,17
40,1,53,1,-1,4,4,13,16
40,1,29,6,-1,4,9,6,21
40,1,26,1,-1,5,1,22,2
40,1,26,1,-1,4,1,7,2
40,1,80,1,-1,8,1,33,2
43,1,78,1,-1,10,2,40,3
44,1,54,1,-1,5,2,22,9
43,1,52,1,-1,5,2,22,9
35,1,50,1,-1,4,9,11,21
33,1,51,1,-1,4,9,13,21
36,1,52,3,1,4,10,14,22
39,1,29,1,-1,3,8,4,20
39,1,25,1,-1,10,2,43,6
31,1,48,1,-1,1,6,1,18
43,1,55,1,-1,4,1,7,1
40,1,55,1,-1,4,1,7,1
37,1,17,1,-1,11,3,46,13
43,1,34,4,64,11,3,46,13
43,1,34,1,-1,9,2,38,9
39,1,29,1,-1,11,3,46,13
40,1,26,1,-1,10,1,42,1
40,1,25,1,-1,10,2,42,10
40,1,62,1,-1,6,5,23,17
40,1,40,1,-1,9,5,36,17
39,1,50,1,-1,12,7,49,19
44,4,57,1,-1,13,2,51,4
44,4,55,1,-1,10,2,40,8
43,1,36,1,-1,13,1,51,2
43,1,30,1,-1,13,1,51,1
42,1,36,1,-1,9,1,36,2
39,1,30,1,-1,10,1,40,2
37,1,53,1,-1,3,7,4,19
44,4,28,1,-1,4,2,15,3
39,1,63,1,-1,7,10,25,22
39,7,49,1,-1,6,10,23,22
42,1,42,1,-1,9,5,38,17
43,1,42,1,-1,7,1,29,2
43,1,68,1,-1,4,1,10,1
39,1,34,1,-1,11,1,46,1
39,1,41,1,-1,3,1,4,1
39,1,37,1,-1,3,5,4,17
39,1,34,1,-1,3,5,4,17
43,1,69,1,-1,1,10,1,22
39,4,39,1,-1,6,2,23,10
40,4,36,1,-1,6,3,23,13
40,1,32,1,-1,5,7,22,19
39,1,65,1,-1,1,10,1,22
33,1,51,1,-1,5,10,21,22
33,1,55,1,-1,9,10,39,22
39,2,43,1,-1,6,10,23,22
43,1,30,1,-1,10,4,42,16
43,1,34,1,-1,4,4,12,16
44,1,28,1,-1,10,2,40,8
44,1,59,1,-1,9,1,36,2
44,1,47,1,-1,8,1,32,1
43,1,54,1,-1,8,5,32,17
40,1,23,1,-1,8,1,32,2
40,1,20,1,-1,11,3,46,13
39,1,47,1,-1,8,1,34,1
37,1,18,1,-1,5,4,22,16
44,1,71,3,1,9,1,36,2
43,1,42,1,-1,5,8,22,20
40,1,21,1,-1,12,3,48,15
43,1,45,1,-1,10,3,42,11
43,1,42,1,-1,8,2,32,3
43,1,41,1,-1,10,2,40,8
44,1,48,2,-1,13,1,51,2
43,1,35,1,-1,10,2,42,10
44,2,43,1,-1,10,2,40,8
44,2,47,1,-1,2,2,3,3
43,1,60,1,-1,9,1,36,2
42,1,61,2,-1,8,1,34,2
42,1,62,1,-1,13,3,51,12
39,4,18,1,-1,9,3,38,12
39,1,51,1,-1,3,7,4,19
43,1,51,1,-1,10,2,40,8
39,1,26,1,-1,3,7,4,19
39,1,21,1,-1,3,7,4,19
39,1,19,1,-1,11,3,44,15
45,1,52,1,-1,8,4,34,16
43,1,66,1,-1,10,2,40,8
39,1,43,1,-1,3,1,4,1
43,1,33,1,-1,11,1,45,1
43,1,38,1,-1,3,1,4,1
43,1,29,1,-1,12,5,49,17
43,6,30,1,-1,9,3,38,14
43,1,31,1,-1,3,1,4,1
43,1,33,7,-1,3,7,4,19
43,1,85,1,-1,9,1,38,1
43,1,62,1,-1,9,3,38,14
40,1,60,1,-1,10,3,41,11
43,1,73,2,-1,3,1,4,1
41,1,39,1,-1,3,1,4,1
43,1,31,1,-1,8,1,32,2
43,1,53,1,-1,10,1,40,1
43,1,54,1,-1,9,2,36,3
39,1,32,1,-1,1,6,1,18
40,1,58,1,-1,3,1,4,1
44,1,71,5,-1,9,1,36,2
41,1,41,2,-1,6,8,23,20
43,1,42,1,-1,8,1,32,2
43,1,32,1,-1,11,2,44,9
43,1,31,1,-1,5,4,21,16
42,1,23,1,-1,12,3,50,15
43,1,29,1,-1,8,1,33,1
40,1,63,1,-1,10,5,41,17
39,1,33,1,-1,3,1,4,1
43,1,31,1,-1,13,3,51,12
44,1,30,2,-1,4,9,10,21
43,1,31,2,-1,13,1,51,1
39,1,35,1,-1,4,1,14,1
39,5,39,1,-1,11,3,45,13
43,5,31,1,-1,11,3,45,13
41,4,40,1,-1,10,9,41,21
39,4,36,1,-1,10,3,42,11
43,9,47,1,-1,13,5,51,17
43,1,49,1,-1,13,2,51,8
43,9,24,1,-1,13,1,51,1
39,9,18,1,-1,11,3,46,13
40,9,20,1,-1,3,7,4,19
43,1,44,1,-1,5,4,22,16
43,1,69,1,-1,10,2,42,10
40,4,59,1,-1,10,3,42,11
41,4,65,1,-1,10,2,42,10
40,4,20,1,-1,10,2,40,5
43,4,36,1,-1,5,4,21,16
43,4,43,1,-1,5,4,21,16
43,4,32,1,-1,8,4,34,16
42,1,32,1,-1,10,2,41,10
41,4,30,3,2,3,7,4,19
43,1,61,1,-1,10,2,42,10
43,15,61,1,-1,13,2,51,7
44,15,25,1,-1,4,9,14,21
40,5,52,1,-1,8,4,35,16
43,5,25,1,-1,5,10,22,22
43,1,85,1,-1,9,1,36,2
39,1,80,1,-1,11,2,44,9
39,8,35,1,-1,9,2,36,10
38,15,36,1,-1,3,7,4,19
40,4,49,1,-1,11,3,46,13
45,4,35,1,-1,9,2,36,7
39,21,51,6,-1,4,9,13,21
40,1,20,1,-1,6,5,23,17
41,5,46,1,-1,5,10,22,22
43,5,61,1,-1,8,5,32,17
33,4,59,1,-1,4,10,16,22
35,4,17,1,-1,7,4,26,16
43,4,53,1,-1,10,2,40,8
40,5,59,1,-1,10,5,40,17
40,1,80,1,-1,12,3,50,14
40,4,54,1,-1,5,4,22,16
43,8,32,1,-1,3,2,4,4
46,1,64,1,-1,10,2,42,10
44,4,57,1,-1,4,8,13,20
43,4,33,1,-1,3,1,4,1
43,5,67,1,-1,12,2,49,9
44,1,74,3,3,10,2,40,8
43,8,34,1,-1,10,2,40,8
39,4,69,1,-1,5,10,22,22
43,4,74,1,-1,9,5,36,17
41,4,68,1,-1,12,7,47,19
39,5,51,1,-1,3,7,4,19
39,5,36,1,-1,3,7,4,19
39,5,29,1,-1,3,7,4,19
39,5,25,1,-1,3,7,4,19
39,5,32,1,-1,10,3,42,11
39,5,45,1,-1,3,7,4,19
39,5,34,1,-1,3,7,4,19
41,4,52,1,-1,5,4,22,16
39,4,57,2,-1,11,3,45,14
33,4,61,1,-1,11,3,45,14
39,4,61,1,-1,11,3,46,14
43,1,36,1,-1,11,2,44,9
43,4,64,1,-1,11,1,46,1
43,4,59,1,-1,10,2,40,8
39,4,65,1,-1,10,3,40,14
40,8,66,1,-1,8,4,34,16
40,15,66,1,-1,8,4,34,16
40,21,36,1,-1,10,2,43,8
44,1,55,1,-1,9,1,38,1
43,1,50,1,-1,9,1,36,2
43,4,43,1,-1,11,3,45,13
43,1,47,1,-1,10,10,42,22
43,1,80,1,-1,4,2,5,9
42,2,57,1,-1,4,9,11,21
34,6,15,1,-1,11,3,46,13
43,1,23,1,-1,4,1,8,1
43,1,22,1,-1,4,1,19,2
43,1,51,1,-1,4,9,7,21
39,1,50,1,-1,5,4,21,16
40,1,50,1,-1,13,5,51,17
43,1,26,1,-1,5,4,22,16
41,1,28,1,-1,12,3,48,15
40,1,23,1,-1,10,1,42,1
39,1,25,1,-1,3,8,4,20
43,1,51,1,-1,10,2,40,8
44,1,49,1,-1,9,10,39,22
43,1,23,1,-1,8,2,32,3
43,1,24,1,-1,9,2,36,10
39,1,68,1,-1,5,5,22,17
40,1,69,1,-1,3,1,4,1
39,1,46,1,-1,10,2,42,10
40,1,66,1,-1,6,1,23,1
40,1,67,1,-1,10,5,41,17
43,1,36,2,-1,10,2,40,7
43,1,38,1,-1,8,5,33,17
46,1,42,1,-1,10,2,40,8
43,1,35,1,-1,5,4,22,16
43,1,45,1,-1,12,3,48,11
43,1,32,1,-1,3,1,4,1
39,1,30,1,-1,9,2,36,7
40,1,26,1,-1,13,3,51,12
43,1,40,1,-1,10,1,40,1
43,4,38,1,-1,9,1,36,2
43,8,27,1,-1,9,2,36,3
43,1,26,1,-1,10,2,40,5
42,1,62,1,-1,6,10,23,22
39,1,54,1,-1,10,3,42,14
43,1,39,1,-1,13,1,51,1
42,1,61,1,-1,9,10,38,22
43,1,64,1,-1,11,1,46,1
44,1,51,1,-1,5,10,22,22
40,1,73,1,-1,5,10,21,22
37,1,19,1,-1,11,3,46,13
44,1,43,1,-1,10,1,40,1
43,1,39,1,-1,9,2,36,4
39,1,33,1,-1,5,4,22,16
39,1,53,1,-1,4,8,14,20
39,1,52,1,-1,4,2,14,8
38,1,34,1,-1,4,8,14,20
42,1,70,1,-1,4,8,20,20
39,1,63,1,-1,4,9,19,21
39,1,67,1,-1,11,3,46,13
43,1,39,1,-1,5,4,22,16
43,1,37,1,-1,9,5,36,17
41,1,39,1,-1,5,1,22,2
39,1,54,1,-1,4,1,20,2
39,1,54,1,-1,5,1,22,1
43,1,44,1,-1,10,5,41,17
41,1,35,1,-1,12,3,48,15
40,1,59,1,-1,8,4,34,16
43,1,51,1,-1,10,1,40,1
40,1,72,1,-1,1,1,1,1
43,1,44,1,-1,10,5,40,17
39,1,53,1,-1,10,2,41,10
39,1,60,1,-1,10,3,40,14
39,1,51,1,-1,6,1,23,1
43,1,46,1,-1,10,2,41,10
41,1,50,1,-1,9,5,38,17
39,1,54,1,-1,9,3,38,14
42,1,64,1,-1,9,2,36,7
43,1,41,1,-1,9,1,36,2
43,1,42,1,-1,9,1,36,1
39,1,20,7,-1,10,2,43,8
39,1,32,1,-1,4,9,14,21
41,1,46,1,-1,4,2,14,4
40,1,36,1,-1,3,1,4,2
39,1,29,1,-1,3,7,4,19
39,1,35,1,-1,5,5,21,17
39,1,28,1,-1,5,4,21,16
39,1,68,1,-1,11,3,44,15
40,1,65,1,-1,5,3,22,14
43,1,36,1,-1,9,2,36,9
43,2,34,1,-1,10,1,40,1
39,2,52,1,-1,10,3,42,11
44,2,37,4,8,8,2,32,6
44,1,54,1,-1,10,2,40,8
40,2,41,1,-1,8,1,32,1
44,1,40,1,-1,10,2,40,8
41,1,20,1,-1,10,3,42,11
43,1,49,1,-1,8,1,34,2
43,1,49,1,-1,5,4,22,16
43,4,31,1,-1,9,1,36,2
43,1,40,1,-1,4,1,19,2
43,1,39,1,-1,4,5,19,17
43,1,35,1,-1,8,1,32,1
44,1,33,1,-1,4,1,19,2
43,1,40,1,-1,11,1,44,1
44,2,69,1,-1,10,2,40,6
43,1,64,1,-1,13,2,51,4
42,2,43,1,-1,4,9,9,21
43,2,76,1,-1,10,3,42,11
43,2,78,1,-1,8,1,34,1
44,1,31,1,-1,9,1,36,1
41,1,50,3,1,6,10,23,22
43,1,40,1,-1,11,1,45,1
44,1,29,1,-1,10,2,42,10
43,1,30,1,-1,9,4,36,16
43,6,29,1,-1,11,2,45,9
39,1,33,1,-1,6,10,23,22
