pesex,peeduca,prtage,pemlr,prunedur,prmjind1,prmjocc1,prdtind1,prdtocc1
1,39,21,1,-1,5,4,22,16
1,39,42,1,-1,2,5,3,17
2,42,34,1,-1,10,2,43,6
1,40,39,1,-1,9,4,36,16
1,39,20,1,-1,11,3,46,13
2,40,22,1,-1,11,3,46,13
1,40,52,1,-1,13,2,51,3
2,39,55,1,-1,13,5,51,17
1,45,40,1,-1,9,2,36,7
2,45,37,1,-1,9,2,36,7
2,43,41,1,-1,5,4,22,16
2,44,47,1,-1,13,2,51,8
2,43,24,1,-1,10,2,42,10
2,39,57,1,-1,11,3,46,13
2,40,18,1,-1,5,4,22,16
2,44,74,1,-1,13,2,51,8
2,43,48,1,-1,10,2,43,6
2,37,17,1,-1,11,3,46,13
1,39,40,1,-1,4,9,6,21
2,39,53,1,-1,11,3,46,13
2,42,46,1,-1,10,2,42,10
1,39,46,1,-1,7,2,26,3
1,40,20,1,-1,10,3,43,15
1,44,60,1,-1,13,2,51,5
2,43,44,1,-1,9,2,36,3
1,43,49,1,-1,4,1,19,1
2,40,39,1,-1,10,5,41,17
2,37,52,1,-1,11,3,46,13
1,39,45,1,-1,4,9,10,21
1,39,36,1,-1,1,6,1,18
2,39,33,1,-1,10,3,40,13
1,43,28,1,-1,10,2,40,8
2,41,27,1,-1,10,2,40,10
1,39,62,1,-1,6,8,24,20
2,39,60,1,-1,4,1,19,1
2,39,42,1,-1,10,2,40,8
2,39,35,1,-1,4,9,16,21
1,39,36,1,-1,9,3,38,14
2,41,22,1,-1,10,5,42,17
1,41,25,1,-1,3,7,4,19
2,44,49,1,-1,10,2,40,8
1,33,54,1,-1,5,8,22,20
2,39,50,1,-1,5,10,21,22
1,39,64,1,-1,4,9,6,21
1,43,27,1,-1,4,5,9,17
1,43,30,1,-1,4,1,6,1
1,43,27,1,-1,6,1,23,1
1,44,38,1,-1,10,2,40,6
1,43,55,1,-1,13,5,51,17
1,45,69,1,-1,10,2,41,10
1,40,43,1,-1,13,3,51,12
1,40,37,1,-1,9,2,36,3
2,42,39,1,-1,10,2,40,8
1,43,73,1,-1,6,10,23,22
1,40,41,1,-1,4,5,16,17
2,40,33,1,-1,5,4,22,16
1,44,29,1,-1,3,2,4,4
1,42,46,1,-1,5,2,21,3
2,40,47,1,-1,3,5,4,17
1,39,52,1,-1,3,7,4,19
2,40,75,1,-1,10,2,41,10
2,40,49,1,-1,10,2,43,8
2,44,55,2,-1,10,2,40,8
1,43,69,2,-1,6,9,23,21
1,42,34,1,-1,5,4,22,16
1,40,45,1,-1,7,2,27,3
1,43,75,1,-1,13,5,51,17
2,43,75,1,-1,9,1,36,2
1,34,45,1,-1,11,3,46,13
2,40,44,1,-1,11,1,46,1
1,40,50,1,-1,3,7,4,19
1,39,41,1,-1,4,1,7,2
1,40,25,1,-1,4,9,7,21
2,40,25,1,-1,5,5,22,17
2,44,41,1,-1,10,2,40,8
2,39,34,1,-1,13,6,51,18
2,42,52,1,-1,10,2,42,10
1,37,76,1,-1,9,8,38,20
2,39,66,1,-1,11,3,46,13
2,46,59,1,-1,13,2,51,7
1,46,60,1,-1,9,2,36,7
1,40,48,1,-1,5,1,22,1
1,44,43,1,-1,9,1,36,1
2,44,39,1,-1,10,2,40,8
2,39,32,1,-1,11,1,45,1
1,38,31,1,-1,9,1,38,1
2,44,55,1,-1,12,1,49,1
2,41,71,2,-1,13,2,51,6
1,40,29,1,-1,4,3,13,12
2,45,28,1,-1,10,2,40,10
2,43,31,1,-1,10,2,41,10
1,44,37,1,-1,13,2,51,10
2,45,53,1,-1,9,2,36,7
1,45,48,1,-1,13,2,51,7
1,43,33,1,-1,9,2,36,3
2,45,33,1,-1,13,2,51,7
2,44,29,1,-1,10,2,41,10
1,44,30,1,-1,9,5,36,17
2,40,74,1,-1,9,3,36,15
1,43,46,1,-1,4,2,17,3
1,44,41,1,-1,13,3,51,12
1,44,33,1,-1,13,2,51,5
1,44,53,1,-1,9,1,37,1
2,44,46,1,-1,4,1,15,1
1,45,68,1,-1,9,2,36,7
2,46,35,1,-1,10,5,43,17
2,43,22,1,-1,13,1,51,1
2,39,29,1,-1,10,3,40,15
2,35,41,4,9,10,2,40,8
2,43,23,1,-1,13,2,51,5
2,43,23,1,-1,13,2,51,7
1,43,27,1,-1,13,2,51,9
1,44,36,1,-1,8,2,32,5
2,44,31,1,-1,13,5,51,17
2,44,32,1,-1,8,1,32,1
1,43,39,1,-1,13,2,51,3
2,44,40,1,-1,13,2,51,6
1,43,40,1,-1,8,2,32,3
1,44,50,1,-1,9,2,36,7
2,44,45,1,-1,10,2,40,8
1,43,30,1,-1,8,1,32,2
2,43,30,1,-1,9,2,36,3
1,40,33,1,-1,12,8,47,20
2,42,34,1,-1,10,1,43,1
2,40,65,1,-1,10,2,42,10
2,39,65,1,-1,13,5,51,17
1,39,35,1,-1,6,5,23,17
2,40,37,4,8,5,4,22,16
1,43,44,1,-1,5,4,21,16
1,43,36,1,-1,4,2,19,3
2,44,32,1,-1,10,2,40,8
2,39,58,1,-1,1,5,2,17
1,38,68,1,-1,1,9,2,21
2,36,48,1,-1,11,3,44,13
2,37,19,1,-1,11,3,44,14
1,40,71,1,-1,5,4,22,16
1,39,60,1,-1,6,10,23,22
2,43,58,1,-1,13,2,51,6
1,39,61,1,-1,12,1,47,1
1,39,17,1,-1,5,3,22,13
1,36,59,1,-1,9,7,36,19
1,39,23,1,-1,5,10,22,22
1,43,62,1,-1,3,1,4,1
2,40,62,1,-1,5,5,22,17
1,39,66,1,-1,9,8,38,20
1,43,28,1,-1,8,4,33,16
1,44,49,1,-1,6,1,24,2
2,44,41,1,-1,9,1,36,2
2,44,47,1,-1,10,2,40,8
1,39,44,1,-1,6,10,23,22
1,39,26,1,-1,12,8,49,20
1,40,39,1,-1,5,4,21,16
2,41,62,1,-1,3,5,4,17
2,42,60,1,-1,10,5,41,17
2,41,80,1,-1,10,3,42,11
2,39,23,1,-1,5,9,22,21
2,39,28,1,-1,11,3,46,13
1,39,29,1,-1,1,6,1,18
1,39,48,1,-1,1,10,2,22
2,42,58,1,-1,5,4,22,16
2,40,36,1,-1,9,1,38,1
1,39,43,1,-1,9,1,36,2
2,34,15,1,-1,11,3,46,13
1,39,49,1,-1,4,10,10,22
2,44,48,1,-1,10,2,40,8
2,40,24,1,-1,10,3,40,12
2,43,27,1,-1,10,3,42,11
2,43,48,2,-1,10,3,42,11
1,39,58,4,1,3,7,4,19
2,39,55,1,-1,5,4,22,16
2,43,29,1,-1,10,2,41,10
2,44,54,1,-1,10,1,40,1
1,43,63,1,-1,3,1,4,1
2,44,57,1,-1,3,1,4,1
1,44,50,1,-1,4,1,13,1
2,46,49,1,-1,10,2,40,8
2,45,47,1,-1,10,2,41,10
1,45,53,1,-1,9,1,36,1
2,43,52,1,-1,9,1,36,1
1,44,40,1,-1,9,2,38,3
2,46,46,3,1,9,2,36,7
2,43,30,1,-1,10,2,41,10
2,43,42,1,-1,11,2,44,9
1,43,41,1,-1,9,2,36,3
1,39,67,1,-1,6,8,24,20
1,39,43,1,-1,3,7,4,19
2,38,21,1,-1,11,3,44,14
2,39,30,1,-1,12,3,49,11
2,37,39,1,-1,11,3,46,13
2,43,29,1,-1,9,5,36,17
2,43,28,1,-1,8,1,32,1
1,37,54,1,-1,6,1,23,1
2,43,32,1,-1,9,1,36,2
1,43,30,1,-1,9,1,36,1
1,44,28,1,-1,9,1,36,2
2,44,27,1,-1,10,2,40,8
2,43,23,1,-1,8,2,32,3
1,43,23,1,-1,9,1,36,2
1,39,53,1,-1,12,8,47,20
2,44,64,1,-1,11,2,44,5
1,43,62,1,-1,10,2,40,8
1,40,56,1,-1,4,9,6,21
2,39,36,1,-1,10,2,43,8
2,36,16,1,-1,11,4,46,16
1,39,56,1,-1,12,8,47,20
1,43,34,1,-1,5,4,22,16
2,39,65,1,-1,4,5,14,17
1,39,30,1,-1,4,10,7,22
2,39,56,1,-1,11,3,45,14
2,46,35,1,-1,10,2,42,10
1,39,36,1,-1,4,1,6,1
1,39,57,1,-1,9,3,38,14
2,43,54,1,-1,10,2,40,8
1,43,56,1,-1,6,1,24,1
2,42,56,1,-1,13,5,51,17
1,39,62,1,-1,3,7,4,19
1,39,38,4,109,4,2,17,9
2,39,48,1,-1,4,9,12,21
1,39,37,1,-1,4,9,11,21
2,39,38,1,-1,11,4,46,16
2,44,48,1,-1,5,1,22,1
1,43,40,1,-1,4,2,10,4
2,44,39,1,-1,10,2,40,8
1,39,34,1,-1,4,9,14,21
1,43,25,1,-1,10,2,40,8
2,43,24,1,-1,10,2,40,8
1,41,31,1,-1,6,10,23,22
1,39,55,1,-1,5,10,22,22
2,40,54,1,-1,10,3,41,11
1,40,23,1,-1,5,5,22,17
1,39,31,1,-1,6,9,24,21
2,39,36,1,-1,9,9,38,21
1,39,39,1,-1,3,7,4,19
2,42,39,1,-1,5,4,21,16
2,40,41,1,-1,10,3,42,11
1,40,41,1,-1,5,10,22,22
1,39,18,1,-1,9,3,38,14
2,40,49,1,-1,6,5,24,17
2,39,19,1,-1,11,4,46,16
2,43,25,1,-1,10,2,40,8
2,40,43,1,-1,10,3,42,11
2,32,68,1,-1,11,3,46,13
1,32,66,1,-1,11,3,46,13
1,43,64,4,15,12,2,49,6
2,44,61,1,-1,10,2,40,8
1,43,33,1,-1,4,9,15,21
2,42,32,1,-1,10,2,41,10
2,42,62,1,-1,5,5,22,17
1,44,34,4,6,9,2,36,3
2,43,36,1,-1,10,3,42,11
1,43,42,1,-1,8,1,32,2
2,43,40,1,-1,11,1,44,2
1,43,30,1,-1,10,2,40,3
2,44,29,1,-1,10,2,41,6
2,42,45,1,-1,9,1,36,1
1,43,37,1,-1,13,3,51,12
2,43,31,1,-1,4,1,19,2
2,46,61,1,-1,8,2,33,7
1,44,65,1,-1,8,1,32,1
2,43,32,1,-1,9,2,36,3
1,44,32,1,-1,7,2,31,3
1,44,37,1,-1,9,1,36,2
1,39,21,7,-1,10,2,40,8
1,43,44,1,-1,11,2,44,9
2,43,44,1,-1,11,3,44,13
2,46,61,1,-1,10,2,40,8
1,44,47,1,-1,4,1,19,2
2,44,47,1,-1,10,2,40,5
1,39,56,1,-1,8,10,35,22
2,39,27,4,39,10,2,40,9
1,43,60,1,-1,13,3,51,12
2,43,56,2,-1,13,1,51,1
1,39,49,1,-1,6,10,24,22
1,36,30,1,-1,1,6,1,18
1,33,37,1,-1,1,6,1,18
1,43,36,1,-1,1,6,1,18
1,33,30,1,-1,1,1,1,1
1,39,49,1,-1,3,7,4,19
1,38,25,4,10,9,5,36,17
2,40,26,1,-1,3,4,4,16
1,39,69,1,-1,9,3,38,14
2,39,66,5,-1,4,9,10,21
2,43,37,1,-1,10,2,42,10
1,43,33,1,-1,5,10,22,22
1,46,77,1,-1,10,2,40,8
1,39,58,1,-1,6,8,24,20
2,43,60,1,-1,6,1,24,1
1,43,67,1,-1,5,2,22,10
1,39,29,1,-1,4,8,5,20
2,39,27,1,-1,10,5,41,17
1,39,80,1,-1,4,10,16,22
1,44,35,2,-1,5,2,22,4
2,44,34,2,-1,9,2,38,3
2,39,39,4,39,5,4,22,16
2,39,63,1,-1,4,9,10,21
1,39,61,4,39,12,9,47,21
1,33,37,1,-1,9,3,38,14
2,39,44,1,-1,4,10,9,22
2,44,33,1,-1,10,1,41,1
1,43,38,1,-1,10,1,40,1
2,44,33,1,-1,13,1,51,1
1,35,49,1,-1,4,10,19,22
1,39,42,1,-1,10,3,40,14
1,39,54,1,-1,3,7,4,19
2,43,65,1,-1,10,2,40,8
2,39,28,1,-1,6,9,23,21
1,39,32,1,-1,4,9,10,21
1,43,58,2,-1,9,3,38,14
2,43,24,1,-1,11,2,44,8
1,43,24,1,-1,13,2,51,6
1,39,58,1,-1,5,4,22,16
2,40,53,1,-1,6,2,23,3
1,41,23,1,-1,5,8,22,20
2,42,40,1,-1,5,4,22,16
1,39,43,3,1,3,7,4,19
1,46,58,1,-1,10,2,41,5
1,46,36,1,-1,10,2,41,9
2,43,47,1,-1,9,1,36,2
1,43,31,1,-1,9,2,36,4
1,39,52,1,-1,3,1,4,1
2,43,47,1,-1,9,5,36,17
2,42,59,1,-1,9,2,36,7
1,43,39,1,-1,9,2,36,4
2,43,36,1,-1,13,2,51,5
1,41,57,1,-1,12,1,49,1
2,44,58,1,-1,10,1,40,1
2,44,27,1,-1,9,5,36,17
1,44,48,7,-1,7,2,28,3
2,43,50,1,-1,10,3,41,14
1,43,25,1,-1,5,1,22,1
1,43,31,1,-1,8,1,32,2
2,46,32,1,-1,5,2,22,10
1,39,69,1,-1,3,7,4,19
2,43,56,1,-1,9,1,36,2
2,40,57,2,-1,5,4,22,16
1,39,60,1,-1,5,4,22,16
2,39,68,1,-1,4,9,11,21
1,40,30,1,-1,12,2,49,6
1,39,22,1,-1,5,10,22,22
1,36,19,1,-1,5,10,22,22
2,39,21,4,4,11,3,45,14
1,39,41,1,-1,3,7,4,19
2,42,48,1,-1,10,2,40,8
1,34,40,1,-1,11,3,46,13
2,36,29,1,-1,9,10,36,22
1,35,31,1,-1,4,9,19,21
1,44,25,1,-1,11,3,44,12
1,40,19,1,-1,5,10,22,22
2,40,49,1,-1,13,3,51,13
1,43,26,1,-1,10,2,40,8
2,39,71,1,-1,12,8,47,20
1,42,41,1,-1,5,8,22,20
2,39,45,1,-1,11,3,46,13
1,39,53,1,-1,2,7,3,19
2,39,52,1,-1,11,3,46,13
2,39,22,1,-1,5,10,22,22
2,45,55,1,-1,9,2,36,7
1,44,56,1,-1,10,5,41,17
1,39,29,1,-1,5,4,22,16
1,39,34,1,-1,4,5,14,17
2,44,32,1,-1,10,2,40,8
1,41,24,1,-1,6,2,24,4
2,43,41,1,-1,8,1,34,2
1,39,56,1,-1,11,4,45,16
2,39,53,1,-1,5,4,22,16
2,44,85,1,-1,9,2,36,7
1,44,85,1,-1,9,2,36,7
1,44,80,1,-1,10,2,40,4
2,44,80,1,-1,10,2,43,6
1,40,45,1,-1,6,1,23,1
2,39,52,1,-1,10,5,42,17
1,39,32,1,-1,9,5,36,17
2,39,33,1,-1,10,5,42,17
1,39,63,1,-1,13,3,51,14
1,39,41,1,-1,6,5,23,17
2,43,39,1,-1,10,2,42,8
1,41,36,1,-1,10,2,40,8
2,39,43,1,-1,11,3,46,13
2,35,16,1,-1,11,3,46,13
2,42,51,1,-1,10,3,43,13
1,42,52,1,-1,8,10,35,22
1,39,63,1,-1,5,4,21,16
2,43,26,1,-1,10,2,40,4
1,39,53,1,-1,6,10,24,22
1,39,64,1,-1,2,7,3,19
1,39,57,1,-1,8,4,34,16
1,40,62,1,-1,11,2,44,9
2,40,63,1,-1,6,10,23,22
1,39,64,1,-1,12,9,47,21
2,42,33,7,-1,12,2,48,10
1,39,36,1,-1,13,2,51,6
2,43,66,2,-1,12,2,49,9
2,39,42,1,-1,11,5,44,17
1,40,50,1,-1,11,2,45,3
1,44,41,1,-1,10,2,40,8
2,43,39,1,-1,10,2,40,8
1,41,36,1,-1,11,3,45,12
2,43,39,1,-1,9,5,36,17
2,40,42,1,-1,12,3,48,15
1,43,54,1,-1,11,3,44,15
2,40,22,1,-1,5,4,22,16
2,43,40,1,-1,10,1,41,2
1,39,73,1,-1,13,1,51,2
2,39,60,1,-1,11,3,46,13
2,42,40,1,-1,3,1,4,1
1,39,47,1,-1,3,1,4,1
2,36,18,1,-1,5,4,22,16
1,43,34,1,-1,5,2,21,4
2,42,85,1,-1,10,5,40,17
2,42,42,1,-1,5,1,22,1
1,43,25,1,-1,10,10,40,22
2,43,44,1,-1,10,2,41,10
1,46,51,1,-1,4,2,10,4
2,42,51,1,-1,9,2,36,7
1,39,54,1,-1,6,1,24,2
1,40,74,1,-1,5,4,21,16
1,39,66,1,-1,4,10,20,22
1,43,47,1,-1,9,2,36,4
2,43,44,1,-1,1,6,1,18
2,40,68,1,-1,10,3,42,11
1,40,37,1,-1,1,1,1,1
1,43,61,1,-1,8,1,32,2
2,42,63,1,-1,10,1,40,1
1,44,53,1,-1,9,2,36,3
2,44,51,1,-1,13,5,51,17
1,44,54,1,-1,13,1,51,2
2,46,49,1,-1,13,1,51,2
1,42,25,1,-1,6,5,23,17
1,39,29,4,7,10,3,42,11
2,39,20,1,-1,5,10,22,22
1,44,34,1,-1,9,2,36,3
2,44,26,1,-1,9,1,36,2
1,43,26,1,-1,9,1,36,2
1,40,60,1,-1,3,7,4,19
1,39,55,1,-1,11,1,46,1
2,39,44,1,-1,4,4,7,16
1,40,22,1,-1,6,7,24,19
1,44,45,1,-1,5,10,22,22
2,44,42,1,-1,12,3,48,15
1,40,33,1,-1,2,2,3,5
2,36,38,1,-1,11,3,46,13
1,36,43,1,-1,11,3,46,13
2,40,74,1,-1,10,3,43,15
1,40,29,1,-1,5,4,22,16
1,35,85,5,-1,5,3,22,14
1,38,59,1,-1,5,3,22,14
2,33,51,1,-1,4,9,13,21
2,40,21,1,-1,10,3,42,11
1,40,28,1,-1,11,4,46,16
2,37,17,1,-1,5,5,22,17
1,44,40,1,-1,7,1,26,1
1,43,43,1,-1,11,1,44,2
2,43,38,1,-1,11,1,45,2
2,40,59,1,-1,10,5,41,17
1,33,46,1,-1,3,7,4,19
1,39,29,1,-1,3,7,4,19
1,40,26,1,-1,3,7,4,19
2,42,54,1,-1,10,5,40,17
2,46,52,1,-1,10,2,40,8
2,40,56,1,-1,5,5,22,17
1,40,32,1,-1,6,10,23,22
2,43,30,1,-1,7,2,27,9
2,43,38,1,-1,10,4,40,16
1,43,43,1,-1,6,1,23,1
2,42,70,5,-1,10,2,42,10
1,45,69,1,-1,10,2,41,10
2,45,31,1,-1,10,2,42,10
1,40,51,1,-1,5,4,22,16
1,39,47,1,-1,12,9,47,21
1,40,27,1,-1,5,4,22,16
2,40,28,1,-1,5,4,22,16
1,39,49,1,-1,1,1,1,1
1,40,19,1,-1,11,3,46,13
2,40,19,1,-1,5,4,22,16
1,42,28,1,-1,5,4,22,16
1,40,80,1,-1,5,8,22,20
1,32,63,1,-1,3,7,4,19
2,43,45,1,-1,11,3,45,14
1,35,37,1,-1,5,4,21,16
1,35,35,1,-1,12,8,47,20
1,35,38,1,-1,4,9,16,21
1,43,70,1,-1,6,10,23,22
1,40,60,1,-1,9,10,39,22
2,35,51,1,-1,5,3,22,14
1,40,21,1,-1,8,4,34,16
1,43,24,1,-1,6,2,24,4
1,43,27,1,-1,12,8,47,20
1,46,31,1,-1,10,2,41,5
1,43,26,1,-1,10,2,41,5
2,40,22,1,-1,11,4,46,16
2,43,48,1,-1,10,1,43,1
2,40,33,1,-1,10,3,42,11
2,43,41,1,-1,4,9,13,21
2,42,63,1,-1,10,1,42,2
1,45,50,1,-1,5,4,22,16
2,42,45,1,-1,12,3,48,15
1,39,22,1,-1,3,7,4,19
1,40,22,1,-1,4,10,10,22
1,44,39,1,-1,4,2,8,4
1,44,63,1,-1,5,5,22,17
1,44,74,1,-1,9,4,36,16
1,41,30,1,-1,9,2,36,7
2,43,59,1,-1,10,2,42,10
1,39,60,4,12,5,1,21,1
2,43,59,1,-1,4,1,19,1
2,40,34,1,-1,4,10,15,22
1,40,35,1,-1,6,1,23,1
1,40,57,5,-1,13,3,51,12
2,39,54,5,-1,11,3,46,13
2,39,40,1,-1,3,7,4,19
1,39,45,1,-1,3,7,4,19
1,39,54,1,-1,3,7,4,19
2,39,56,4,52,4,6,11,18
2,39,60,1,-1,10,3,42,15
1,43,48,1,-1,6,10,23,22
2,44,43,1,-1,10,2,40,8
1,37,32,1,-1,3,7,4,19
2,33,56,4,22,5,6,22,18
2,39,54,1,-1,12,9,48,21
1,39,29,1,-1,13,10,51,22
2,43,43,1,-1,13,1,51,2
1,44,43,1,-1,9,2,36,4
1,41,33,1,-1,3,8,4,20
2,42,33,1,-1,5,2,22,10
1,44,39,1,-1,10,2,41,10
1,36,59,1,-1,5,4,22,16
1,42,74,1,-1,13,7,51,19
2,44,38,1,-1,9,1,38,2
1,43,40,1,-1,9,2,36,4
1,44,28,1,-1,9,2,38,4
1,43,30,1,-1,11,3,46,13
1,45,46,1,-1,9,1,36,1
2,44,64,1,-1,10,2,40,8
2,44,32,1,-1,11,1,44,1
2,46,57,1,-1,10,2,40,8
1,44,57,1,-1,4,2,19,3
1,43,25,1,-1,10,1,42,2
2,43,26,1,-1,5,1,21,1
1,43,32,1,-1,4,2,8,3
2,44,28,1,-1,9,2,37,3
1,44,34,1,-1,9,2,38,3
1,40,69,4,12,6,7,24,19
2,40,21,4,4,9,1,36,2
2,40,21,1,-1,3,1,4,2
1,43,30,1,-1,10,2,41,10
2,43,30,1,-1,8,4,33,16
1,39,24,1,-1,11,3,46,13
1,43,27,3,3,4,8,10,20
1,43,28,1,-1,4,1,10,1
1,39,57,7,-1,12,10,48,22
1,44,34,1,-1,13,2,51,4
1,40,48,1,-1,8,1,32,1
1,42,45,1,-1,9,1,36,1
1,44,71,1,-1,4,2,13,4
2,40,39,1,-1,12,5,47,17
1,40,44,1,-1,12,8,47,20
1,39,40,1,-1,11,1,46,1
2,41,43,1,-1,5,5,22,17
1,43,62,1,-1,13,1,51,2
2,44,59,1,-1,8,1,32,2
1,42,22,1,-1,5,3,22,12
1,42,20,1,-1,5,4,22,16
2,43,49,1,-1,10,2,41,10
2,43,59,4,15,9,1,36,1
1,43,58,1,-1,9,1,36,1
1,43,33,1,-1,10,2,40,8
2,43,33,1,-1,10,2,43,8
1,39,57,1,-1,3,7,4,19
2,42,56,1,-1,10,2,43,10
2,42,78,5,-1,13,1,51,2
2,43,72,5,-1,10,5,40,17
1,39,71,5,-1,5,4,22,16
2,37,75,1,-1,10,3,40,12
1,40,46,1,-1,11,1,46,1
1,43,61,1,-1,10,2,40,8
1,43,51,1,-1,11,3,46,13
2,39,51,1,-1,11,3,46,13
2,41,29,1,-1,10,2,41,10
2,40,49,1,-1,8,5,32,17
2,36,25,1,-1,5,10,22,22
1,37,24,1,-1,12,8,47,20
1,33,46,1,-1,9,3,38,14
1,42,51,1,-1,6,9,24,21
2,42,51,1,-1,6,10,23,22
1,39,34,1,-1,5,3,22,12
1,35,54,1,-1,10,3,40,13
2,44,72,1,-1,8,1,32,1
1,43,49,1,-1,4,1,13,1
2,43,45,1,-1,9,2,36,5
2,44,37,1,-1,10,2,40,6
1,39,46,1,-1,8,5,32,17
1,40,23,1,-1,5,10,22,22
1,43,40,1,-1,10,2,40,3
2,44,39,1,-1,10,2,40,8
2,39,68,5,-1,6,5,23,17
2,46,33,4,11,10,2,42,10
1,44,45,1,-1,9,1,36,2
2,44,27,1,-1,9,2,36,3
1,43,22,1,-1,5,2,22,10
1,43,22,1,-1,3,2,4,4
1,43,27,7,-1,9,2,36,7
1,44,34,1,-1,12,1,49,1
1,41,26,1,-1,11,10,46,22
1,41,29,1,-1,3,7,4,19
1,39,26,1,-1,3,7,4,19
1,43,37,1,-1,11,10,46,22
2,43,29,1,-1,10,2,40,8
2,43,28,1,-1,11,5,45,17
1,46,29,1,-1,9,2,36,10
1,44,31,1,-1,6,5,23,17
2,43,23,1,-1,13,1,51,2
1,39,61,1,-1,10,2,41,10
2,42,54,1,-1,10,2,41,10
2,43,64,1,-1,10,2,42,10
2,43,32,1,-1,3,1,4,1
1,44,32,1,-1,3,1,4,2
2,34,62,1,-1,4,9,19,21
1,36,38,1,-1,6,10,23,22
2,39,28,1,-1,10,2,43,8
1,37,38,1,-1,3,8,4,20
1,44,67,1,-1,9,4,36,16
1,43,25,1,-1,3,1,4,1
1,43,25,1,-1,9,1,38,1
1,43,38,1,-1,9,2,36,3
2,43,32,1,-1,9,2,36,3
1,44,65,1,-1,8,1,32,1
1,43,78,1,-1,9,2,36,4
1,39,69,1,-1,5,1,21,1
1,43,40,1,-1,8,2,32,3
2,43,39,1,-1,5,4,21,16
1,43,38,1,-1,9,5,36,17
2,39,40,1,-1,10,2,42,10
2,39,63,1,-1,5,5,22,17
2,42,27,1,-1,10,2,42,10
2,39,52,1,-1,5,2,22,9
1,39,31,1,-1,5,10,22,22
1,39,18,1,-1,5,5,22,17
2,44,62,1,-1,10,2,40,8
1,43,58,1,-1,8,1,34,1
2,39,51,4,2,1,10,1,22
1,39,46,1,-1,3,7,4,19
2,39,60,1,-1,10,3,43,15
2,43,30,1,-1,4,5,19,17
2,31,25,1,-1,6,4,23,16
1,44,52,1,-1,11,3,45,13
2,43,51,1,-1,12,3,50,14
1,43,33,1,-1,9,2,36,9
2,43,60,4,22,10,2,41,10
1,42,30,1,-1,5,4,21,16
2,41,57,4,35,10,2,40,8
2,40,48,1,-1,4,4,13,16
2,43,47,1,-1,9,1,36,1
1,40,48,1,-1,8,4,32,16
1,46,54,1,-1,10,2,41,10
2,46,43,1,-1,10,2,42,10
1,39,51,1,-1,6,10,23,22
2,43,72,1,-1,9,1,38,1
1,40,74,1,-1,9,1,38,1
1,40,77,1,-1,6,3,23,15
2,39,29,1,-1,6,10,23,22
1,43,52,1,-1,8,1,32,2
2,44,49,1,-1,5,4,21,16
1,43,52,1,-1,4,1,7,1
1,40,51,1,-1,11,3,44,12
2,43,54,1,-1,11,3,44,12
1,39,56,1,-1,5,5,22,17
2,43,60,1,-1,8,4,34,16
2,39,34,1,-1,10,1,41,1
1,40,61,1,-1,10,8,41,20
1,39,69,1,-1,5,10,22,22
1,43,65,1,-1,13,3,51,12
2,42,24,1,-1,8,1,34,1
1,39,23,1,-1,5,2,22,10
2,40,27,1,-1,9,1,38,1
1,40,30,1,-1,9,1,38,1
1,43,56,1,-1,3,4,4,16
2,44,54,1,-1,10,2,40,8
1,40,23,1,-1,11,3,46,13
1,44,50,1,-1,9,1,38,2
2,44,61,1,-1,10,2,40,3
2,40,58,1,-1,13,5,51,17
1,39,54,1,-1,3,7,4,19
1,39,28,1,-1,11,3,46,13
2,44,60,2,-1,9,1,36,2
1,39,55,1,-1,9,2,36,3
1,39,65,1,-1,6,8,24,20
2,40,49,1,-1,11,3,45,13
2,40,53,1,-1,8,1,32,2
1,42,55,1,-1,9,7,38,19
1,43,32,1,-1,3,5,4,17
1,46,41,1,-1,10,2,40,5
2,41,47,1,-1,10,2,41,10
2,39,58,4,2,9,2,36,3
2,43,28,1,-1,5,4,22,16
1,43,62,1,-1,10,5,41,17
2,39,73,1,-1,12,3,48,15
1,43,38,1,-1,6,10,23,22
2,43,39,1,-1,7,1,26,2
1,44,38,1,-1,7,1,26,2
2,46,51,1,-1,7,1,29,2
1,44,42,1,-1,13,1,51,1
1,44,40,1,-1,10,2,40,8
1,39,23,1,-1,5,4,22,16
2,43,28,1,-1,9,5,36,17
1,45,50,1,-1,9,2,36,3
2,45,39,1,-1,7,1,28,1
1,44,38,1,-1,5,4,21,16
2,44,35,1,-1,9,2,36,3
1,39,27,1,-1,4,9,17,21
2,43,60,4,52,12,3,48,11
1,43,64,1,-1,8,5,32,17
2,39,59,1,-1,8,5,32,17
1,43,52,1,-1,13,1,51,1
2,43,41,1,-1,10,1,40,2
1,43,40,1,-1,1,1,1,1
2,46,41,1,-1,10,2,42,10
2,35,44,1,-1,9,3,38,14
1,35,44,1,-1,5,9,22,21
2,40,23,1,-1,9,1,36,1
2,42,67,1,-1,10,3,42,11
2,43,63,5,-1,6,1,24,2
1,40,51,1,-1,10,5,42,17
1,41,39,1,-1,10,8,41,20
2,39,35,1,-1,10,3,42,11
1,46,35,1,-1,10,2,40,8
1,43,44,1,-1,5,4,22,16
1,40,64,1,-1,8,4,34,16
1,39,53,1,-1,11,3,46,13
1,43,59,1,-1,10,2,41,10
2,43,60,1,-1,13,2,51,7
1,43,24,1,-1,11,3,46,13
2,43,65,1,-1,10,2,42,10
1,39,30,2,-1,11,3,46,13
1,43,43,1,-1,4,1,5,1
2,42,45,1,-1,10,2,42,10
