pesex,peeduca,prtage,pemlr,prunedur,prmjind1,prmjocc1,prdtind1,prdtocc1
1,42,25,1,-1,5,4,22,16
1,39,36,1,-1,3,7,4,19
2,39,34,1,-1,10,3,42,11
1,39,63,1,-1,3,7,4,19
2,40,26,1,-1,3,5,4,17
1,39,59,1,-1,8,7,34,19
1,44,27,1,-1,10,2,40,8
2,44,26,1,-1,10,2,40,8
2,43,42,2,-1,10,2,43,8
1,46,41,1,-1,10,2,41,10
1,43,39,1,-1,5,4,22,16
2,43,37,1,-1,10,2,41,10
1,39,18,1,-1,11,3,46,14
1,43,25,1,-1,3,2,4,4
2,43,25,1,-1,10,3,41,11
2,40,27,1,-1,5,4,22,16
1,39,36,1,-1,3,1,4,1
2,44,36,1,-1,5,2,21,3
1,41,32,1,-1,10,2,42,10
1,43,50,1,-1,8,1,34,1
2,39,42,1,-1,6,5,23,17
1,40,45,1,-1,3,10,4,22
2,38,20,4,2,5,5,22,17
1,44,52,1,-1,10,1,40,1
2,44,50,1,-1,10,2,40,9
2,44,69,1,-1,9,5,36,17
2,33,60,1,-1,4,10,14,22
2,46,54,2,-1,9,2,36,10
1,46,62,2,-1,6,1,23,1
2,36,17,1,-1,11,3,46,13
1,40,20,1,-1,5,4,22,16
2,43,44,1,-1,10,2,42,10
1,46,43,1,-1,9,2,36,10
2,37,17,1,-1,10,3,41,11
2,46,38,1,-1,10,2,43,5
1,41,47,1,-1,9,5,38,17
1,43,36,1,-1,9,1,36,1
1,39,32,1,-1,4,9,6,21
1,43,33,1,-1,4,4,7,16
1,40,32,1,-1,6,1,23,2
1,39,29,1,-1,6,10,23,22
2,44,34,1,-1,12,1,49,1
2,43,28,1,-1,4,9,14,21
1,43,32,1,-1,4,9,15,21
1,43,26,1,-1,9,5,36,17
1,43,30,1,-1,6,10,23,22
2,44,30,1,-1,9,1,37,1
1,44,30,1,-1,11,1,44,1
2,46,51,1,-1,10,2,42,10
1,46,61,1,-1,10,2,42,10
2,41,36,1,-1,9,1,36,1
2,40,37,1,-1,3,5,4,17
2,39,38,1,-1,10,3,43,15
2,43,68,1,-1,5,5,22,17
1,43,33,1,-1,8,1,32,2
2,46,50,1,-1,4,2,19,5
2,42,54,1,-1,12,1,49,1
1,41,37,1,-1,3,7,4,19
2,44,36,1,-1,10,2,40,8
1,39,44,1,-1,3,1,4,1
1,40,40,1,-1,5,4,22,16
2,39,56,1,-1,10,5,42,17
2,43,33,1,-1,5,5,22,17
2,45,67,1,-1,9,2,36,9
1,42,52,1,-1,10,2,42,3
2,42,36,1,-1,10,2,42,10
1,43,34,1,-1,4,10,14,22
2,39,66,1,-1,5,4,22,16
2,42,55,1,-1,5,4,22,16
1,43,29,1,-1,13,3,51,12
2,44,26,1,-1,10,2,41,10
2,39,44,1,-1,10,3,43,11
1,37,18,1,-1,10,3,40,14
2,39,20,1,-1,5,4,22,16
2,41,67,1,-1,13,1,51,1
1,34,25,1,-1,4,9,11,21
1,40,21,1,-1,5,4,22,16
1,43,24,1,-1,8,3,32,12
1,34,64,1,-1,12,8,47,20
2,42,29,1,-1,9,9,36,21
1,43,61,1,-1,4,9,8,21
2,41,58,1,-1,3,1,4,2
2,39,25,1,-1,3,1,4,2
2,39,22,1,-1,10,10,42,22
1,39,21,1,-1,3,7,4,19
1,39,40,1,-1,3,7,4,19
1,43,64,1,-1,5,4,22,16
2,43,62,4,17,10,5,40,17
1,39,61,1,-1,12,9,47,21
2,43,29,4,15,9,1,36,2
1,43,34,1,-1,9,1,36,1
1,43,41,1,-1,10,1,41,1
2,40,46,1,-1,3,5,4,17
1,40,21,1,-1,3,7,4,19
1,43,51,1,-1,8,2,33,3
2,43,42,1,-1,8,1,34,2
2,44,75,1,-1,9,1,38,1
1,43,43,1,-1,9,2,36,9
1,44,31,1,-1,13,3,51,12
1,39,32,1,-1,12,8,47,20
2,39,33,1,-1,10,2,40,8
2,39,29,1,-1,5,4,22,16
2,39,31,1,-1,5,9,22,21
2,42,36,1,-1,10,3,42,11
2,42,61,1,-1,9,10,39,22
1,44,58,1,-1,10,5,41,17
2,42,55,1,-1,10,1,40,2
1,41,44,1,-1,1,1,1,1
2,44,53,1,-1,12,3,48,15
1,43,51,1,-1,5,5,22,17
2,43,59,1,-1,10,2,41,10
2,34,75,1,-1,10,3,43,11
2,43,26,1,-1,13,5,51,17
1,43,27,1,-1,5,4,22,16
1,43,60,1,-1,12,4,48,16
1,43,46,1,-1,9,1,36,1
1,43,23,1,-1,9,2,36,4
1,39,43,1,-1,3,8,4,20
2,43,38,1,-1,9,1,36,2
1,43,35,1,-1,6,10,23,22
1,39,69,1,-1,5,3,22,13
1,43,22,1,-1,3,7,4,19
2,43,61,1,-1,10,2,43,10
2,39,53,1,-1,11,3,46,13
2,39,30,1,-1,5,5,22,17
1,39,27,1,-1,11,5,44,17
2,39,19,1,-1,11,3,46,13
1,41,56,1,-1,6,10,23,22
2,41,60,2,-1,10,3,41,11
2,39,41,1,-1,4,1,13,2
2,33,69,1,-1,12,9,48,21
1,39,40,1,-1,5,2,22,3
2,44,38,1,-1,9,1,36,2
1,44,59,1,-1,7,3,31,14
1,42,63,1,-1,11,1,44,1
2,43,26,1,-1,13,2,51,5
1,43,30,1,-1,13,2,51,10
2,43,26,1,-1,8,1,32,2
2,43,24,7,-1,9,2,36,7
1,43,26,1,-1,10,2,42,10
2,38,55,6,-1,11,3,46,13
1,39,29,1,-1,5,10,22,22
2,42,46,1,-1,5,4,22,16
2,39,60,1,-1,10,3,42,11
2,43,63,1,-1,10,1,42,1
1,42,63,1,-1,5,1,22,2
2,43,50,1,-1,13,2,51,6
1,40,61,1,-1,9,2,36,8
1,35,63,1,-1,11,10,46,22
2,42,48,1,-1,10,2,42,10
1,39,51,1,-1,5,1,22,1
1,39,47,1,-1,4,10,19,22
1,46,57,1,-1,10,2,41,5
2,39,27,4,52,5,10,22,22
1,45,39,1,-1,9,2,36,7
1,39,54,1,-1,4,8,19,20
2,43,29,1,-1,8,4,33,16
1,42,38,1,-1,9,3,38,14
1,43,25,1,-1,4,2,10,3
1,43,27,1,-1,5,4,22,16
1,46,27,1,-1,10,2,41,10
2,43,56,1,-1,8,1,32,2
1,44,52,1,-1,4,5,7,17
2,42,46,1,-1,8,5,32,17
2,42,47,1,-1,4,5,10,17
1,41,50,1,-1,6,2,23,3
2,41,50,1,-1,5,5,22,17
2,39,20,1,-1,10,2,40,9
2,35,16,1,-1,11,4,46,16
1,39,62,1,-1,3,7,4,19
2,39,52,1,-1,5,4,22,16
1,37,36,4,78,11,3,46,13
2,39,35,1,-1,5,4,22,16
1,39,30,1,-1,3,9,4,21
2,39,54,1,-1,5,5,22,17
1,41,59,1,-1,4,9,6,21
2,42,45,1,-1,13,2,51,10
1,40,44,1,-1,13,1,51,1
2,40,53,1,-1,10,3,42,11
1,41,63,1,-1,4,8,16,20
2,39,62,1,-1,10,5,42,17
2,43,25,1,-1,10,2,41,10
1,40,54,1,-1,4,3,20,14
1,40,48,1,-1,5,4,22,16
2,39,37,1,-1,4,5,13,17
2,40,20,1,-1,10,3,40,15
1,40,41,1,-1,6,10,23,22
1,39,43,1,-1,5,4,22,16
2,43,45,1,-1,10,2,41,10
2,43,63,1,-1,4,1,14,2
1,42,60,1,-1,4,9,7,21
1,39,39,1,-1,3,7,4,19
1,40,60,1,-1,9,1,36,2
1,39,57,1,-1,12,8,47,20
2,39,58,1,-1,10,5,42,17
2,40,64,1,-1,8,5,33,17
1,39,62,1,-1,6,1,23,1
1,40,39,1,-1,5,4,22,16
2,40,32,1,-1,5,4,22,16
2,43,33,1,-1,11,3,44,15
2,44,51,1,-1,10,2,40,10
1,43,53,1,-1,8,4,32,16
1,40,74,1,-1,8,1,34,1
2,40,74,1,-1,11,2,44,9
2,39,56,1,-1,5,4,21,16
1,41,61,1,-1,5,8,22,20
1,39,51,1,-1,5,4,22,16
1,39,65,1,-1,3,1,4,1
2,41,60,1,-1,9,1,36,2
1,41,62,1,-1,11,3,44,14
1,39,57,1,-1,7,8,29,20
2,40,53,1,-1,9,2,36,10
1,40,30,1,-1,13,3,51,12
2,40,34,1,-1,4,9,8,21
2,39,55,1,-1,11,3,46,13
1,39,29,1,-1,4,9,6,21
2,43,41,1,-1,13,2,51,6
1,39,50,1,-1,4,9,5,21
2,39,47,1,-1,11,3,46,13
1,39,50,1,-1,4,10,13,22
2,42,40,1,-1,10,2,41,10
1,41,42,1,-1,3,1,4,1
1,40,19,1,-1,11,3,44,15
1,43,29,1,-1,7,2,25,9
2,44,27,1,-1,10,1,42,2
2,39,59,1,-1,12,3,48,15
2,40,30,1,-1,10,3,42,11
1,39,32,1,-1,5,4,22,16
1,43,53,1,-1,5,10,22,22
2,43,47,1,-1,5,10,22,22
1,39,39,1,-1,6,10,23,22
2,40,20,1,-1,11,3,46,13
2,39,18,1,-1,11,10,46,22
1,39,54,1,-1,12,8,47,20
2,43,35,1,-1,10,2,43,6
2,39,75,1,-1,10,3,40,13
2,44,57,1,-1,10,2,40,8
1,39,60,1,-1,4,10,20,22
2,43,27,1,-1,10,2,42,10
1,43,65,1,-1,10,8,41,20
2,41,64,1,-1,10,3,42,11
2,45,49,1,-1,8,4,34,16
1,39,39,1,-1,3,7,4,19
1,43,27,1,-1,10,2,40,8
2,43,27,1,-1,10,2,40,8
2,44,38,1,-1,10,2,40,8
1,41,34,1,-1,11,3,46,13
1,43,43,1,-1,11,1,46,1
2,44,40,1,-1,10,2,40,8
2,36,17,1,-1,11,3,46,13
1,43,28,1,-1,7,5,26,17
2,43,27,1,-1,7,4,26,16
2,42,41,1,-1,13,3,51,12
1,40,30,4,11,14,11,52,23
2,41,24,1,-1,12,3,48,15
2,40,44,1,-1,6,5,24,17
1,40,52,1,-1,4,4,20,16
2,43,56,1,-1,10,5,40,17
1,40,58,1,-1,4,9,10,21
2,39,57,1,-1,10,2,40,8
1,41,34,1,-1,9,2,36,3
2,39,54,1,-1,8,4,34,16
1,39,41,1,-1,3,1,4,1
1,40,41,1,-1,8,4,34,16
2,41,35,1,-1,10,2,43,8
2,40,28,1,-1,4,9,19,21
2,39,62,1,-1,5,5,22,17
1,43,34,1,-1,10,2,41,10
2,42,74,1,-1,9,5,36,17
2,39,71,1,-1,10,5,42,17
1,40,67,1,-1,13,3,51,12
1,40,31,1,-1,6,10,23,22
2,39,19,1,-1,11,4,46,16
2,39,46,1,-1,11,3,46,13
1,39,54,1,-1,11,3,46,13
1,40,22,1,-1,5,10,22,22
2,41,41,1,-1,8,2,33,10
1,43,53,1,-1,6,1,24,1
1,38,52,4,2,4,10,14,22
2,34,49,7,-1,4,9,14,21
2,40,55,1,-1,10,2,43,8
1,39,47,1,-1,7,8,29,20
2,39,47,1,-1,10,3,42,11
1,39,27,1,-1,9,2,36,4
2,39,22,1,-1,9,2,36,4
1,43,29,1,-1,11,3,44,15
2,39,60,1,-1,11,2,44,9
1,39,60,1,-1,11,3,44,14
2,44,54,1,-1,11,5,44,17
1,44,64,1,-1,11,1,45,2
2,36,17,4,4,11,3,45,15
1,39,20,1,-1,4,10,20,22
2,38,49,1,-1,4,10,14,22
1,35,16,1,-1,11,3,46,13
1,38,42,1,-1,3,7,4,19
1,38,18,1,-1,11,3,46,13
1,40,25,1,-1,11,3,46,13
2,39,46,1,-1,12,3,49,15
1,38,43,4,2,3,8,4,20
2,43,44,1,-1,9,3,38,14
1,35,37,1,-1,3,7,4,19
2,43,35,1,-1,8,4,34,16
1,43,42,1,-1,9,1,36,1
1,43,55,4,65,9,4,36,16
2,40,54,1,-1,10,5,40,17
1,39,37,1,-1,3,7,4,19
1,43,46,1,-1,6,1,23,1
1,43,46,1,-1,5,2,21,3
2,44,37,1,-1,5,5,22,17
1,44,37,1,-1,10,2,42,10
1,44,58,1,-1,9,2,36,9
2,42,54,1,-1,8,5,32,17
2,44,42,2,-1,8,1,33,2
1,44,64,2,-1,9,1,36,2
1,40,41,1,-1,9,2,36,4
2,40,39,1,-1,10,2,40,3
2,42,54,1,-1,10,2,43,10
1,40,26,1,-1,10,2,42,10
2,43,24,1,-1,9,1,36,2
2,44,33,1,-1,10,1,42,1
1,39,32,1,-1,10,1,42,2
1,39,28,1,-1,7,2,31,8
2,43,28,1,-1,8,1,34,2
1,43,75,1,-1,9,2,36,9
2,41,34,1,-1,11,3,46,13
2,39,27,1,-1,4,9,14,21
1,39,35,1,-1,4,2,13,4
2,39,39,1,-1,8,1,32,2
1,37,18,1,-1,11,4,46,16
2,46,53,1,-1,10,2,40,8
2,42,27,1,-1,6,10,23,22
2,40,56,1,-1,8,4,33,16
2,40,34,4,57,11,5,44,17
1,36,26,1,-1,12,3,48,15
1,44,31,1,-1,11,3,46,13
2,44,30,1,-1,10,2,42,6
1,43,34,1,-1,8,1,35,1
2,40,49,1,-1,8,4,34,16
2,44,30,1,-1,10,2,42,10
1,44,29,1,-1,10,2,42,4
1,39,30,1,-1,2,10,3,22
2,42,38,1,-1,3,4,4,16
1,39,50,1,-1,13,3,51,12
1,44,56,1,-1,9,5,36,17
1,43,63,1,-1,9,1,38,2
1,38,22,1,-1,3,7,4,19
2,39,64,1,-1,12,5,49,17
1,43,67,1,-1,5,4,21,16
2,42,41,1,-1,7,2,29,3
1,44,63,1,-1,10,2,40,8
2,43,60,1,-1,10,2,42,10
1,43,26,1,-1,10,3,42,11
1,44,51,1,-1,3,2,4,4
2,44,44,1,-1,3,1,4,1
2,43,56,1,-1,4,5,5,17
1,40,62,1,-1,9,1,38,1
1,43,53,1,-1,10,2,40,8
2,43,55,1,-1,10,1,40,1
2,44,69,1,-1,10,2,40,8
1,39,39,1,-1,4,9,6,21
2,39,47,1,-1,4,9,10,21
1,46,43,1,-1,10,1,40,1
2,43,42,1,-1,10,1,40,1
2,40,18,1,-1,11,3,46,13
2,43,41,1,-1,10,2,40,8
2,40,38,1,-1,10,2,40,8
1,39,18,1,-1,5,4,22,16
1,41,43,1,-1,9,2,36,4
2,44,48,1,-1,8,1,33,1
1,42,47,1,-1,10,3,41,12
1,33,52,1,-1,2,5,3,17
2,43,37,1,-1,11,3,46,13
1,43,60,1,-1,4,4,18,16
2,44,30,1,-1,13,1,51,2
1,43,40,1,-1,8,1,32,2
2,43,45,1,-1,13,2,51,8
1,39,25,1,-1,3,7,4,19
1,39,20,4,31,3,7,4,19
2,40,58,1,-1,10,2,40,8
2,40,35,1,-1,10,2,40,8
1,40,37,1,-1,13,3,51,12
1,40,56,1,-1,10,10,40,22
1,43,27,1,-1,3,1,4,1
1,40,44,1,-1,9,2,36,9
2,39,37,1,-1,11,3,46,13
1,39,40,1,-1,11,3,46,13
2,41,40,1,-1,3,1,4,1
1,43,43,1,-1,6,10,23,22
1,40,28,4,9,10,3,41,11
2,43,53,1,-1,3,1,4,2
1,43,56,1,-1,5,4,21,16
2,43,71,1,-1,12,5,49,17
1,44,40,1,-1,10,1,40,1
2,44,40,1,-1,12,1,48,1
1,44,65,1,-1,9,2,36,5
1,40,54,1,-1,9,3,38,14
2,46,29,1,-1,9,2,36,7
1,46,33,1,-1,9,2,36,7
2,43,38,1,-1,10,2,40,8
1,44,38,1,-1,10,2,40,8
2,39,26,1,-1,10,10,43,22
2,35,33,1,-1,9,3,38,14
2,43,52,1,-1,10,2,42,6
2,37,18,1,-1,11,4,46,16
2,39,57,1,-1,13,5,51,17
1,39,57,1,-1,6,8,24,20
1,43,30,1,-1,5,4,22,16
1,43,24,1,-1,10,2,40,8
2,44,63,1,-1,13,2,51,5
1,42,25,4,16,11,3,46,13
2,42,35,1,-1,4,5,12,17
1,42,35,1,-1,3,7,4,19
1,32,61,1,-1,1,6,1,18
2,39,24,1,-1,6,10,23,22
2,39,46,2,-1,10,1,42,1
1,40,37,1,-1,4,8,14,20
2,41,37,1,-1,10,1,42,2
1,44,71,1,-1,13,1,51,2
1,39,46,1,-1,11,1,46,1
2,43,43,1,-1,10,1,41,2
1,39,26,1,-1,5,10,21,22
2,38,26,1,-1,10,3,43,13
1,44,49,1,-1,2,2,3,9
2,44,37,1,-1,2,2,3,4
2,43,48,1,-1,10,2,40,8
2,39,60,1,-1,10,10,40,22
2,43,60,1,-1,5,1,21,1
2,40,47,1,-1,4,9,13,21
2,39,64,1,-1,5,5,22,17
1,43,41,1,-1,4,3,13,11
1,43,37,1,-1,4,9,13,21
2,44,36,1,-1,10,2,40,8
1,39,30,1,-1,5,4,22,16
2,43,30,2,-1,9,1,36,1
1,43,49,1,-1,3,4,4,16
1,43,31,1,-1,4,2,7,4
1,44,32,1,-1,9,1,36,2
2,43,26,1,-1,9,2,36,4
2,40,50,1,-1,9,2,36,7
2,39,51,1,-1,12,3,50,14
2,44,45,1,-1,9,1,36,2
1,40,47,1,-1,11,3,46,13
2,43,61,1,-1,10,2,40,8
2,40,20,1,-1,11,1,46,1
1,39,20,1,-1,11,3,46,13
2,38,18,2,-1,11,3,46,13
2,39,23,1,-1,11,3,46,13
1,39,45,1,-1,11,4,46,16
1,40,46,1,-1,9,5,36,17
2,43,45,1,-1,10,2,40,8
2,40,51,1,-1,5,5,22,17
1,41,30,1,-1,9,3,38,12
2,42,28,1,-1,12,3,50,14
1,39,63,1,-1,4,9,10,21
2,41,61,1,-1,11,5,44,17
2,42,65,2,-1,10,5,43,17
1,39,52,1,-1,4,10,14,22
1,43,50,1,-1,9,3,38,12
2,44,28,1,-1,4,1,8,2
1,44,29,4,35,10,2,40,8
2,43,67,1,-1,10,3,42,15
2,40,67,1,-1,10,2,40,8
1,45,57,1,-1,10,1,42,1
2,44,53,1,-1,10,2,40,8
1,44,60,1,-1,9,2,36,9
2,44,55,1,-1,8,1,32,1
1,40,33,1,-1,5,10,21,22
2,32,64,1,-1,10,3,40,14
2,39,21,1,-1,10,3,42,11
1,39,64,1,-1,11,1,44,1
1,39,28,1,-1,4,10,10,22
2,43,55,1,-1,10,2,40,10
1,46,58,1,-1,9,2,36,7
1,42,37,1,-1,4,2,7,9
2,41,28,1,-1,10,2,41,10
1,43,26,1,-1,13,3,51,12
1,39,40,1,-1,13,6,51,18
1,40,26,1,-1,5,4,22,16
1,44,28,1,-1,4,2,8,4
2,44,28,1,-1,9,2,36,3
1,43,41,1,-1,4,1,8,2
1,43,32,1,-1,9,2,36,3
1,36,42,1,-1,5,9,22,21
2,34,48,1,-1,6,10,23,22
2,43,41,1,-1,9,5,38,17
1,44,49,1,-1,3,1,4,1
1,43,58,1,-1,10,1,41,1
1,45,46,1,-1,10,2,42,10
2,38,16,2,-1,10,3,43,15
1,43,71,1,-1,13,3,51,12
2,43,71,1,-1,13,5,51,17
1,39,18,1,-1,5,10,22,22
1,38,66,1,-1,8,4,35,16
2,39,58,1,-1,12,3,48,15
2,43,39,1,-1,9,1,36,1
1,43,64,1,-1,12,2,49,6
2,44,64,1,-1,13,2,51,8
1,40,27,1,-1,8,1,32,1
1,36,37,1,-1,4,9,14,21
2,38,38,1,-1,4,9,14,21
1,44,71,1,-1,8,1,32,2
2,40,59,1,-1,10,3,40,15
2,39,35,4,13,10,3,42,11
1,43,43,1,-1,9,2,36,3
2,43,40,1,-1,11,3,44,15
2,39,47,1,-1,10,2,40,10
1,39,50,1,-1,3,7,4,19
1,39,63,1,-1,5,4,22,16
2,39,62,1,-1,5,4,22,16
2,44,34,1,-1,12,4,49,16
1,39,37,1,-1,8,4,33,16
2,40,35,2,-1,10,3,42,11
1,42,40,1,-1,3,7,4,19
2,39,54,1,-1,4,9,20,21
1,39,36,1,-1,4,9,19,21
2,43,49,1,-1,10,1,43,1
1,40,54,1,-1,5,10,21,22
1,40,27,1,-1,6,10,23,22
1,40,24,1,-1,6,5,23,17
2,40,43,1,-1,11,3,45,14
1,40,52,1,-1,7,8,29,20
2,40,25,1,-1,10,2,41,10
1,39,21,1,-1,4,8,8,20
1,40,21,7,-1,11,3,44,15
1,40,21,1,-1,5,4,22,16
1,40,22,1,-1,12,8,47,20
1,40,21,1,-1,11,3,46,13
1,43,59,1,-1,8,2,32,3
2,43,55,1,-1,10,2,40,8
2,43,32,1,-1,10,2,40,8
1,43,61,1,-1,11,9,45,21
1,43,44,1,-1,4,1,8,1
2,43,47,1,-1,5,4,22,16
1,40,21,1,-1,13,5,51,17
2,43,46,1,-1,9,1,36,1
1,40,53,1,-1,3,7,4,19
2,39,22,1,-1,7,2,26,9
1,39,58,1,-1,3,1,4,1
1,39,26,1,-1,3,7,4,19
2,42,24,1,-1,5,4,22,16
2,43,52,1,-1,10,2,40,8
1,43,51,1,-1,9,2,36,3
1,43,67,1,-1,9,1,36,1
2,42,45,1,-1,9,1,36,1
1,40,69,1,-1,2,10,3,22
1,40,28,1,-1,6,10,23,22
2,40,26,1,-1,5,4,22,16
1,39,27,1,-1,8,2,32,3
2,42,28,1,-1,8,2,32,3
2,42,32,1,-1,11,5,46,17
1,40,41,1,-1,7,1,25,1
1,36,16,1,-1,11,3,46,13
1,42,50,1,-1,10,1,42,1
2,40,19,1,-1,10,5,42,17
1,44,47,1,-1,9,1,36,1
1,43,43,1,-1,10,2,41,3
2,43,43,1,-1,6,5,23,17
1,40,57,1,-1,9,1,36,2
2,42,21,1,-1,10,3,41,14
2,43,78,1,-1,12,2,49,9
1,39,50,1,-1,13,9,51,21
2,39,48,1,-1,11,1,46,1
2,38,45,1,-1,10,3,40,14
1,39,25,1,-1,9,3,38,14
1,38,24,1,-1,10,4,42,16
2,38,22,4,2,7,10,25,22
2,37,17,1,-1,11,5,44,17
2,40,72,1,-1,5,4,22,16
1,43,64,1,-1,9,2,36,3
1,40,60,1,-1,3,1,4,1
2,43,59,1,-1,10,5,40,17
1,39,36,1,-1,6,5,23,17
2,37,31,1,-1,3,5,4,17
1,43,28,1,-1,9,2,36,3
1,40,38,1,-1,9,4,36,16
1,39,25,1,-1,12,1,48,1
2,39,26,1,-1,10,1,42,1
1,39,40,1,-1,3,7,4,19
2,39,33,2,-1,9,3,38,14
1,40,34,1,-1,5,10,21,22
1,39,57,1,-1,4,9,6,21
1,39,37,7,-1,7,8,29,20
2,39,43,1,-1,4,9,15,21
1,39,44,1,-1,6,10,23,22
1,43,42,2,-1,13,1,51,1
2,43,39,2,-1,8,1,33,2
2,44,30,1,-1,12,2,49,8
1,43,33,1,-1,10,2,40,9
2,43,43,1,-1,10,2,41,10
1,43,43,2,-1,3,1,4,1
2,44,48,1,-1,10,2,40,10
1,43,48,1,-1,7,2,26,9
1,39,64,1,-1,6,10,23,22
2,39,63,1,-1,10,3,41,11
2,41,63,1,-1,4,8,8,20
2,39,79,1,-1,13,2,51,4
1,39,80,1,-1,6,10,23,22
2,39,68,1,-1,5,3,22,14
2,44,68,1,-1,10,2,40,8
1,41,45,1,-1,10,2,41,10
2,44,47,1,-1,10,2,42,6
1,39,54,1,-1,6,10,23,22
2,40,22,1,-1,5,5,22,17
2,43,41,1,-1,13,1,51,1
1,39,43,1,-1,1,6,2,18
2,40,48,4,2,5,4,22,16
1,39,54,1,-1,3,1,4,1
2,44,35,1,-1,10,5,42,17
1,42,40,1,-1,1,1,1,1
1,43,59,1,-1,4,1,11,1
2,43,50,1,-1,10,2,40,8
1,39,39,1,-1,5,4,21,16
1,43,37,1,-1,12,9,48,21
1,46,46,1,-1,8,1,32,2
2,43,48,1,-1,11,2,44,8
1,39,21,1,-1,5,8,22,20
1,44,54,1,-1,10,2,42,6
2,43,49,1,-1,12,2,48,9
2,36,17,2,-1,11,3,46,13
2,43,46,1,-1,10,2,40,8
1,40,44,1,-1,11,3,46,13
2,34,32,4,2,11,3,46,13
1,39,58,1,-1,4,8,7,20
2,41,51,1,-1,8,2,33,10
2,39,20,1,-1,4,9,6,21
2,39,63,1,-1,10,3,43,11
1,39,33,1,-1,10,3,42,13
2,43,61,5,-1,13,2,51,3
1,40,60,1,-1,13,1,51,2
1,43,43,1,-1,13,2,51,4
2,43,45,1,-1,9,1,36,1
1,43,50,1,-1,8,1,32,2
2,40,21,1,-1,5,5,22,17
2,44,47,1,-1,10,2,40,8
1,45,47,1,-1,9,2,36,7
1,43,36,1,-1,9,1,38,1
1,41,40,1,-1,10,2,41,10
2,44,41,1,-1,10,2,40,8
1,43,29,1,-1,12,2,49,6
2,43,28,1,-1,9,2,36,9
2,44,40,1,-1,8,1,32,2
1,39,50,1,-1,5,10,22,22
1,39,56,1,-1,5,3,22,13
1,42,40,2,-1,12,9,47,21
2,39,37,1,-1,10,3,43,15
1,40,72,1,-1,9,3,38,12
1,39,36,1,-1,3,1,4,1
2,39,32,1,-1,5,10,22,22
1,44,60,1,-1,4,4,19,16
2,43,60,1,-1,10,2,40,8
1,44,71,2,-1,10,2,41,6
1,42,41,1,-1,12,3,48,11
2,43,36,1,-1,10,2,42,10
1,39,78,1,-1,8,1,34,1
2,43,41,1,-1,9,1,36,2
2,39,60,1,-1,9,5,38,17
1,40,35,1,-1,4,9,5,21
2,44,41,1,-1,12,1,49,1
2,45,46,1,-1,13,2,51,3
2,32,33,2,-1,11,3,46,13
2,32,28,1,-1,11,3,46,13
2,43,34,7,-1,9,2,36,9
1,43,31,1,-1,13,2,51,4
2,39,70,1,-1,10,3,42,14
1,39,37,4,2,3,10,4,22
1,43,28,1,-1,8,1,32,1
1,42,28,1,-1,11,3,46,13
2,39,41,1,-1,10,3,42,11
2,40,42,1,-1,13,5,51,17
1,35,45,1,-1,9,3,38,14
2,44,37,1,-1,13,1,51,2
1,42,43,1,-1,12,1,47,1
1,43,29,1,-1,8,1,32,2
2,39,65,1,-1,9,5,36,17
2,43,27,1,-1,12,5,49,17
1,42,36,1,-1,6,10,23,22
1,43,34,1,-1,9,2,36,4
2,39,33,1,-1,10,3,42,11
1,33,33,1,-1,1,10,1,22
1,40,27,1,-1,6,10,23,22
2,43,36,1,-1,7,5,31,17
1,44,42,1,-1,11,1,46,1
1,39,65,2,-1,11,3,44,14
1,40,40,1,-1,4,5,5,17
2,40,37,1,-1,11,9,46,21
1,40,52,1,-1,10,2,42,6
2,40,50,1,-1,10,2,43,6
2,44,55,1,-1,5,1,21,1
1,39,31,1,-1,6,5,23,17
1,39,29,1,-1,6,5,23,17
1,33,37,1,-1,1,6,1,18
2,39,39,1,-1,1,6,1,18
2,39,54,1,-1,5,2,22,10
2,43,58,1,-1,9,5,36,17
1,39,56,1,-1,11,1,44,1
2,41,26,1,-1,10,3,42,11
1,43,46,1,-1,3,1,4,1
2,43,41,1,-1,9,4,37,16
2,43,31,1,-1,4,9,16,21
1,44,50,1,-1,9,2,36,3
2,43,42,1,-1,10,3,41,15
2,44,39,1,-1,10,2,42,6
1,43,48,1,-1,9,1,36,2
2,43,47,1,-1,10,1,43,2
2,39,65,1,-1,5,3,22,13
1,41,34,1,-1,5,4,21,16
2,39,35,2,-1,5,4,22,16
1,44,34,1,-1,10,2,42,6
2,44,35,1,-1,10,1,41,1
1,39,49,1,-1,11,3,46,13
1,44,28,1,-1,7,2,25,3
1,43,26,1,-1,9,2,36,3
1,43,24,1,-1,9,2,36,7
1,39,29,1,-1,5,10,22,22
2,43,40,1,-1,10,2,41,10
1,35,31,2,-1,3,7,4,19
1,46,39,1,-1,10,2,40,5
1,40,41,1,-1,10,3,42,11
2,43,48,4,8,9,2,36,3
1,43,55,1,-1,13,2,51,4
1,39,23,1,-1,11,3,46,13
2,40,22,1,-1,11,3,46,13
2,37,44,1,-1,11,1,46,1
1,39,46,1,-1,5,9,22,21
1,40,24,1,-1,5,7,22,19
2,40,60,1,-1,13,9,51,21
1,42,60,1,-1,11,2,44,9
1,43,35,1,-1,9,1,36,2
2,43,31,1,-1,10,9,42,21
1,39,40,1,-1,5,4,22,16
1,42,32,1,-1,5,10,22,22
1,43,60,1,-1,13,1,51,2
2,42,42,1,-1,10,5,42,17
1,43,45,1,-1,4,8,6,20
2,42,46,1,-1,4,5,7,17
